term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
business,0.029183744,-0.11135451,0.019560877,0.06602494,-0.014692826,-0.18319142,0.08994211,0.10878601,0.18564971,0.20639987,-0.028920334,-0.06907536,0.08994615,0.14771457,-0.070419915,0.05356602,-0.16430219,0.079186805,-0.1303804,-0.34975216,0.18998693,0.1948364,-0.26089564,0.3013463,-0.2678818,0.11615755,-0.09704292,-0.37558427,-0.071121715,0.033917215,0.29139915,0.17401098,0.3522296,-0.007831054,-0.107677296,0.32201913,-0.02782361,0.20596775,-0.1951863,-0.49723613,-0.39342883,-0.026447082,-0.13133559,0.19706509,0.03174645,-0.17638668,-0.024265235,-0.03246341,0.085399024,-0.07799363,0.23594862,-0.20754787,-0.22948198,-0.119877435,0.1696385,0.20118232,0.01693762,-0.07534554,-0.20106237,-0.11305,0.2872108,0.11419517,-0.3623054,0.23575146,-0.20109811,0.037350714,-0.16654247,0.2370684,-0.009850942,-0.089238964,-0.046870936,-0.025908884,0.24752292,0.08276428,0.33228567,0.18755268,0.04293789,-0.0811976,-0.043888886,-0.080833696,0.07808911,0.22409612,-0.18755946,0.07126645,-0.33286577,-0.15474744,-0.113758236,0.119595975,-0.27533606,-0.047684826,-0.036475632,-0.044589832,-0.06409263,0.22029994,0.05461773,-0.0798327,-0.049576458,-0.11665422,-0.24410167,-0.134995,-0.042783488,0.020019889,-0.03188238,0.024873119,-0.30238098,-0.10300653,0.008366279,0.023909325,0.16738988,-0.078451686,-0.12218615,-0.15218276,-0.00027411955,-0.043616902,0.021947721,0.14915767,-0.3015642,-0.17871712,-0.14077525,-0.07677082,0.14158714,-0.058056172,0.27080557,-0.13312024,-0.035792895,0.20836088,-0.55534625,-0.024002157,-0.12784083,0.17571215,-0.11210519,0.07666269,-0.11749575,-0.06177551,0.02390333,0.14558065,-0.13859613,-0.42558137,-0.016223006,-0.33069852,0.14081158,-0.39458683,0.078854494,-0.19125508,-0.08944485,-0.2963798,-0.10607988,0.029800652,0.110993855,-0.1973673,0.042273335,-0.14629488,0.19393261,0.07602537,-0.3027937,0.12740609,0.10348104,0.06988711,-0.28495398,-0.056819562,0.2224108,0.119724475,-0.10149604,-0.1354108,-0.07272511,0.1208595,-0.0873463,-0.019213635,-0.4224773,-0.1531618,-0.2797785,0.2455725,0.08627065,-0.014002668,-0.03647967,0.36526465,0.004708245,-0.054595508,0.1135539,0.15623358,-0.0430276,-0.18228896,-0.10525085,0.26353523,-0.25302494,0.081982136,-0.021730378,-0.05960888,-0.1962283,-0.18753286,0.060264386,0.19744551,0.010823422,0.045860276,0.10802828,-0.032831676,-0.091882266,0.18727332,-0.024606846,-0.1812034
name,-0.021830421,0.12858273,-0.03409793,-0.036451794,0.07365742,0.17991243,0.16046064,0.023652105,0.19959313,0.009765392,-0.19704056,-0.27716982,-0.050869387,-0.039254397,0.051995948,-0.32674056,-0.07828003,0.05432366,0.234557,-0.09047328,-0.117072105,-0.3782283,0.121002726,0.13177468,0.023124052,-0.27188048,-0.033439044,-0.16610001,0.12903921,-0.20444539,-0.07370104,0.25768977,0.1868695,0.02651936,-0.092729405,-0.41691557,0.06244879,-0.03356496,0.12639953,-0.49526018,-0.39241695,0.16692355,0.05657079,0.47560802,-0.24090225,-0.37384018,-0.29340547,0.07654525,-0.2385206,-0.14252858,0.03950645,-0.034355484,0.08028361,-0.2060892,0.37725636,0.08068483,0.023999061,0.22060795,0.0217265,0.021606667,-0.15369914,0.07956179,-0.23703858,0.17324094,-0.18915765,-0.156213,-0.20035069,0.43551484,-0.22430654,-0.6428939,0.28478536,-0.30522972,0.4233568,-0.04565356,-0.04265829,-0.4097193,-0.018648023,0.14738128,-0.2569192,0.095193245,-0.3578139,0.0150871705,-0.10216138,-0.018359844,-0.2108626,-0.19609626,0.25547326,0.14042702,-0.14220591,-0.42483637,-0.05833645,0.042466052,-0.15251666,0.18954678,0.2326095,0.11161728,0.20080973,-0.088983774,0.14156125,0.0064094537,-0.25319389,0.25687975,-0.19824652,-0.25272733,-0.40514994,0.32044712,-0.4011641,0.12610565,-0.1759828,-0.33333322,-0.13732235,-0.48548824,0.02200926,-0.053021807,0.24420036,0.15724312,0.09976661,0.018845787,-0.12830208,0.065011375,0.1829055,-0.11872646,0.28652602,-0.15988787,0.023152772,0.68640333,-0.6895845,-0.45179316,0.3366802,0.16717406,-0.12716138,0.18653665,0.0576365,-0.34196192,-0.26957652,0.1755729,-0.21261847,0.027568338,0.20187509,-0.46727172,0.32439646,-0.45033327,0.12567595,0.26329407,-0.29738563,-0.045639016,-0.33618826,-0.24155453,-0.11766681,-0.35729623,-0.09372983,-0.06594652,0.021407312,0.14503706,-0.22002673,0.07631754,0.32663724,0.019902188,-0.3473081,0.4680165,0.2990617,-0.021973806,-0.5666455,-0.02080086,0.09876888,-0.10676405,-0.2017814,-0.4320749,-0.20356795,-0.14800644,-0.4721824,0.35309288,-0.1412699,-0.6527342,0.90084463,0.36385736,-0.28064528,0.5529913,0.09105711,-0.049727216,-0.09940786,0.12496661,0.19543985,0.45072606,0.0860352,0.1403265,0.1261052,0.27283376,0.6630073,-0.40024903,0.70334685,0.23768924,-0.16444412,-0.35016668,0.1366902,0.23724365,0.002679893,-0.24029268,0.1631878,-0.08740924
keep,0.23268108,-0.14579898,-0.40638167,0.6524533,0.3580697,-0.59322363,-0.12888001,0.80761284,0.026051957,0.2623856,0.21657225,-0.31603485,-0.14156461,0.39476672,0.2917012,0.35376504,-0.25618586,-0.008596842,-0.043036472,-0.021206345,0.6084972,-0.12696443,-0.09968215,0.1047914,0.13885343,0.16760038,-0.28781453,-0.19124508,-0.36239633,-0.06166722,0.092857145,0.18557055,-0.0038211779,-0.6462014,-0.29911676,0.13256565,-0.32861072,0.108353734,-0.080197364,-0.22108899,0.101099394,-0.045604687,-0.52257496,0.2261678,0.42705446,0.24309942,-0.0528459,-0.04718425,-0.2997678,-0.082997896,0.34185293,0.18260361,-0.14595418,-0.36844406,0.52283496,-0.07461344,0.0956993,-0.18706043,-0.28335035,-0.16759047,0.18421511,-0.1517538,-0.13707876,-0.14993924,-0.350307,0.35154828,-0.31973663,0.55469537,-0.34192553,0.14700156,-0.6512568,-0.39808065,0.029467419,-0.08430497,0.09407267,0.3515209,0.10369799,-0.17610952,-0.31483,-0.46308425,0.17907037,0.41663247,0.15278047,0.13181075,0.225558,-0.00014894299,0.19902967,-0.21539177,0.040226977,-0.46160352,0.12742801,-0.2724007,-0.052675772,0.09654317,-0.19784427,0.0070693037,-0.19802874,0.3544607,-0.3739061,-0.24914016,-0.527255,-0.009278533,-0.014749557,-0.25306872,-0.23708485,-0.15758175,-0.5069496,0.19987337,0.6612713,-0.48784456,-0.0040188767,-0.47418213,0.29509777,0.24799415,0.647825,-0.29006508,0.09133604,-0.37253252,-0.12452423,0.38871756,0.3895661,-0.15897335,0.13371076,-0.17726979,0.39036176,0.11040108,-0.5334601,0.23897928,0.3572945,-0.042537656,-0.14362916,0.24464102,0.008302473,-0.013447917,-0.28753787,0.6540269,0.100463614,-0.2854535,-0.11827513,0.049686447,0.27000564,-0.16976994,0.23454212,-0.35765183,0.07411346,-0.3075445,0.109882504,0.25189948,0.015866125,0.5963558,0.035244234,0.19112496,0.2443147,0.051099777,-0.099234,0.116927646,0.28454185,-0.00021363654,-0.1988264,0.32938096,0.61205584,0.21801795,0.20839484,0.15169801,-0.19146043,0.1872043,0.19707969,0.03539621,0.21225373,0.4557704,0.39313877,-0.40629992,-0.030810874,0.074443914,-0.13998179,-0.05649639,0.31683525,-0.27966815,-0.008789482,0.111731164,0.072428755,-0.31334376,0.15348306,-0.38060635,-0.26668867,-0.020333424,-0.040090565,0.1516389,-0.09743919,-0.05745616,0.17883047,-0.1550917,0.23392802,-0.1391908,-0.25171947,-0.038533024,0.28516966,0.1576703,-0.21891508,0.043785345
always,-0.46653655,-0.2567415,-0.22817957,0.3034161,0.33830413,-0.27391613,0.058192328,0.36413544,-0.11994778,0.44165042,-0.3817334,0.11417737,0.52108353,0.1363881,0.16137572,-0.117517985,-0.09416036,-0.07858589,0.28724527,-0.2876809,0.39140743,0.16631784,0.066555366,0.21935944,0.20155714,-0.34425956,0.3760259,0.10697557,-0.09777008,0.10099884,0.30415353,-0.23556796,-0.094958216,0.108963296,0.1331458,0.044835005,-0.06896347,-0.09683683,0.010216264,-0.18632032,-0.346108,-0.12507324,-0.19536982,0.38287437,-0.23805568,0.014451113,0.21606892,-0.32277846,-0.23629649,0.099532016,0.062078662,-0.32420018,-0.030484525,0.09650922,0.02652548,0.1307168,-0.046918888,-0.15406202,-0.12127241,-0.12943855,0.007913664,-0.029073503,0.13368757,0.25234994,-0.41051716,0.3607073,0.36979166,0.3322542,-0.7139033,0.18891533,0.08506246,0.1423939,0.26454452,0.1773238,-0.08061265,0.0491132,-0.03003501,0.25083166,-0.62354827,0.011979801,-0.07715437,-0.16034478,-0.10344985,0.018907733,-0.30591482,-0.07663288,-0.3736531,0.0019176193,0.24444349,-0.2039557,0.0696372,0.013985585,0.08286552,-0.25072327,0.12264321,0.13474289,0.31755662,0.10773681,0.11286243,-0.09023025,0.116843864,-0.026093433,-0.03215268,-0.21652727,0.21385822,-0.4478194,-0.16719452,0.06223077,-0.25042054,-0.29814267,-0.08827833,0.19817144,-0.13618538,-0.46897724,-0.072270796,0.26596108,-0.013830668,-0.23965985,-0.18359843,0.1628157,-0.120044105,0.105917946,0.389878,-0.13684727,-0.16329885,-0.0712297,0.123874865,-0.31174827,-0.12425266,-0.14773078,-0.046236757,0.2708081,-0.10654522,-0.06849968,0.15135053,-0.018480252,-0.07296258,0.25784382,0.07892116,-0.16575451,-0.05684678,-0.119591355,0.20556994,-0.14190148,0.064999335,-0.036193516,0.07618637,0.021581471,-0.15314199,0.01444403,-0.075010665,0.20057435,-0.06928535,-0.34801704,0.073292,-0.18650343,-0.044303056,0.0014783106,0.41977325,-0.16036206,-0.09459053,0.12966597,0.32446662,-0.02776533,0.227252,-0.15456654,-0.15682204,0.1642807,0.08335555,-0.3325922,0.026129892,0.14246534,0.058131002,0.23764116,0.014487247,0.21746351,0.056228183,0.098741926,-0.212588,0.29067865,0.06205212,-0.098878,0.341952,0.14576636,0.10110295,-0.10715986,-0.14461672,0.25410625,0.041671425,-0.021075519,-0.05018847,0.20645086,-0.26452717,0.020034645,-0.021902246,-0.03758975,-0.26098555,-0.055532433,-0.118665054,-0.15322338
after,-0.21589038,0.01843978,0.04693778,-0.11039326,0.06474563,0.22937773,0.05654802,-0.21649373,0.049450066,0.091909885,-0.015000512,-0.09326969,-0.25339147,-0.14859012,-0.12797827,-0.064963415,-0.24438356,0.1289377,-0.22406085,-0.079707265,-0.2265435,0.16126466,0.1664019,0.19236033,0.15404704,-0.043083187,0.14489001,-0.2576281,-0.16913655,-0.06271549,0.04186053,-0.2769156,0.36229092,0.13019215,-0.041790027,0.2620977,0.042873595,-0.10637782,0.29379833,-0.3688437,-0.04073571,-0.20673174,0.28191927,-0.13343044,0.33245084,0.2126536,-0.3227795,-0.116143554,0.21338822,-0.004164442,0.017947862,0.36863884,0.15247014,-0.08060981,0.36181757,0.050230775,0.21005158,0.14830081,-0.42805675,0.03885271,-0.24873959,0.022062697,-0.0038653894,0.32861975,-0.26710048,0.058238674,-0.08300461,0.35153517,-0.14362861,0.26093015,-0.099698454,-0.27284083,0.24314766,0.2278408,-0.03241751,0.038604893,0.14301373,-0.12721004,-0.10555047,-0.19950859,-0.15031973,-0.15360212,-0.08234096,0.1915532,-0.1702284,0.30503124,-0.05958683,0.41078556,-0.18708621,0.06075064,0.08219017,0.32646352,0.15768987,0.078493215,0.37110186,0.29802427,-0.096988834,-0.111536205,-0.04804556,0.29101056,-0.38865966,0.299777,-0.283685,-0.039370023,-0.101748146,-0.35290253,0.002350963,0.24979372,0.013477577,-0.30546337,-0.11525597,-0.30281565,-0.11352174,-0.06950657,0.25243858,0.13515736,0.039127372,-0.20302853,0.10411714,-0.22277834,0.25510246,0.116098285,-0.064121604,-0.22045599,0.19718474,0.024944058,-0.08030631,-0.16156012,0.0941513,-0.33613908,0.04116517,0.15092246,0.06023133,0.43243542,-0.03346911,0.04661065,0.13636956,-0.33876017,0.38599804,-0.031238083,0.15072948,-0.37981185,-0.048149373,-0.06817341,-0.14196663,0.028570004,0.05719899,-0.1677094,-0.21098664,-0.1823869,-0.014825258,0.20389318,0.11124776,-0.18831237,0.20823102,0.25287113,0.008496255,0.024345633,-0.3894041,0.04161063,-0.10923663,-0.050206278,-0.1435654,-0.15510774,-0.29000485,0.011777529,-0.07473892,-0.32388696,0.021014966,-0.035985366,0.09162905,-0.21985751,-0.16595039,-0.14050616,0.23244008,-0.09312619,0.019343013,-0.21329258,-0.020149946,0.2773145,0.21798943,-0.30409163,-0.08446711,-0.10473892,-0.078277126,0.106542386,-0.06075145,-0.26403108,0.3256671,-0.28606603,-0.20653303,-0.013054658,0.27634528,-0.18263388,0.10044522,0.27937454,0.023873402,-0.10592845,0.19011147,-0.18197729
place,0.12220401,0.10886667,0.047552183,-0.029409314,0.27365625,-0.3597565,0.20202242,0.3338861,0.24290904,-0.1696857,-0.13678825,-0.18696274,0.01612961,0.24634458,-0.35944995,0.060587958,-0.13915625,0.19237453,-0.27831998,-0.23167486,0.0971301,0.20474553,-0.26518068,0.24939163,-0.0018334574,0.10921318,0.009547403,0.1224288,0.19690964,0.10043581,0.062437505,-0.005596812,0.44022283,0.12300699,-0.16797012,0.38062304,0.081105314,0.12907504,-0.05329613,-0.4158811,-0.21193379,0.0051783132,-0.11703792,-0.18528031,0.074353285,0.008156862,-0.005668762,-0.43041372,0.076495565,0.076822534,0.41841605,-0.37982386,-0.15089905,-0.087245665,-0.13990279,0.34118116,-0.09626554,0.055450413,-0.2329225,-0.029143512,0.230154,0.25806323,-0.089219965,0.014343019,-0.4450642,0.017615655,0.110331625,-0.017627342,-0.14833637,-0.2202682,-0.010211403,-0.14517233,0.22616293,-0.106547154,0.3956906,0.19752371,-0.04668204,-0.09022035,-0.3856954,0.22402517,-0.3318104,0.48331714,-0.016206162,0.13701342,-0.33661708,0.34142432,-0.23925409,-0.112752005,-0.1376601,-0.07329216,0.11748272,-0.02322106,0.062040705,0.040352263,0.39072135,-0.22356844,0.038385477,-0.25910637,-0.30095094,-0.10743145,-0.1435668,-0.07228419,-0.03181477,0.03892412,-0.28454646,-0.03881039,-0.28569543,-0.11077359,-0.13264409,0.08561054,-0.06360991,-0.122943126,0.28163525,-0.1670069,-0.00013485743,-0.095347114,-0.12038845,-0.13623615,0.025845079,0.013090839,-0.026166635,0.10721065,0.15174481,-0.14301716,0.11628783,-0.010665646,-0.03687576,-0.024453202,-0.09070899,-0.120739624,-0.087758884,0.040612806,0.159617,0.12827139,-0.19036847,-0.06750744,-0.18458395,-0.58928835,0.032966405,-0.20247701,0.4368747,-0.38813436,0.1601072,-0.20052269,-0.21892937,-0.20282288,0.023635747,-0.13957082,-0.2528007,-0.14112373,0.04375029,-0.017114788,0.053501304,-0.15109242,-0.4036021,-0.12355644,0.13483225,0.103762105,-0.24488375,0.029993868,0.4448378,0.29000768,-0.4002533,0.3308583,-0.20482953,0.0045924704,0.036721077,0.024365945,-0.36867878,-0.20598963,-0.21375932,0.3337034,-0.06664363,-0.19208963,0.40637463,0.51277953,0.14160739,0.12385123,0.12677677,-0.0026588289,-0.13552159,-0.12722324,0.11991131,0.49007976,-0.40598926,0.019556658,0.080906056,0.084068306,-0.013917064,-0.30994156,0.27619144,0.26679435,-0.24599627,0.17816502,-0.1715196,0.12612008,-0.022463424,0.30844587,0.026570193,-0.23724228
hand,0.050695617,0.049946804,0.20436135,0.12618643,-0.009835803,-0.108404316,-0.02822918,0.066486865,0.13866895,-0.13240285,0.08928351,-0.18901768,-0.26414973,0.16958009,-0.044083577,-0.06954653,-0.23390721,-0.20227255,0.12434428,0.19251785,-0.19072886,-0.615302,0.11854481,-0.025097204,0.10251403,0.083744235,-0.13283826,-0.419136,0.18426454,0.07025339,-0.13012943,0.24617895,-0.26075518,-0.09343948,0.049631484,-0.12958977,-0.4321009,-0.2770589,-0.049338154,-0.4746531,-0.22759324,0.19524933,-0.06605071,0.10946431,0.4410194,-0.022513108,-0.17943081,0.18208052,0.039519332,-0.12837437,-0.032224815,0.114598095,0.07040633,0.22233644,0.31863427,-0.16635361,-0.05299675,0.19584163,-0.23196043,0.14541145,-0.040211525,0.041481934,-0.40190715,-0.21710618,0.046924237,-0.5035816,-0.34321535,0.31218204,0.19474934,-0.04233821,0.14879528,0.045004036,0.19112873,-0.23127958,-0.1094773,-0.31871206,-0.027536113,-0.34898338,0.051357877,-0.36837023,-0.06525991,0.07602824,-0.22066993,0.3180787,0.10746918,-0.13701062,0.33520177,0.20505233,-0.013949964,-0.2236254,-0.07556504,-0.14955474,0.0042046024,0.16374278,0.16179988,0.43995398,-0.040584307,-0.421396,0.15136468,0.015226207,-0.5205273,0.19605145,-0.14573011,-0.20132421,-0.2429797,0.44754022,-0.063900776,-0.07232878,-0.10452615,-0.1364475,-0.0890707,-0.7169071,0.12306067,0.046092868,0.33237624,-0.043760583,0.61521345,-0.19221288,-0.038502365,-0.3134432,0.010092553,0.047980297,0.060153916,-0.35653213,0.16997166,0.64506024,-0.40736264,0.12026924,-0.049981438,0.0071203527,0.11106593,0.29049096,0.055237886,-0.2116336,-0.35875896,0.6097071,0.02910477,0.028096931,0.006554513,-0.55155367,0.37278837,-0.41188222,0.011749637,-0.09479471,-0.2332659,-0.3256493,-0.16687976,0.37598318,0.21252464,-0.20777845,0.043812227,-0.15298922,-0.07531205,0.36301267,-0.26864254,0.25310495,0.6195328,0.20787731,-0.6676766,0.6444984,0.44532645,-0.03604473,-0.54541814,-0.013596042,-0.05046158,0.069711566,0.010563508,-0.66826457,-0.2456243,-0.20272493,-0.12223331,0.13003199,-0.11989499,-0.41742235,0.8731099,0.079130694,-0.34182486,0.14537542,0.22511089,-0.04807586,0.08264146,0.33790833,-0.046446443,0.14868274,0.3505111,0.08665817,0.36477965,0.24327236,0.7541346,-0.32586312,0.52077335,0.084379055,0.020530952,-0.34718293,0.4581091,-0.07418726,0.0920046,-0.80952805,0.48857582,0.046262626
guess,-0.065674976,-0.2225054,-0.119481854,0.14664549,0.25774977,-1.1935463,0.317123,0.6304181,-0.061637834,0.11253277,-0.10260837,-0.08290936,-0.039091576,0.61342096,-0.06714494,-0.06164894,-0.017911177,0.31354392,0.19783144,-0.428903,0.23521256,-0.08897133,0.01768548,0.41888064,0.08145611,-0.38994944,0.40522647,-0.08632669,-0.15684348,-0.21790309,0.13779019,-0.081282526,0.023073506,-0.012896777,0.24476913,-0.12305721,0.09517831,-0.062439933,0.09083098,-0.26827234,0.10943694,-0.06755305,-0.5650875,-0.0011104159,-0.3703146,0.185573,-0.1279948,-0.3592185,-0.03395623,0.30339634,-0.12748832,-0.12779714,0.16360332,-0.037064146,0.20952414,0.14890297,-0.32364947,0.16383864,-0.07017814,-0.17794032,0.24689944,-0.41594237,-0.15653113,0.3413693,-0.009216046,-0.017395003,0.32199663,0.041919995,-0.5737526,-0.15210918,-0.1689039,-0.09742909,0.031497113,0.04791733,-0.010548838,0.10736208,-0.062032375,0.19564995,-0.16128823,-0.05477661,-0.059153743,0.16352725,-0.3687138,0.23474666,-0.19538964,-0.18879068,0.23176806,0.05919839,0.122035064,-0.22097705,0.19560532,0.0928008,-0.015133792,0.13325845,0.07792919,-0.030637644,-0.16576537,0.22377492,-0.09806634,-0.124540955,0.2768027,0.13441208,0.029524725,-0.23893347,0.30275458,-0.32592693,0.022873295,0.10653781,-0.22484747,-0.21256903,-0.12998387,-0.21766701,-0.020267542,0.061625324,0.18028945,0.66839427,-0.13358131,0.04122393,-0.43464467,-0.022812165,-0.045245443,-0.079595976,0.87925816,-0.46891555,-0.0055759996,-0.09933867,0.4040941,-0.5394576,0.26951304,-0.1911991,-0.31166226,0.046523776,-0.18283205,-0.22753166,0.2562935,-0.397681,-0.16283101,-0.042720895,0.26492825,0.24207549,0.11171451,-0.17458561,0.23535521,0.16979398,-0.34724528,0.17904595,0.10267873,-0.33952942,-0.033674967,0.47234386,0.26091853,-0.17525224,0.07088068,0.014199535,-0.06709493,0.24796596,0.059825666,-0.17724788,-0.10677361,-0.28294525,-0.0015859987,-0.11102965,0.17112547,0.18873297,0.051184464,-0.049428325,0.09361571,0.41898426,0.49313095,-0.19570547,0.30498463,-0.2074397,-0.107544936,-0.010510712,-0.29505903,0.4312942,-0.4166387,0.33864686,-0.29394656,0.36197132,-0.24040647,0.044889357,0.25011075,-0.03979936,0.06739342,-0.023623874,-0.11396053,0.46132967,0.43798846,-0.054510508,0.46603352,0.09589701,-0.47792387,-0.19992755,-0.09482386,0.34827295,0.056560107,-0.031483606,-0.34292668,-0.3496727
nothing,0.08283418,-0.27567235,-0.5109629,0.3257227,0.39406696,-0.37731087,0.42581576,0.8647098,-0.10440296,0.16085923,0.07921914,-0.09936878,0.12712637,0.1752482,-0.017109051,-0.009176784,0.24311319,-0.25264156,0.18979712,-0.71120113,0.59855783,0.05266375,0.13680924,0.13044141,0.095790856,-0.061994027,0.2457729,0.29729444,-0.1180353,0.031353794,0.28237948,-0.02912774,0.19714083,-0.12497253,0.027748756,-0.07737278,-0.20479512,0.071966924,0.22281083,-0.11971157,-0.03539906,-0.19417264,-0.34411478,0.2726903,-0.11185927,-0.22782016,0.39834994,0.09678977,-0.4507714,0.2276544,-0.078042045,-0.5940846,0.023935985,-0.13674441,0.2977764,-0.022898264,-0.038265545,-0.0856178,-0.20520401,-0.28129083,-0.038530104,-0.26328233,0.31556156,0.09637339,-0.42078286,0.3380948,0.42467055,0.49419558,-0.3850481,0.17573817,-0.10626321,-0.043625604,0.20316903,-0.15308784,0.036980752,0.09363492,-0.0025465204,0.07658294,-0.3617205,-0.015978655,-0.054008454,0.073398195,-0.28841007,0.2895756,0.28940463,-0.018565448,-0.035610925,0.05792476,0.29853147,-0.06678071,0.08655304,-0.14619362,0.38849536,-0.24036877,-0.17092559,-0.24887975,0.31799263,0.5222694,0.29980627,-0.27990407,0.32053986,-0.08191743,0.015872102,0.26107207,-0.03296055,-0.07804706,-0.14629681,-0.050436053,-0.13310811,0.06548285,0.07886358,0.21612841,0.05147816,-0.10069962,-0.059494875,0.021298984,-0.15543734,-0.17920987,-0.04120443,0.14217682,-0.24209706,0.17038198,0.25611857,0.22827426,0.14754015,-0.31640485,0.116770834,-0.024498004,0.04876769,0.053109635,-0.1906,-0.074324034,0.2696164,-0.07964391,-0.17001924,0.02645906,-0.13054822,0.18381824,0.06758071,0.098651074,0.16566725,-0.0083112195,0.06866146,0.020643845,0.36283532,0.22446036,-0.073217034,0.17900309,0.23691659,0.34584987,0.1772489,0.14946465,-0.14642017,-0.22213675,-0.39912602,-0.0020559682,0.20544548,0.031395607,0.51122063,0.27232727,0.22905658,0.25914246,0.28021502,0.07803799,0.14455035,-0.27004552,-0.040604,0.51230687,-0.0099952025,-0.20528616,0.053708147,0.13008356,0.090460114,0.065178126,0.0069058742,0.024136273,-0.18652375,0.064227246,0.2286521,0.02171337,0.076910794,-0.11798809,0.3267151,-0.06106383,-0.11501236,-0.14336821,0.22188357,0.020119863,0.50618196,-0.052943148,0.25194862,0.21445411,-0.26354226,-0.17249201,-0.38294286,-0.054975323,0.1329193,0.113871835,0.1979286,-0.18725727
next,-0.0880653,-0.05371151,0.113228984,-0.22585195,-0.038366634,0.10175026,0.16454007,-0.034084164,0.15343098,-0.20956841,0.25222847,-0.14789854,-0.061084326,-0.058223456,-0.3243602,0.004895296,-0.0023521383,0.21905015,-0.37919432,-0.03239256,-0.24376504,0.020143326,-0.36149347,0.028078098,0.28863406,0.2665091,0.25737548,-0.6051898,-0.017140737,0.042183578,0.33156687,-0.332656,0.43191206,-0.016080715,-0.02892517,0.76551276,0.14976178,-0.083177775,0.18365021,-0.40731198,-0.16943899,0.07707002,0.2420887,-0.30998844,0.12105328,-0.09347888,-0.06710039,0.063588075,0.28127092,-0.099712834,0.2943223,-0.018128825,-0.13321404,0.11542073,-0.110641435,-0.18556188,0.06349553,-0.025619097,-0.32368407,0.10435285,-0.15628178,-0.08923778,0.17695147,0.3518369,-0.22244732,-0.07849846,0.20849189,0.055832207,0.23438996,0.04946367,-0.03526103,0.15479833,0.30444837,0.05396088,0.30098796,0.2768032,-0.017894465,-0.052235328,-0.39508203,-0.24506518,-0.1111865,0.07859278,-0.091406345,0.1933212,-0.009438246,0.50914705,-0.112121984,0.024853375,-0.06378142,0.44003662,-0.31332675,0.33891103,0.18244398,0.21591298,0.5336883,0.19570182,-0.14703229,-0.33462417,0.22421291,0.35633063,-0.627375,0.2442458,0.18087846,0.044610385,-0.29236054,-0.26197094,0.36785415,0.010686904,-0.2351249,0.11788785,-0.24107394,-0.36534846,-0.22335175,-0.031999264,-0.12155394,0.57974297,-0.04667658,-0.101521105,0.010457153,-0.31176662,0.19584106,0.19564082,-0.09014713,-0.28881687,0.2358649,0.25418264,-0.037754197,-0.018520147,-0.101560056,0.07637147,0.14383778,0.28383335,0.15225388,0.5939217,-0.18373592,0.36130187,0.11284656,-0.42556056,0.27783465,0.080724135,0.5609455,-0.29965603,-0.012934499,0.2847951,-0.17618437,0.020599615,0.3840472,0.0015940655,0.029310847,-0.04924142,0.26853314,-0.0676971,-0.06278737,-0.050156135,0.09803092,0.23860124,0.2002902,0.24019681,-0.31056884,-0.07277731,0.15049832,0.32663205,-0.2580734,0.107654564,-0.24003196,0.00043558958,-0.44879693,-0.12978725,0.15011859,-0.19932333,0.115002386,-0.22883715,-0.36767745,-0.32159477,0.3459435,0.10831444,-0.16392641,-0.04995559,0.07044367,0.081966564,0.084416784,-0.377447,-0.23918903,-0.027747143,-0.16301751,-0.2149445,0.035455223,-0.30753303,-0.19592424,0.111516915,-0.25306362,-0.2179531,0.21626893,0.47441456,-0.023018917,-0.10641414,-0.16842824,0.13078737,0.2755737,0.15492624
