season,episode,scene,sentiment
3,10,36,0.3028953448444108
3,10,37,0.0775728794186276
3,10,38,-0.6063379826585904
3,10,39,0.0
3,10,42,-0.03083874848580088
3,10,43,0.18652877612612126
3,10,44,-0.055329879865573084
3,10,45,0.9199237780930108
3,10,47,0.3595608258307869
3,10,49,-0.3475599736071672
3,10,50,0.24223805618869454
3,10,51,0.4372491739895892
3,10,52,0.6184078310114425
3,10,53,-0.1658800726014498
3,10,54,0.10559816780446414
3,10,55,0.6592848148078277
3,10,56,-0.444209656924319
3,10,57,-0.25416718636728
3,10,58,-0.1688129378329878
3,10,59,0.1928387736235627
3,10,60,0.29138361467035884
3,10,61,-0.10741312364720734
3,10,63,-0.014441096281599583
3,10,64,1.1215479128998598
3,10,65,0.2892132041642686
3,10,66,0.05015227208985978
3,10,67,0.11439235983465158
3,10,68,0.04988778247124831
3,10,69,-0.015561532550930318
3,10,71,0.21019011288099887
3,10,73,0.10596076544366886
3,10,74,0.03942269195071245
3,10,75,0.27684174182799964
3,10,76,-0.15939935219098222
3,10,77,0.32036191859221996
3,10,79,0.0
3,10,80,-0.0825908530503523
3,10,82,-0.041154021575489586
3,10,84,0.312193623205701
3,10,85,-0.3766419681692959
3,10,86,0.019162229826479044
3,10,87,-0.09917815811076858
3,10,88,0.7021193177548902
3,11,1,0.286903675525842
3,11,2,0.45166909870015676
3,11,4,0.11790341292516095
3,11,5,0.2391182254672338
3,11,7,-0.42125158359627835
3,11,8,-0.3800974932439441
3,11,9,0.2533378405704323
3,11,10,0.5476225421896523
3,11,11,-0.6770711547639524
3,11,12,-0.3450368487922734
3,11,13,1.1359459849340015
3,11,14,-0.6114388931601417
3,11,15,1.960694813595026
3,11,17,-0.22393304408355272
3,11,18,-0.07128642935086982
3,11,19,0.3021443642892435
3,11,20,0.6757924425482074
3,11,21,-0.29614338590763667
3,11,22,-1.0308712115608516
3,11,23,0.25460752716412965
3,11,24,-0.06041467161244879
3,11,25,-0.693068040001452
3,11,27,-0.37047378635400074
3,11,28,-0.6657411294767006
3,11,30,-0.2935804926718424
3,11,31,0.6152364785099202
3,11,32,0.40122055703874504
3,11,33,0.6638134292991678
3,11,34,0.276766514894558
3,11,35,0.013136232939094841
3,11,36,0.0287544635790742
3,11,37,0.1804348502075692
3,11,38,0.45108712551892294
3,11,39,0.5155281434501977
3,11,40,0.8556692535904372
3,11,43,0.14558846810484816
3,11,44,0.13883909384389378
3,11,45,0.7325553776926712
3,11,48,1.0566284542977906
3,11,52,-2.928032296687162
3,11,53,0.30525388339655674
3,11,54,-0.09977404184643407
3,11,55,-0.012696796903956958
3,11,56,0.21221653641379212
3,11,57,5.458144410712865
3,11,58,-0.05720178151821341
3,11,59,0.14026895592738375
3,11,60,0.5822700110397369
3,11,61,-0.8718624880769568
3,11,62,-0.3460498767781797
3,11,64,-1.1875572917959094
3,11,65,-0.5325046062750198
3,11,66,0.5877874736941553
3,11,67,0.750416291756679
3,11,68,-0.8003996310322576
3,11,69,0.20966851284740956
3,12,1,-0.8197555251863324
3,12,2,0.5480375697149897
3,12,3,0.09918782141855148
3,12,5,0.7965323185979352
3,12,7,-0.857407234548669
3,12,8,-0.09685977233675924
3,12,9,-0.16202253162403332
3,12,10,-0.4481627513187587
3,12,12,-0.010156386968265554
3,12,13,0.12852529146055103
3,12,14,-0.046926946508266176
3,12,15,1.0052608508129168
3,12,16,2.3809204385152416
3,12,17,-2.5192007255094166
3,12,18,0.0005395864901613645
3,12,19,-0.5681460523354378
3,12,20,1.2172493560463677
3,12,21,0.2536316729004866
3,12,22,0.39700871576250496
3,12,23,0.6419887201750546
3,12,25,-1.0382388428233271
3,12,26,0.5697942638133764
3,12,27,0.3276556816189488
3,12,28,0.32318868377570736
3,12,29,0.14233706480291552
3,12,30,1.631333365232034
3,12,32,0.39524889492031584
3,12,33,-0.001405137287597687
3,12,34,0.9539335907798154
3,12,35,-0.2641502912478185
3,12,36,-1.0447851406361992
3,12,37,0.8214672797132757
3,12,39,-1.0942352576426835
3,12,40,2.903563620627888
3,12,41,-1.369679696268407
3,12,42,-0.1278035831269763
3,12,43,0.19308355501377353
3,12,44,-0.02866279674661717
3,12,46,3.535366041580528
3,12,48,0.6916194380259977
3,12,49,-0.5524240822027899
3,12,51,0.11789145429716066
3,13,1,0.5370601057433819
3,13,2,0.11868664553482898
3,13,4,-0.7465711252649155
3,13,5,2.197772712475608
3,13,6,0.285467548494663
3,13,7,-0.644917325659064
3,13,9,0.18878135548769226
3,13,11,-0.08390040077118048
3,13,12,0.2573930792589855
3,13,13,0.2530212633776186
3,13,14,0.8225404276510504
3,13,15,-0.6260099999868659
3,13,16,0.004477712764331848
3,13,17,-0.19572412884019172
3,13,19,0.2463021143291629
3,13,20,0.38588952734087534
3,13,21,-0.5850280065185147
3,13,23,-1.155223901308285
3,13,25,-0.550758708585652
3,13,26,0.32751302566588464
3,13,28,-0.7165695924061917
3,13,33,-0.23108984965859058
3,13,34,-0.009883032157383925
3,13,35,-0.1894063846400918
3,13,36,-0.26300480463478004
3,13,37,-1.0747545741885898
3,13,40,1.2411053513175307
3,13,42,0.19625190105939747
3,13,43,0.07844111738971697
3,13,44,0.32428162821906703
3,14,1,-0.8181927647481092
3,14,2,-0.06953907996170326
3,14,3,0.29301547324792343
3,14,4,-0.1694086055936922
3,14,7,-0.627618915323368
3,14,8,0.10036283534134788
3,14,9,0.4252025262188222
3,14,10,0.8580323421208403
3,14,11,0.3209943600875273
3,14,12,0.033707865168539325
3,14,13,0.1328333844401144
3,14,15,0.17159538617265702
3,14,16,1.0891797121488431
3,14,17,0.019928175054783337
3,14,18,-0.94504020239165
3,14,19,0.09325256252237377
3,14,21,-1.7506787537877506
3,14,22,0.7415346719579071
3,14,23,-0.6142761315545725
3,14,25,0.5518660237505372
3,14,26,0.6273315754269652
3,14,27,0.3085895548061525
3,14,28,-5.205526756587654
3,14,29,-0.8003082159264753
3,14,31,0.20965496902484979
3,14,32,0.46957240586273086
3,14,33,0.6428125507228444
3,14,34,-0.4562515129368904
3,14,35,1.2725380983227819
3,14,37,-0.18160722996141399
3,14,38,-0.10300340273426567
3,14,39,0.16385990888337676
3,14,40,0.3752081458783395
3,14,41,0.2990705282619185
3,14,42,0.42706172086669464
3,14,43,-0.9803022592466455
3,14,44,0.5545612727037574
3,14,45,0.21914000968444652
3,15,1,-0.3499618779291762
3,15,2,0.17782673245913597
3,15,6,-0.5042541456475179
3,15,8,0.17447238751533126
3,15,9,0.3597116706609881
3,15,10,0.0033296914711480052
3,15,12,1.0000133791365777
3,15,13,0.07001003440711408
3,15,16,0.22182284438491826
3,15,17,-0.13816451898912893
3,15,18,-0.6196035471588586
3,15,19,-0.03187573142349773
3,15,20,0.27235885098335655
3,15,22,-0.5264344995061446
3,15,24,0.14305050915670442
3,15,25,2.990898634051022
3,15,27,-0.03238717148253675
3,15,28,0.9431001281141626
3,15,29,0.8302044797308366
3,15,30,-0.13621347935343975
3,15,31,0.35487034392453387
3,15,32,-0.21780641105129342
3,15,33,0.5231599753836984
3,15,34,0.20601313595555049
3,15,35,0.5625075257643251
3,15,37,-0.14578906991973142
3,15,38,0.5286560881310287
3,15,39,0.29850769221240286
3,15,40,0.29564386051944735
3,15,41,0.027235025643815768
3,15,42,0.6550727341636101
3,15,43,0.6356278383544696
3,15,44,0.3676338343573935
3,15,45,0.3380134224972564
3,15,48,0.5621775094151861
3,15,49,0.1767414025448308
3,15,52,0.2138951434089534
3,15,53,0.31357025945244466
3,15,54,0.09972715771495039
3,15,55,0.30931103101935903
3,16,1,-0.8693132194276305
3,16,3,0.08898374083947973
3,16,4,-1.0334032803868507
3,16,5,-0.3321653401243449
3,16,6,0.576576062784813
3,16,7,1.245449317025511
3,16,8,0.3738145596708501
3,16,9,3.1813452458069547
3,16,11,0.9914453268281804
3,16,13,0.7146355464965906
3,16,14,-0.20225503939514264
3,16,18,-0.04311322272843621
3,16,19,0.13440440500041118
3,16,20,-0.6503691119534725
3,16,21,-0.3079217508392101
3,16,22,0.022119403657610177
3,16,23,0.4882661757215482
3,16,24,0.2319342627431685
3,16,25,-2.1776813330791533
3,16,26,0.0491026827506635
3,16,27,-0.7055137659156403
3,16,28,-0.33176616668254844
3,16,29,-1.3162365481524365
3,16,30,0.10360968296129784
3,16,32,0.9829670448568465
3,16,33,0.4475853870706306
3,16,34,0.4596601832790216
3,16,35,0.8307913988886844
3,16,37,3.321198178734696
3,16,38,0.204784801011843
3,16,39,0.9900349350911619
3,16,40,-0.2460213106341055
3,16,41,0.42686145411133747
3,16,42,1.237547004712558
3,16,43,0.637841124499676
3,16,44,0.18678545378447042
3,16,45,-0.11504770257811497
3,16,46,0.8492461521685255
3,16,48,-0.056705044452086864
3,16,49,0.04358018158497517
3,16,50,0.8194663208837746
3,16,51,0.2034058913579945
3,16,53,0.427749405760934
3,16,54,-0.7368497342953548
3,16,55,0.664008617680221
3,16,56,2.529456863436122
3,16,57,0.3028628376055954
3,17,3,-0.0029002335776357547
3,17,4,0.0
3,17,5,-1.3749704232837863
3,17,6,0.09921823353812122
3,17,7,0.6608357079907262
3,17,8,-0.006973952023200787
3,17,9,0.19745207696533368
3,17,10,0.3414791062334691
3,17,11,0.23402628394779074
3,17,12,1.5054064435816146
3,17,15,0.28679503779203996
3,17,16,0.10140868488879723
3,17,17,-0.0486883145026466
3,17,18,0.8179871903424347
3,17,19,-0.18446595240007835
3,17,20,0.5203374346230125
3,17,21,-0.1720810362101444
3,17,23,0.36376380027231686
3,17,24,1.5906726229034773
3,17,25,-0.7750524602901381
3,17,26,0.32031613488229843
3,17,28,0.4270554906626128
3,17,29,-0.33899064631611525
3,17,30,-0.033845178805191924
3,17,31,0.614354403035529
3,17,32,1.9207397182235408
3,17,34,1.3475899667195348
3,17,35,0.6413820126696845
3,17,36,-4.00542201283853
3,17,37,-1.5732522239447435
3,17,38,0.32394098073137484
3,17,39,0.38031463045056557
3,17,40,-0.2754420772302715
3,17,41,0.45301425466418405
3,17,43,0.11987402986059104
3,17,45,-0.08768012784876082
3,17,46,-2.2138110402842734
3,17,47,-0.335029328890818
3,17,48,0.6180418770202911
3,17,49,0.267033164340146
3,17,50,0.15358860075888225
3,17,51,-0.45681643900850366
3,17,52,-0.07651281734105751
3,17,56,-0.46823844427083844
3,17,57,-0.7969739433485438
3,17,58,0.016804256859084894
3,17,59,-0.13531144783826346
3,17,60,0.2891079543696607
3,17,61,-0.12478252555624719
3,18,1,0.5549307262663671
3,18,2,0.07141254791363023
3,18,3,0.020253894145707274
3,18,5,0.7008622084796348
3,18,7,-0.24129650341819908
3,18,8,-0.03623135698011246
3,18,9,-1.0708203921096546
3,18,10,0.0
3,18,12,0.8191496772414393
3,18,13,-0.19100321167841647
3,18,14,-0.03984002815966742
3,18,15,0.00933513129173541
3,18,19,0.22332922743964348
3,18,20,-0.1826540764585262
3,18,21,-0.18507225748220685
3,18,23,-1.1904602192576208
3,18,24,-0.6038144853864785
3,18,25,0.4991363840954171
3,18,27,-0.005493731327117057
3,18,28,-0.5780234612500167
3,18,29,0.8287790466544653
3,18,30,0.26915511715211077
3,18,31,-0.11089760231230807
3,18,32,-0.732084639489368
3,18,35,0.717111186511831
3,18,36,-0.07610178032613496
3,18,37,-0.5373984307340015
3,18,38,0.21661971269390243
3,18,39,-0.5502747463346771
3,18,41,0.10352214489645445
3,18,43,0.25582461015609714
3,18,44,0.05467770126887036
3,18,45,-0.06898221837195065
3,18,46,-0.3938679306219063
3,18,47,0.4275900014892134
3,18,48,-0.5937786458979547
3,18,49,-0.156969561469035
3,18,50,0.20806172456931696
3,18,52,0.7778185312038447
3,18,53,0.5869597294236556
3,18,54,-0.013953033916213768
3,18,55,-0.10568030985094362
3,18,56,0.6489241784075359
3,18,57,0.005016483087051878
3,19,1,1.228708806071058
3,19,2,-0.06615932619045897
3,19,3,2.457417612142116
3,19,4,-0.055720754699499705
3,19,5,-0.6288287956980785
3,19,6,0.0
3,19,7,0.3308907849724417
3,19,8,-0.09728770070395205
3,19,10,-0.7950424999855754
3,19,11,-1.1360294110439626
3,19,12,-0.18809482467069083
3,19,13,0.1377140214892113
3,19,14,1.3477296154185825
3,19,15,0.4867086348987772
3,19,16,-4.330515883091828
3,19,17,-0.45219073191118586
3,19,18,-0.943414520979802
3,19,19,-1.2162923474042548
3,19,20,0.00012990967434551673
3,19,21,0.25386638185293686
3,19,22,3.9676212829531514
3,19,23,0.7989397958782166
3,19,25,-0.6629652283466316
3,19,26,-0.25695189024647475
3,19,27,-0.046868977053063164
3,19,28,-0.11411205509777216
3,19,29,-0.6493374752632336
3,19,31,0.6821966288697082
3,19,32,-0.4137053856915375
3,19,33,-0.7652371394996261
3,19,34,0.5316760900729259
3,19,35,-2.7657825524387505
3,19,36,-0.8984826741305527
3,19,37,-0.1334451892083146
3,19,38,0.1973028394761852
3,19,39,0.033611226780985645
3,19,40,-0.236913002553529
3,19,41,0.07813694954322437
3,19,42,0.0
3,19,43,-0.06609104503027825
3,19,45,0.03117641361490267
3,19,46,2.881109577335311
3,19,47,1.1284464508249894
3,19,48,-0.9026002708554473
3,19,49,-0.02615331236068181
3,19,50,-0.2615013964613306
3,19,51,-0.08425495973091812
3,19,52,0.0340461913780886
3,19,53,0.0
3,19,54,-0.4619422814770098
3,19,55,0.09525024400118547
3,19,57,-0.1465618245891547
3,19,58,-0.05082916026008858
3,20,1,-0.8866324596445132
3,20,2,0.2533157932748751
3,20,3,0.014999038480029647
3,20,4,-0.9159968031051039
3,20,5,-0.13476085849408623
3,20,6,0.45881813565184093
3,20,8,-0.15969867114305492
3,20,10,0.6269734795050805
3,20,11,0.3841248803580577
3,20,12,-0.1429012057581115
3,20,14,0.17295063400717353
3,20,15,-0.8319400144658622
3,20,16,0.2413625272878224
3,20,17,1.006713014804982
3,20,18,1.5687677931997508
3,20,19,0.37019628006845184
3,20,20,1.2021823901370432
3,20,21,0.5435242565906303
3,20,22,0.14127582948702436
3,20,23,0.49261261432985226
3,20,24,0.4828945331185901
3,20,25,-0.002386704225367381
3,20,26,-1.5032739497900058
3,20,28,0.10834138183231361
3,20,29,-0.33578199944017567
3,20,31,0.6367713918880404
3,20,32,1.2681161545086124
3,20,33,-0.814260268980403
3,20,34,0.28572196334945366
3,20,35,0.2137063579276692
3,20,36,-0.8602553174527077
3,20,39,0.24574176121421162
3,20,40,-0.2897254650676909
3,20,41,1.13027226144363
3,20,42,-0.018447196487434786
3,20,44,-0.07080900797945629
3,20,45,4.471352680622025
3,20,46,-0.20004887626261295
3,20,47,0.07301044404889544
3,20,48,-0.05281677875278583
3,20,49,-0.29719969478426694
3,20,50,-0.2857098286300337
3,20,51,-0.49815225184710715
3,20,52,-0.8762654007395241
3,20,53,-0.4635745567880828
3,20,54,0.999065908956949
3,20,55,0.13019729943903666
3,20,56,0.055929657900985655
3,20,57,-0.3258712605268442
3,20,58,-0.2435924701988658
3,20,59,-0.001068824895538334
3,20,60,-0.47265709773562203
3,20,61,0.7965418795485852
3,20,63,0.22217443620725177
3,20,64,0.3775383465154601
3,20,65,0.7776105267253812
3,20,66,-0.20095250178125143
3,20,67,0.4460480083361715
3,20,68,0.677060001142583
3,20,69,0.27388337491298576
3,20,70,0.49148352242842325
3,20,71,0.2325941211293069
3,20,72,0.14723772868165208
3,20,73,-0.4979737130353614
3,20,74,-0.14218538766555378
3,20,75,-0.22877669433557857
3,21,1,0.04216975832087393
3,21,2,-0.03596395025863184
3,21,4,-0.029218950799923343
3,21,5,0.17362651850071684
3,21,6,0.08637095617630954
3,21,7,0.1379017952305125
3,21,8,0.001776540393816428
3,21,9,-0.15310215682939093
3,21,10,0.13389488076174477
3,21,11,0.09726128307504198
3,21,12,-1.0530206481955229
3,21,13,0.03508761284777998
3,21,15,-0.09175941287501149
3,21,16,-0.08032471786800822
3,21,17,0.42333664746986027
3,21,18,-0.37354588618736156
3,21,19,-0.4481627513187587
3,21,20,-1.3523440312985973
3,21,21,0.3307900291127581
3,21,24,0.36493670210104967
3,21,25,0.6638863644226088
3,21,26,-0.04646492882285891
3,21,27,0.19632988953531375
3,21,28,0.000838772636336885
3,21,31,-0.03319902150490228
3,21,32,-0.008484669895606006
3,21,33,0.19088071474841728
3,21,34,0.22899986007458087
3,21,35,-2.5041130150155797
3,21,36,0.6763665981951885
3,21,37,-0.28276284373461774
3,21,39,1.5685696296156555
3,21,40,0.23934781846961237
3,21,41,-0.037027546529027504
3,21,42,-0.0999843378994369
3,21,43,0.7393418676740998
3,21,45,0.4550620481888238
3,21,46,0.1298508263594675
3,21,48,-0.6201590679243297
3,21,51,-0.5325046062750198
3,21,52,-1.7322063532367313
3,21,53,0.06725924175955064
3,21,55,-1.0741202114867638
3,21,56,-0.3566853376790098
3,21,57,1.8600081450367685
3,21,58,-0.3242593978900089
3,21,59,-9.300629523481657
3,21,60,-0.1521394461768088
3,22,1,-1.2268424965980167
3,22,2,-0.23289740700337422
3,22,3,-0.07822156167604871
3,22,4,0.7459504326739937
3,22,5,0.34655947913418433
3,22,6,0.26434829654266956
3,22,7,-0.31968301216956446
3,22,8,1.5879425185213052
3,22,9,0.2845153468821293
3,22,10,0.880180554195058
3,22,12,0.42961713129505824
3,22,15,-0.5413432963732342
3,22,16,0.0017034565124518994
3,22,17,0.7048243171732731
3,22,18,0.0
3,22,19,-0.026472413886649337
3,22,22,0.03147322654059542
3,22,23,-1.0670865279329174
3,22,24,-0.11439884461972358
3,22,25,0.409569602023686
3,22,27,-0.5481476723209645
3,22,28,-0.045014104690880026
3,22,29,0.4533209099536818
3,22,30,0.7703237245411987
3,22,31,0.21769632949137016
3,22,32,0.0551403710884942
3,22,33,0.06597428581021862
3,22,34,0.20575933216726897
3,22,35,-0.15085969648571088
3,22,36,0.24292885605651537
3,22,38,-1.8633000212177862
3,22,39,-0.708118339610124
3,22,40,-1.9566474742695898
3,22,41,-0.307182807902763
3,22,42,-0.06294683432150375
3,22,43,-0.2153028964750058
3,22,44,9.89320520831269
3,22,45,-0.8158805620787181
3,22,46,0.4275241646932301
3,22,47,-0.38005860617892173
3,22,48,-2.286419292129784
3,22,49,-0.19824436944414922
3,22,50,-1.9606694863684277
3,22,51,-0.3317910526158532
3,22,52,0.5515964684439069
3,22,53,0.5012175869219185
3,22,55,0.016882541598341287
3,22,56,0.27362905399676907
3,22,57,-0.04070034688460849
3,22,58,-0.25827905818597824
3,22,60,-0.6438530722829563
3,22,61,0.08277581784774646
3,22,62,-0.17401267502078732
3,22,64,-0.4865057326183088
3,22,65,-0.09734402073400407
3,22,66,0.21730078799548785
3,22,67,0.4321753472475151
3,22,68,-0.972784180794677
3,22,71,-0.4564421405270123
3,22,72,-0.580616772459565
3,22,73,-0.46656631603522875
3,22,74,0.0
3,22,75,-0.20785629928452581
3,22,77,-0.11271121679900413
3,23,1,0.5062138455781396
3,23,2,-0.18392865585071494
3,23,3,-0.20344063004218754
3,23,4,-0.4308260789198215
3,23,6,0.0680265123858738
3,23,7,-2.5381801215657718
3,23,8,0.017909711947136975
3,23,9,-0.24488328794465475
3,23,10,-0.11581452757996914
3,23,11,-1.6654307612792223
3,23,12,-0.8640641431805053
3,23,13,-0.18737269894817224
3,23,15,0.06191267664518113
3,23,16,-0.20460212240235798
3,23,18,-0.2918419479218919
3,23,21,0.2529567088270324
3,23,22,-0.828552263109145
3,23,23,2.886868026277946
3,23,24,-0.504125068121735
3,23,25,1.0489471244251252
3,23,26,-0.04292243121117631
3,23,29,-0.077714565862652
3,23,30,-0.35372937006898986
3,23,31,-0.05138390369725676
3,23,32,0.5302242076344924
3,23,33,0.10280451099429046
3,23,34,0.380249867881278
3,23,36,1.0595606688935646
3,23,37,0.21744703172093896
3,23,38,0.0003683022366641718
3,23,40,-4.330515883091828
3,23,41,0.31364377557856815
3,23,42,0.4942827965842982
3,23,43,0.49148352242842325
3,23,44,-0.048075223190816245
3,23,45,0.9761960675034438
3,23,46,0.1104801887993915
3,23,48,-0.006832706924482117
3,23,49,-0.8777733471673314
3,23,50,0.47772635873519154
3,23,51,0.22789328663468666
3,23,52,0.12083831180683358
3,23,53,-0.07302071126009335
3,23,54,-1.115503628691817
3,23,55,-0.2591625795829802
3,23,57,0.9412834042367713
3,23,58,0.8869846603492146
3,23,59,1.7692983912256492
3,23,60,-0.40348575743466775
3,23,61,-0.06473442520487678
3,23,62,-0.2683048291756879
3,23,63,-2.9676212829531514
3,23,64,1.1759948641448663
3,23,65,-2.0023930862444725
3,23,66,-0.2614593731119557
3,23,67,0.3549649407480719
3,23,68,0.307752651874454
3,23,69,-0.13476807966883117
3,23,71,-0.504789330917491
3,23,72,-0.08997145448247916
3,23,73,0.34766820589419206
3,23,74,0.0879593918491766
3,23,75,-0.06318890280976767
3,23,76,0.8657238147650448
3,23,78,0.21091757694936938
3,23,79,0.5173774540782845
3,23,80,0.10953153179018318
3,23,82,0.15685265755228442
3,23,84,1.7338106414765757
3,23,85,0.2950352693000084
3,23,86,-0.8035780219204909
3,23,87,-0.10937799389187565
3,23,88,0.044325401032732706
4,1,1,0.14526457032438828
4,1,2,0.09625001592226944
4,1,3,2.0806431271843246
4,1,4,0.004305856325242233
4,1,5,0.15358860075888225
4,1,6,0.27826962119103643
4,1,7,1.0108563955589989
4,1,8,-0.04114527000686528
4,1,10,-0.6107294786782491
4,1,11,0.3285536165581885
4,1,12,-0.5479938988314687
4,1,13,0.18391162094117283
4,1,14,0.0
4,1,15,0.22065297051870073
4,1,16,-0.6311515226146353
4,1,17,0.10028967082652351
4,1,18,-0.11346538939097232
4,1,19,1.0081491845880384
4,1,20,-0.1250400676814607
4,1,21,-0.14761585034420027
4,1,22,0.32862110008778256
4,1,23,-0.0697564673087846
4,1,24,-0.16597731393153994
4,1,25,-0.33856901610263995
4,1,26,0.11283187123958732
4,1,27,0.3841888174994152
4,1,29,-0.07894805307778825
4,1,30,1.3964689825996113
4,1,31,0.07338246589426738
4,1,32,-0.08787440653256748
4,1,33,0.32547287392786245
4,1,34,-0.04607849986534255
4,1,35,0.14601259046963316
4,1,36,-0.05257020869059289
4,1,37,0.156159149821264
4,1,38,-0.27740970263625214
4,1,39,-0.5889708315697079
4,1,40,-0.08565251276322379
4,1,41,-1.246990465075262
4,1,43,0.171677264622694
4,1,44,-0.46670184308585827
4,1,45,0.6375873325138315
4,1,46,2.061328201543129
4,1,47,-0.5412224381100034
4,1,48,0.03735013499172993
4,1,50,1.163920290368249
4,1,52,0.1728434433609824
4,1,54,0.8198691220738461
4,1,55,0.47461032143426385
4,1,56,-0.6205526756587654
4,1,57,-0.14860905103331062
4,1,59,-2.240973503275515
4,1,60,-0.8089729016743477
4,1,61,0.7729980755786734
4,1,63,-0.06817517555161849
4,1,65,0.3446397749478687
4,1,66,-0.0019467625230802435
4,1,67,0.34355470025718815
4,1,68,0.19324951889466835
4,1,69,0.07002104072556486
4,1,71,0.9882259210738733
4,1,72,-0.2011946632510611
4,1,73,0.3054499790444683
4,1,74,0.1372234628657366
4,1,75,-0.24763378691064744
4,1,76,-2.9458640594796854
4,1,77,0.44368722889450046
4,1,79,-0.481578490064436
4,1,80,-0.31168250397246816
4,1,81,-0.4856218947543386
4,1,82,0.05115149768219601
4,1,83,-0.6441465518104945
4,1,84,-0.1670362465246832
4,1,85,-0.7137654372196016
4,1,86,-0.04135971998591107
4,1,87,-6.605526428612451e-05
4,1,88,-0.7040258617581339
4,1,89,0.2891079543696607
4,1,90,0.10664602018227655
4,1,91,-0.145735045119426
4,2,1,-0.4103382216160063
4,2,2,0.2936193346569296
4,2,4,0.7763246900112473
4,2,7,0.5310066009625234
4,2,8,-0.7656255499887697
4,2,9,-0.5625790670096606
4,2,10,0.4250429152974345
4,2,11,-0.012729046065327338
4,2,12,0.32161121892922295
4,2,13,-0.1459416569444543
4,2,14,-0.22712500056903404
4,2,15,-0.7577955292255746
4,2,16,-0.06271480980271463
4,2,18,0.33867045492435643
4,2,19,0.19630568511768567
4,2,20,1.5769780180066326
4,2,21,-0.4287036172743345
4,2,22,0.6989949184284641
4,2,23,-2.905639404592255
4,2,24,0.8588761307194069
4,2,26,1.0984740397062307
4,2,27,0.3964247515108155
4,2,28,-0.04298197893010521
4,2,29,1.1081845460501074
4,2,31,-0.11785990481345843
4,2,32,-0.048824127596006794
4,2,33,0.4431514638504638
4,2,35,-0.23089999862868046
4,2,36,-0.1790379471613955
4,2,37,1.1985145494890825
4,2,38,0.0
4,2,39,-1.145694333178344
4,2,40,0.2732130869525943
4,2,41,0.5286965930853391
4,2,42,2.8109004172317777
4,2,43,0.21869994181646724
4,2,44,1.6027422502107758
4,2,45,0.5314964893472228
4,2,47,1.0051150540061524
4,2,48,0.3387842278212169
4,2,50,-0.4974641781467198
4,2,51,0.4320959994940418
4,2,52,0.6475505564645541
4,2,53,0.24705733014863585
4,2,54,0.03887100408403783
4,2,55,0.23045748929360935
4,2,56,0.033297046637349975
4,2,57,-0.2413120650432105
4,2,58,0.6434249298118045
4,2,59,-0.22757287727589565
4,2,60,-0.16379578433178762
4,2,62,-0.21512460946284187
4,2,63,0.027378466983294075
4,2,64,-0.23912849393820512
4,2,66,-0.2369785964399261
4,2,67,0.09906119284788757
4,2,68,0.1622779978477145
4,2,69,0.03279466944563755
4,2,70,1.2754686676642297
4,2,71,0.12304362428926119
4,2,73,0.1720198944668164
4,2,77,-1.192809730490691
4,2,79,0.03545559158437318
4,3,1,-0.06803300679356501
4,3,2,-0.1379017952305125
4,3,4,-0.3066655463835914
4,3,6,0.0
4,3,7,0.5221605696079741
4,3,8,0.09784706508557028
4,3,9,-1.1843322707197779
4,3,12,-0.008088657269293503
4,3,13,-0.02304482920534233
4,3,14,-0.9428139084699643
4,3,15,0.029109386455894393
4,3,16,0.07797769927103679
4,3,17,-0.4413952023640893
4,3,18,0.0
4,3,19,-0.2868975598611731
4,3,20,-0.32599152896195804
4,3,21,0.14666796583861846
4,3,22,-1.0685473068603837
4,3,23,0.7597262875864356
4,3,24,1.2197325909730834
4,3,25,0.309796174314242
4,3,26,-0.7436792637823924
4,3,27,-0.4006659447686107
4,3,28,3.4814067923701693
4,3,29,-0.18743223651226257
4,3,30,0.06754390379327582
4,3,31,0.25858045900799614
4,3,32,0.48405317288526567
4,3,33,-0.04091575330516806
4,3,34,0.5728431930328072
4,3,35,0.07548592404029233
4,3,38,-0.9437561499203504
4,3,42,0.04877815658702403
4,3,43,-0.007883441498406104
4,3,44,1.168032516062373
4,3,45,-0.34954275253875294
4,3,46,-0.20458253320909564
4,3,47,-0.31888158926950333
4,3,50,-0.6396375673934959
4,3,51,0.4574150095343183
4,3,52,-0.33429927488701017
4,3,53,-1.709084933743441
4,3,56,0.04206768262474636
4,3,57,-2.531962652529335
4,3,59,-0.1354192599500442
4,3,60,0.9829670448568465
4,3,62,2.424009790760267
4,3,63,0.22786942266615218
4,3,65,-0.2905634111280988
4,3,66,0.13896837959353445
4,3,67,0.267870986242994
4,3,68,-0.04877309142046743
4,3,69,0.5549068872376162
4,3,70,0.26556421593851137
4,3,71,-0.8815699169475748
4,3,72,-1.914028038338897
4,3,75,-0.2778027088039696
4,3,76,0.3677281466232173
4,3,77,-0.08105339203022444
4,3,78,-0.1323845446043976
4,3,79,-0.1453389181898193
4,3,80,-0.3206370256209587
4,3,81,-0.3993711959467506
4,3,82,0.5513321517598235
4,3,83,1.3704932365056333
4,3,84,-0.15246933645051897
4,3,86,-0.008160632631900165
4,3,87,-0.14270534326430306
4,3,88,0.13533582409330855
4,3,89,-1.586721322562178
4,4,2,-0.4430960939334847
4,4,5,0.34440834767071604
4,4,6,-0.12124062840757688
4,4,7,-0.06249999999999997
4,4,8,0.33818329909759426
4,4,9,0.20515477701883555
4,4,10,0.047567569966127154
4,4,14,-0.2597684979923608
