season,episode,scene,line,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
1,1,17,79,-0.05621549400332457,-0.03861716947151577,-0.03565115723522623,-0.04381022487631785,-0.02558090466124162,-0.045749884373186514,0.024352643868429582,0.013992034858887318,-0.05695578595280818,-0.05234157465187788
1,1,17,80,-0.052788788691367085,-0.03522774675480367,-0.03309055803608064,-0.03811745008023173,-0.022614457008098162,-0.04325985673828015,0.022512706863415013,0.013799097692025445,-0.051440948071190505,-0.04036779118970304
1,1,17,81,-0.06634140673772361,-0.04271545703435372,-0.05096736218234407,-0.06799325144567242,-0.040508705091976606,-0.07757178846295189,0.13945887387153466,-0.12207402888325716,-0.03930881309287993,0.09757113889695845
1,1,17,82,-0.05781626311523799,-0.04098145121123608,-0.03822403192297172,-0.04316759978986074,-0.027759904233256597,-0.05035450611880484,0.0284553198492127,0.01636762677534848,-0.06693476276151533,0.008440952858145506
1,1,18,83,-0.06061434891091663,-0.042533473562778666,-0.04041970325826357,-0.04537891044980551,-0.028721419998423862,-0.05706648919632682,0.02494419757845157,0.01412582557227372,-0.06714265091261169,-0.061401294323644426
1,1,18,84,-0.062189067804131075,-0.04219920452308044,-0.040752776067748235,-0.04849314036350977,-0.030788195827836404,-0.048851901980585914,0.01643003556595494,0.016878151431732245,-0.05454984207767417,-0.05748461943068417
1,1,19,85,0.08978763916781035,-0.037412264902108236,-0.03962791958777055,-0.05045902898935174,-0.03372074715373166,-0.05836408615920181,-0.07075706875634029,-0.00292030974520571,0.0072232959042130744,-0.04393954582464189
1,1,19,86,-0.12442108479452899,-0.11071830755442903,-0.13964639441469304,-0.2121398954146798,-0.14064117099479337,-0.27728240402391613,-2.5574066871720182,-0.6229295428508858,1.8765930587070374,0.3409778674510122
1,1,19,87,-0.0840041619386286,-0.06496157356086008,-0.06954635515610048,-0.09837536114534266,-0.06468884777318805,-0.11537437217660929,-0.6757366543022456,-0.15326887012401919,0.45324241791463554,0.03507833385786884
1,1,19,88,-0.060078323138863354,-0.04240624731529061,-0.04083223360393765,-0.0416045219279092,-0.026654266924495268,-0.0549170694692857,0.027597891327643037,0.01704178908444795,-0.0706651387497052,-0.038039712718338996
1,1,19,89,-0.06669832279037093,-0.04842033431297584,-0.04651204689895198,-0.04427029552918353,-0.031023952028509067,-0.06312412934481362,0.01760839235249609,0.013265683433191454,-0.07175382200433775,-0.07139325683165729
1,1,19,90,-0.05904505992144753,-0.041374918954262874,-0.03870033292900509,-0.042526871118749095,-0.027003302270386564,-0.053645697132920486,0.021048122058385833,0.013314405171635662,-0.061233702837046475,-0.05869482177155825
1,1,19,91,-0.06965596041996425,-0.0498824441608904,-0.049864592048735334,-0.04968976691063837,-0.03444386352499413,-0.07099673944047045,0.00705950963204478,0.014362746140531173,-0.07295969572466436,-0.08018246448789744
1,1,19,92,-0.0712986245787055,-0.05203353968144599,-0.05356581913907578,-0.03448678154827879,-0.02865162482897311,-0.06738356683762388,0.024152641839010565,0.027789742428298337,-0.09582089011538363,-0.11017908506203863
