season,episode,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
5,26,4.960317460319227e-05,4.960317460319226e-05,4.960317460319227e-05,4.960317460319226e-05,4.960317460319226e-05,0.9685916174601034,4.960317460319227e-05,4.960317460319226e-05,4.960317460319227e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319227e-05,4.960317460319227e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319227e-05,4.960317460319227e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319227e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319227e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319227e-05,0.029523461904975453,4.960317460319227e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05,4.960317460319226e-05
6,1,4.280821917812122e-05,4.2808219178121223e-05,4.2808219178121223e-05,4.280821917812122e-05,4.2808219178121223e-05,4.2808219178121223e-05,4.2808219178121223e-05,4.280821917812122e-05,4.2808219178121223e-05,4.280821917812122e-05,4.280821917812122e-05,4.2808219178121223e-05,4.280821917812122e-05,4.280821917812122e-05,4.2808219178121223e-05,0.06528976549857862,4.280821917812122e-05,4.2808219178121223e-05,4.2808219178121223e-05,4.2808219178121223e-05,4.2808219178121223e-05,4.2808219178121223e-05,4.280821917812122e-05,4.280821917812122e-05,4.2808219178121223e-05,4.280821917812122e-05,4.280821917812122e-05,4.2808219178121223e-05,4.280821917812122e-05,4.2808219178121223e-05,4.280821917812122e-05,4.280821917812122e-05,0.8944018811116774,4.2808219178121223e-05,0.03872444928015349,4.280821917812122e-05,4.2808219178121223e-05,4.280821917812122e-05,4.2808219178121223e-05,4.280821917812122e-05
6,2,4.9212598425241566e-05,4.921259842524157e-05,4.921259842524157e-05,4.921259842524157e-05,4.921259842524157e-05,4.921259842524157e-05,4.921259842524157e-05,4.9212598425241566e-05,4.9212598425241566e-05,4.9212598425241566e-05,4.9212598425241566e-05,4.921259842524157e-05,4.9212598425241566e-05,4.9212598425241566e-05,4.921259842524157e-05,4.921259842524157e-05,4.9212598425241566e-05,4.921259842524157e-05,4.921259842524157e-05,4.921259842524157e-05,4.921259842524157e-05,4.921259842524157e-05,4.9212598425241566e-05,4.921259842524157e-05,4.921259842524157e-05,4.9212598425241566e-05,4.9212598425241566e-05,4.921259842524157e-05,4.9212598425241566e-05,4.921259842524157e-05,4.9212598425241566e-05,4.9212598425241566e-05,0.9980807086614155,4.921259842524157e-05,4.9212598425241566e-05,4.9212598425241566e-05,4.9212598425241566e-05,4.9212598425241566e-05,4.921259842524157e-05,4.9212598425241566e-05
6,3,4.8732943469801755e-05,4.873294346980176e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,0.9980994152046779,4.873294346980176e-05,4.873294346980176e-05,4.873294346980176e-05,4.873294346980176e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.873294346980176e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.873294346980176e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.873294346980176e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05,4.8732943469801755e-05
6,4,2.5773195876312148e-05,2.577319587631215e-05,0.07966125861907784,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.5773195876312148e-05,2.5773195876312148e-05,2.5773195876312148e-05,2.5773195876312148e-05,2.577319587631215e-05,2.5773195876312148e-05,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.577319587631215e-05,2.5773195876312148e-05,2.577319587631215e-05,2.577319587631215e-05,2.5773195876312148e-05,2.5773195876312148e-05,2.577319587631215e-05,2.5773195876312148e-05,2.577319587631215e-05,2.5773195876312148e-05,2.5773195876312148e-05,0.7712523710191852,2.577319587631215e-05,2.577319587631215e-05,2.5773195876312148e-05,2.577319587631215e-05,2.5773195876312148e-05,0.1481327621143134,2.577319587631215e-05
6,5,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,0.24016475398227052,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,0.7581508488546072,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05,4.432624113479639e-05
6,6,4.595588235297739e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.595588235297739e-05,4.595588235297739e-05,4.595588235297739e-05,4.595588235297739e-05,4.5955882352977395e-05,4.595588235297739e-05,4.5955882352977395e-05,4.595588235297739e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.5955882352977395e-05,4.595588235297739e-05,4.595588235297739e-05,4.5955882352977395e-05,4.595588235297739e-05,4.595588235297739e-05,4.5955882352977395e-05,4.595588235297739e-05,4.5955882352977395e-05,4.595588235297739e-05,4.5955882352977395e-05,0.44050402660155824,4.5955882352977395e-05,0.5577496498690288,4.595588235297739e-05,4.5955882352977395e-05,4.595588235297739e-05,4.595588235297739e-05,4.595588235297739e-05
6,7,4.8169556840091126e-05,4.816955684009113e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.816955684009113e-05,4.816955684009113e-05,4.816955684009113e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.816955684009113e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.816955684009113e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.8169556840091126e-05,0.9981213872832366,4.816955684009113e-05,4.816955684009113e-05,4.816955684009113e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.816955684009113e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.816955684009113e-05,4.8169556840091126e-05,4.816955684009113e-05,4.8169556840091126e-05,4.816955684009113e-05,4.816955684009462e-05,4.8169556840091126e-05,4.816955684009113e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.8169556840091126e-05,4.8169556840091126e-05
6,8,4.332755632584253e-05,0.998310225303292,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632595458e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05,4.332755632584253e-05
6,9,0.481135041156214,5.263157894740314e-05,5.263157894740314e-05,5.263157894740313e-05,5.263157894740314e-05,5.263157894740314e-05,5.263157894740314e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740314e-05,5.263157894740314e-05,5.263157894740314e-05,5.263157894740314e-05,5.263157894740313e-05,5.263157894740314e-05,5.263157894740314e-05,5.263157894740314e-05,5.263157894740313e-05,5.263157894740314e-05,5.263157894740314e-05,5.263157894740313e-05,5.263157894740313e-05,0.006509423898928097,5.263157894740313e-05,5.263157894740314e-05,5.263157894740313e-05,5.263157894740313e-05,0.5104081665238039,5.263157894740314e-05,5.263157894740314e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740313e-05,5.263157894740313e-05
6,10,4.378283712787666e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,0.05320366885323236,4.3782837127876664e-05,4.3782837127876664e-05,4.378283712787666e-05,4.378283712787666e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,0.017248461286800968,4.3782837127876664e-05,4.3782837127876664e-05,4.3782837127876664e-05,4.378283712787666e-05,4.378283712787666e-05,4.3782837127876664e-05,4.378283712787666e-05,4.378283712787666e-05,4.3782837127876664e-05,4.378283712787666e-05,4.3782837127876664e-05,4.378283712787666e-05,4.378283712787666e-05,0.3851588711115098,0.5428128166118531,4.378283712787666e-05,4.378283712787666e-05,4.378283712787666e-05,4.378283712787666e-05,4.378283712787666e-05,4.378283712787666e-05
6,11,5.296610169493558e-05,5.296610169493559e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493559e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493559e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493559e-05,5.296610169493559e-05,5.296610169493559e-05,5.296610169493559e-05,5.296610169493558e-05,0.9979343220338975,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493559e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493559e-05,5.296610169493558e-05,5.296610169493559e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493559e-05,5.296610169493559e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05,5.296610169493558e-05
6,12,5.000000000002542e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002542e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002542e-05,0.9980499999999991,5.000000000002542e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002542e-05,5.000000000002543e-05,5.000000000002542e-05
6,13,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.9957048458149775,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644,0.00011013215859031644
6,14,4.921259842524138e-05,4.921259842524139e-05,4.921259842524139e-05,4.921259842524139e-05,4.921259842524139e-05,4.921259842524139e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524139e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524139e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524139e-05,4.921259842524138e-05,4.921259842524138e-05,0.9980807086614155,4.921259842524138e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524138e-05,4.921259842524139e-05
6,15,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,0.9981357552581258,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.7801147227547785e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.7801147227547785e-05,4.780114722754778e-05,4.7801147227547785e-05,4.780114722754778e-05,4.780114722754778e-05,4.7801147227547785e-05,4.780114722754778e-05,4.7801147227547785e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05,4.780114722754778e-05
6,16,2.3696682464463348e-05,2.369668246446335e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.369668246446335e-05,2.369668246446335e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.369668246446335e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,0.9990758293838858,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.369668246446335e-05,2.369668246446335e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05,2.3696682464463348e-05
6,17,4.3630017452022867e-05,0.005240866994591187,4.363001745202287e-05,4.3630017452022867e-05,4.3630017452022867e-05,0.9931011923422322,4.363001745202287e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.363001745202287e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.363001745202287e-05,4.3630017452022867e-05,4.363001745202287e-05,4.363001745202287e-05,4.363001745202287e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.363001745202287e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.363001745202287e-05,4.363001745202287e-05,4.363001745202287e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.363001745202287e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05,4.3630017452022867e-05
6,18,0.001970800640599385,4.3103448275883316e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.3103448275883316e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.3103448275883316e-05,4.310344827588331e-05,4.310344827588331e-05,0.992390294223236,4.310344827588331e-05,4.310344827588331e-05,4.3103448275883316e-05,4.310344827588331e-05,4.310344827588331e-05,0.004044077549957158,4.3103448275883316e-05,4.310344827588331e-05,4.310344827588331e-05,4.3103448275883316e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.3103448275883316e-05,4.3103448275883316e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05,4.310344827588331e-05
6,19,5.0813008130123185e-05,5.081300813012319e-05,5.081300813012319e-05,5.0813008130123185e-05,5.0813008130123185e-05,5.081300813012319e-05,5.081300813012319e-05,5.0813008130123185e-05,5.0813008130123185e-05,5.0813008130123185e-05,5.0813008130123185e-05,0.23216594786309383,5.0813008130123185e-05,5.081300813012319e-05,5.081300813012319e-05,5.0813008130123185e-05,5.081300813012319e-05,5.081300813012319e-05,5.081300813012319e-05,5.081300813012319e-05,5.081300813012319e-05,5.081300813012319e-05,5.0813008130123185e-05,5.08130081301232e-05,5.081300813012319e-05,5.0813008130123185e-05,5.0813008130123185e-05,5.0813008130123185e-05,5.0813008130123185e-05,5.081300813012319e-05,5.0813008130123185e-05,5.081300813012319e-05,0.7659031578279614,5.081300813012319e-05,5.081300813012319e-05,5.0813008130123185e-05,5.0813008130123185e-05,5.0813008130123185e-05,5.081300813012319e-05,5.0813008130123185e-05
6,20,5.3995680345594105e-05,0.997894168466522,5.399568034559411e-05,5.399568034559411e-05,5.3995680345594105e-05,5.3995680345594105e-05,5.399568034559411e-05,5.3995680345594105e-05,5.3995680345594105e-05,5.3995680345594105e-05,5.3995680345594105e-05,5.399568034559411e-05,5.3995680345594105e-05,5.399568034559411e-05,5.399568034559411e-05,5.3995680345594105e-05,5.399568034559411e-05,5.399568034559411e-05,5.3995680345594105e-05,5.399568034559411e-05,5.399568034559411e-05,5.399568034559411e-05,5.3995680345594105e-05,5.3995680345594105e-05,5.399568034559411e-05,5.3995680345594105e-05,5.3995680345594105e-05,5.399568034559411e-05,5.399568034559411e-05,5.399568034559411e-05,5.3995680345594105e-05,5.399568034559411e-05,5.399568034559411e-05,5.3995680345594105e-05,5.399568034559411e-05,5.3995680345594105e-05,5.399568034559411e-05,5.3995680345594105e-05,5.3995680345594105e-05,5.3995680345594105e-05
6,21,4.4169611307468354e-05,4.416961130746836e-05,4.4169611307468354e-05,4.416961130746836e-05,4.416961130746836e-05,4.416961130746836e-05,4.416961130746836e-05,4.4169611307468354e-05,4.416961130746836e-05,4.4169611307468354e-05,4.4169611307468354e-05,4.416961130746836e-05,4.4169611307468354e-05,4.4169611307468354e-05,4.416961130746836e-05,4.416961130746836e-05,4.416961130746836e-05,0.27879046204653285,4.416961130746836e-05,4.416961130746836e-05,4.416961130746836e-05,4.416961130746836e-05,4.4169611307468354e-05,4.4169611307468354e-05,4.416961130746836e-05,4.4169611307468354e-05,4.4169611307468354e-05,4.416961130746836e-05,4.4169611307468354e-05,4.416961130746836e-05,4.4169611307468354e-05,4.4169611307468354e-05,0.7195310927237832,4.416961130746836e-05,4.416961130746836e-05,4.4169611307468354e-05,4.4169611307468354e-05,4.4169611307468354e-05,4.416961130746836e-05,4.416961130746836e-05
6,22,5.030181086524183e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524183e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524187e-05,5.030181086524184e-05,5.030181086524183e-05,5.030181086524183e-05,0.07129466287055176,5.030181086524183e-05,5.030181086524183e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524184e-05,5.030181086524183e-05,5.030181086524183e-05,0.026388105248517944,5.030181086524183e-05,5.030181086524183e-05,5.030181086524184e-05,5.030181086524183e-05,5.030181086524184e-05,5.030181086524183e-05,5.030181086524183e-05,0.9004560648789163,5.030181086524184e-05,5.030181086524184e-05,5.030181086524183e-05,5.030181086524183e-05,5.030181086524183e-05,5.030181086524184e-05,5.030181086524183e-05
6,23,4.1459369817597956e-05,4.145936981759796e-05,4.145936981759796e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.145936981759796e-05,4.145936981759796e-05,4.1459369817597956e-05,4.145936981759796e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.145936981759796e-05,4.145936981759796e-05,4.145936981759796e-05,4.1459369817597956e-05,4.145936981759796e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,0.9983830845771137,4.1459369817597956e-05,4.1459369817597956e-05,4.145936981759796e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.145936981759796e-05,4.145936981759796e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05,4.1459369817597956e-05
6,24,4.789272030654959e-05,4.789272030654959e-05,4.789272030654959e-05,4.789272030654959e-05,4.789272030654959e-05,0.49072081060106065,4.789272030654959e-05,4.789272030654959e-05,4.789272030654958e-05,4.789272030654958e-05,4.789272030654958e-05,4.789272030654959e-05,4.789272030654959e-05,4.789272030654958e-05,0.020275523157542934,4.789272030654959e-05,4.789272030654959e-05,4.789272030654959e-05,4.789272030654959e-05,4.789272030654959e-05,4.789272030654959e-05,4.789272030654959e-05,4.789272030654958e-05,4.789272030654958e-05,0.08501714037224277,4.789272030654958e-05,4.789272030654958e-05,4.789272030654959e-05,4.789272030654958e-05,4.789272030654959e-05,4.789272030654958e-05,4.789272030654958e-05,0.40226238793811814,4.789272030654959e-05,4.789272030654958e-05,4.789272030654958e-05,4.789272030654958e-05,4.789272030654958e-05,4.789272030654958e-05,4.789272030654958e-05
7,1,5.6947608200477735e-05,5.694760820047774e-05,5.694760820047774e-05,5.6947608200477735e-05,5.694760820047774e-05,5.694760820047774e-05,5.694760820047774e-05,5.6947608200477735e-05,5.6947608200477735e-05,5.6947608200477735e-05,5.6947608200477735e-05,5.694760820047774e-05,5.6947608200477735e-05,5.6947608200477735e-05,5.694760820047774e-05,0.9977790432801815,5.694760820047774e-05,5.694760820047774e-05,5.694760820047774e-05,5.694760820047774e-05,5.694760820047774e-05,5.694760820047774e-05,5.6947608200477735e-05,5.694760820047774e-05,5.694760820047774e-05,5.6947608200477735e-05,5.6947608200477735e-05,5.694760820047774e-05,5.6947608200477735e-05,5.694760820047774e-05,5.6947608200477735e-05,5.694760820047774e-05,5.694760820047849e-05,5.6947608200477735e-05,5.694760820047774e-05,5.6947608200477735e-05,5.694760820047774e-05,5.6947608200477735e-05,5.694760820047774e-05,5.6947608200477735e-05
7,2,5.1759834368555126e-05,5.1759834368555126e-05,5.175983436855513e-05,5.175983436855513e-05,5.175983436855513e-05,5.1759834368555126e-05,5.175983436855513e-05,5.1759834368555126e-05,5.1759834368555126e-05,5.1759834368555126e-05,5.1759834368555126e-05,0.9979813664596265,5.1759834368555126e-05,5.1759834368555126e-05,5.175983436855513e-05,5.1759834368555126e-05,5.175983436855513e-05,5.175983436855513e-05,5.175983436855513e-05,5.1759834368555126e-05,5.175983436855513e-05,5.175983436855513e-05,5.1759834368555126e-05,5.175983436855513e-05,5.175983436855513e-05,5.1759834368555126e-05,5.1759834368555126e-05,5.175983436855513e-05,5.1759834368555126e-05,5.175983436855513e-05,5.1759834368555126e-05,5.1759834368555126e-05,5.175983436855513e-05,5.175983436855513e-05,5.175983436855513e-05,5.1759834368555126e-05,5.1759834368555126e-05,5.1759834368555126e-05,5.1759834368555126e-05,5.1759834368555126e-05
7,3,6.08272506082919e-05,6.08272506082919e-05,6.08272506082919e-05,6.082725060829189e-05,6.082725060829189e-05,6.08272506082919e-05,6.08272506082919e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.08272506082919e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.08272506082919e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.08272506082919e-05,6.08272506082919e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.08272506082919e-05,6.082725060829189e-05,6.082725060829189e-05,6.08272506082919e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.08272506082919e-05,6.082725060829189e-05,0.9976277372262765,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05,6.082725060829189e-05
7,4,5.175983436854786e-05,5.1759834368547876e-05,5.175983436854786e-05,5.175983436854786e-05,5.1759834368547876e-05,5.1759834368547876e-05,5.1759834368547876e-05,5.175983436854786e-05,5.1759834368547876e-05,5.175983436854786e-05,5.1759834368547876e-05,5.1759834368547876e-05,5.175983436854786e-05,5.175983436854786e-05,0.9979813664596269,5.1759834368547876e-05,5.1759834368547876e-05,5.1759834368547876e-05,5.175983436854786e-05,5.1759834368547876e-05,5.1759834368547876e-05,5.175983436854786e-05,5.175983436854786e-05,5.175983436854786e-05,5.1759834368547876e-05,5.175983436854786e-05,5.175983436854786e-05,5.1759834368547876e-05,5.175983436854786e-05,5.175983436854786e-05,5.175983436854786e-05,5.175983436854786e-05,5.1759834368547876e-05,5.175983436854786e-05,5.1759834368547876e-05,5.175983436854786e-05,5.175983436854786e-05,5.175983436854786e-05,5.175983436854786e-05,5.175983436854786e-05
7,5,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,0.13843929050220802,4.266211604098817e-05,0.39641285008843347,4.266211604098817e-05,4.266211604098817e-05,0.11536027206462987,4.266211604098817e-05,4.266211604098817e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098818e-05,4.266211604098817e-05,4.266211604098817e-05,0.022355624097748737,4.266211604098817e-05,4.266211604098817e-05,4.266211604098818e-05,4.266211604098817e-05,4.266211604098818e-05,4.266211604098817e-05,4.266211604098817e-05,0.32593878918554514,4.266211604098818e-05,4.266211604098818e-05,4.266211604098817e-05,4.266211604098817e-05,4.266211604098817e-05,4.266211604098818e-05,4.266211604098817e-05
