season,episode,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
3,3,5.592841163315823e-05,5.592841163315823e-05,5.592841163315823e-05,5.592841163315823e-05,5.592841163315823e-05,5.592841163315822e-05,5.592841163315823e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315823e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315823e-05,5.592841163315823e-05,5.5928411633184045e-05,5.592841163315823e-05,5.592841163315823e-05,5.592841163315823e-05,5.592841163315823e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315823e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315823e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315822e-05,0.9978187919463067,5.592841163315823e-05,5.592841163315823e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315822e-05,5.592841163315822e-05
3,4,4.230118443319774e-05,4.2301184433197745e-05,4.2301184433197745e-05,4.230118443319774e-05,4.230118443319774e-05,4.2301184433197745e-05,4.2301184433197745e-05,4.230118443319774e-05,4.2301184433197745e-05,4.230118443319774e-05,4.230118443319774e-05,4.2301184433197745e-05,4.230118443319774e-05,4.2301184433197745e-05,4.230118443319774e-05,4.2301184433197745e-05,4.2301184433197745e-05,4.2301184433197745e-05,4.230118443319774e-05,4.2301184433197745e-05,4.2301184433197745e-05,4.2301184433197745e-05,4.230118443319774e-05,4.230118443319774e-05,0.5535715365675052,4.230118443319774e-05,4.230118443319774e-05,4.2301184433197745e-05,4.230118443319774e-05,4.2301184433197745e-05,4.230118443319774e-05,4.230118443319774e-05,0.4448210184240333,4.2301184433197745e-05,4.2301184433197745e-05,4.230118443319774e-05,4.2301184433197745e-05,4.230118443319774e-05,4.2301184433197745e-05,4.230118443319774e-05
3,5,4.244482173178452e-05,4.244482173178452e-05,4.2444821731784514e-05,4.2444821731784514e-05,4.2444821731784514e-05,4.2444821731784514e-05,4.244482173178452e-05,4.2444821731784514e-05,4.244482173178452e-05,4.2444821731784514e-05,4.2444821731784514e-05,4.244482173178452e-05,4.2444821731784514e-05,4.2444821731784514e-05,0.5219468439646393,4.244482173178452e-05,4.244482173178452e-05,4.244482173178452e-05,4.244482173178452e-05,4.244482173178452e-05,4.244482173178452e-05,4.244482173178452e-05,4.2444821731784514e-05,4.2444821731784514e-05,4.244482173178452e-05,4.2444821731784514e-05,4.2444821731784514e-05,4.244482173178452e-05,4.2444821731784514e-05,4.244482173178452e-05,4.2444821731784514e-05,4.2444821731784514e-05,0.47644025280955304,4.244482173178452e-05,4.244482173178452e-05,4.2444821731784514e-05,4.244482173178452e-05,4.2444821731784514e-05,4.244482173178452e-05,4.2444821731784514e-05
3,6,5.694760820049846e-05,5.694760820049846e-05,5.6947608200498464e-05,5.694760820049846e-05,5.694760820049846e-05,5.6947608200498464e-05,5.6947608200498464e-05,5.694760820049846e-05,5.694760820049846e-05,5.694760820049846e-05,5.6947608200498464e-05,5.6947608200498464e-05,5.6947608200498464e-05,5.6947608200498464e-05,5.6947608200498464e-05,5.694760820049846e-05,5.6947608200498464e-05,5.694760820049846e-05,5.6947608200498464e-05,0.2331900776106307,5.6947608200498464e-05,5.6947608200498464e-05,5.694760820049846e-05,5.694760820049846e-05,5.6947608200498464e-05,5.694760820049846e-05,5.694760820049846e-05,5.694760820049846e-05,5.694760820049846e-05,5.6947608200498464e-05,5.694760820049846e-05,5.6947608200498464e-05,0.7646459132777503,5.694760820049846e-05,5.6947608200498464e-05,5.694760820049846e-05,5.6947608200498464e-05,5.694760820049846e-05,5.694760820049846e-05,5.6947608200498464e-05
3,7,6.0096153846206914e-05,6.009615384620692e-05,6.009615384620692e-05,6.009615384620692e-05,6.009615384620692e-05,6.0096153846206914e-05,6.009615384620692e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.009615384620692e-05,6.009615384620692e-05,6.0096153846206914e-05,6.009615384620692e-05,6.009615384620692e-05,6.009615384620692e-05,6.009615384620692e-05,6.009615384620692e-05,6.009615384620692e-05,6.009615384620692e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.009615384620692e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.009615384620692e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.009615384620692e-05,0.9976562499999979,6.009615384620692e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.0096153846206914e-05,6.0096153846206914e-05
3,8,2.9308323563921097e-05,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,0.03412482481529647,2.93083235639211e-05,2.9308323563921097e-05,2.9308323563921097e-05,0.014620653758694244,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,2.93083235639211e-05,0.032757895076869194,2.93083235639211e-05,2.93083235639211e-05,2.9308323563921097e-05,2.9308323563921097e-05,0.2191143883315731,2.9308323563921097e-05,2.9308323563921097e-05,2.93083235639211e-05,2.9308323563921097e-05,2.93083235639211e-05,2.9308323563921097e-05,2.9308323563921097e-05,0.6983564466928299,2.9308323563921097e-05,2.93083235639211e-05,2.9308323563921097e-05,2.9308323563921097e-05,2.9308323563921097e-05,2.93083235639211e-05,2.93083235639211e-05
3,9,5.630630630635345e-05,5.6306306306353456e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05,5.6306306306353456e-05,5.6306306306353456e-05,5.630630630635345e-05,5.6306306306353456e-05,5.630630630635345e-05,5.630630630635345e-05,5.6306306306353456e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05,5.6306306306353456e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05,5.6306306306353456e-05,5.6306306306353456e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05,5.6306306306353456e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635348e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05,0.9978040540540521,5.630630630635345e-05,5.6306306306353456e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05,5.630630630635345e-05
3,10,2.434274586174142e-05,2.4342745861741423e-05,2.4342745861741423e-05,2.434274586174142e-05,2.4342745861741423e-05,2.4342745861741423e-05,2.4342745861741423e-05,2.434274586174142e-05,2.434274586174142e-05,2.434274586174142e-05,2.434274586174142e-05,2.4342745861741423e-05,2.434274586174142e-05,2.4342745861741423e-05,2.434274586174142e-05,2.4342745861741423e-05,2.4342745861741423e-05,2.434274586174142e-05,2.4342745861741423e-05,2.4342745861741423e-05,2.4342745861741423e-05,2.4342745861741423e-05,2.434274586174142e-05,2.434274586174142e-05,2.4342745861741423e-05,2.434274586174142e-05,2.434274586174142e-05,2.4342745861741423e-05,2.434274586174142e-05,2.434274586174142e-05,2.434274586174142e-05,2.4342745861741423e-05,0.06089662152330889,2.4342745861741423e-05,2.4342745861741423e-05,2.434274586174142e-05,0.938178354133945,2.434274586174142e-05,2.434274586174142e-05,2.434274586174142e-05
3,11,4.4802867383533057e-05,4.480286738353306e-05,4.480286738353306e-05,4.480286738353306e-05,4.480286738353306e-05,4.480286738353306e-05,4.480286738353306e-05,4.4802867383533057e-05,4.4802867383533057e-05,4.4802867383533057e-05,4.4802867383533057e-05,4.480286738353306e-05,4.4802867383533057e-05,4.4802867383533057e-05,4.480286738353306e-05,4.480286738353306e-05,4.480286738353306e-05,4.4802867383533057e-05,4.4802867383533057e-05,4.480286738353306e-05,0.9982526881720424,4.480286738353306e-05,4.4802867383533057e-05,4.4802867383533057e-05,4.480286738353306e-05,4.4802867383533057e-05,4.4802867383533057e-05,4.480286738353306e-05,4.480286738353306e-05,4.480286738353306e-05,4.4802867383533057e-05,4.480286738353306e-05,4.48028673835666e-05,4.4802867383533057e-05,4.480286738353306e-05,4.4802867383533057e-05,4.480286738353306e-05,4.4802867383533057e-05,4.4802867383533057e-05,4.4802867383533057e-05
3,12,5.707762557082363e-05,5.707762557082364e-05,5.707762557082364e-05,5.707762557082364e-05,5.707762557082364e-05,5.707762557082363e-05,5.707762557082364e-05,5.707762557082363e-05,5.707762557082363e-05,5.707762557082363e-05,5.707762557082363e-05,5.707762557082364e-05,5.707762557082363e-05,5.707762557082363e-05,0.015331690292531109,5.707762557082364e-05,5.707762557082364e-05,5.707762557082364e-05,0.0628833172663076,5.707762557082364e-05,5.707762557082364e-05,5.707762557082364e-05,5.707762557082363e-05,5.707762557082364e-05,5.707762557082364e-05,5.707762557082363e-05,5.707762557082363e-05,5.707762557082364e-05,5.707762557082363e-05,5.707762557082364e-05,5.707762557082363e-05,5.707762557082363e-05,0.9196731202950408,5.707762557082363e-05,5.707762557082363e-05,5.707762557082363e-05,5.707762557082363e-05,5.707762557082363e-05,5.707762557082363e-05,5.707762557082363e-05
3,13,6.77506775068442e-05,6.775067750684421e-05,6.775067750684421e-05,6.77506775068442e-05,6.77506775068442e-05,6.775067750684421e-05,6.775067750684421e-05,6.77506775068442e-05,6.77506775068442e-05,6.77506775068442e-05,6.77506775068442e-05,6.775067750684421e-05,6.775067750684421e-05,6.77506775068442e-05,0.08733947719093647,6.775067750684421e-05,6.775067750684421e-05,6.775067750686001e-05,6.775067750684421e-05,6.775067750684421e-05,6.775067750684421e-05,6.77506775068442e-05,6.77506775068442e-05,6.77506775068442e-05,6.775067750684421e-05,6.77506775068442e-05,6.77506775068442e-05,6.775067750684421e-05,6.77506775068442e-05,6.775067750684421e-05,6.77506775068442e-05,6.77506775068442e-05,0.9100859970638034,6.775067750684421e-05,6.775067750684421e-05,6.77506775068442e-05,6.775067750684421e-05,6.77506775068442e-05,6.775067750684421e-05,6.77506775068442e-05
3,14,5.882352941178335e-05,5.8823529411783356e-05,5.8823529411783356e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.8823529411783356e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.8823529411783356e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.8823529411783356e-05,5.8823529411783356e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.8823529411783356e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.8823529411783356e-05,5.882352941178335e-05,5.8823529411783356e-05,5.8823529411783356e-05,5.882352941178335e-05,0.9977058823529404,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05,5.882352941178335e-05
3,15,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,0.5781881661828185,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,0.4189417431827382,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05,7.552870090639904e-05
3,16,4.6641791044825024e-05,4.664179104482503e-05,4.6641791044825024e-05,4.664179104482503e-05,4.664179104482503e-05,4.664179104482503e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.664179104482503e-05,4.664179104482503e-05,4.664179104482503e-05,4.664179104482503e-05,0.29625724424973154,4.6641791044825024e-05,4.664179104482503e-05,4.664179104482503e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.664179104482503e-05,4.664179104482503e-05,4.664179104482503e-05,4.6641791044825024e-05,4.6641791044825024e-05,0.701970367690565,4.664179104482503e-05,4.664179104482503e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05,4.6641791044825024e-05
3,17,5.376344086026144e-05,5.3763440860261444e-05,5.3763440860261444e-05,5.376344086026144e-05,5.376344086026144e-05,5.3763440860261444e-05,5.3763440860261444e-05,5.376344086026144e-05,5.376344086026144e-05,5.376344086026144e-05,5.376344086026144e-05,5.3763440860261444e-05,5.376344086026144e-05,5.376344086026144e-05,5.3763440860261444e-05,5.376344086026144e-05,5.3763440860261444e-05,5.376344086026144e-05,5.3763440860261444e-05,5.3763440860261444e-05,5.3763440860261444e-05,5.3763440860261444e-05,5.376344086026144e-05,5.376344086026144e-05,5.3763440860261444e-05,5.376344086026144e-05,5.376344086026144e-05,5.376344086026144e-05,5.376344086026144e-05,5.3763440860261444e-05,5.376344086026144e-05,5.3763440860261444e-05,0.9979032258064497,5.376344086026144e-05,5.3763440860261444e-05,5.376344086026144e-05,5.3763440860261444e-05,5.376344086026144e-05,5.376344086026144e-05,5.376344086026144e-05
3,18,4.3029259896767353e-05,0.3448666685209642,4.3029259896767353e-05,4.3029259896767353e-05,4.3029259896767353e-05,4.302925989676735e-05,0.007475491800369476,4.302925989676735e-05,4.3029259896767353e-05,4.302925989676735e-05,4.302925989676735e-05,4.3029259896767353e-05,4.302925989676735e-05,4.302925989676735e-05,4.302925989676735e-05,4.3029259896767353e-05,4.3029259896767353e-05,4.3029259896767353e-05,4.3029259896767353e-05,4.3029259896767353e-05,4.3029259896767353e-05,4.3029259896767353e-05,4.302925989676735e-05,4.302925989676735e-05,4.3029259896767353e-05,4.302925989676735e-05,4.302925989676735e-05,4.3029259896767353e-05,4.302925989676735e-05,4.3029259896767353e-05,4.302925989676735e-05,4.302925989676735e-05,0.6460657570624859,4.3029259896767353e-05,4.3029259896767353e-05,4.302925989676735e-05,4.302925989676735e-05,4.302925989676735e-05,4.3029259896767353e-05,4.302925989676735e-05
3,19,3.924646781793148e-05,3.9246467817931485e-05,3.9246467817931485e-05,3.9246467817931485e-05,3.924646781793148e-05,3.9246467817931485e-05,0.21210493611254694,3.924646781793148e-05,3.924646781793148e-05,3.924646781793148e-05,3.9246467817931485e-05,3.9246467817931485e-05,3.924646781793148e-05,3.924646781793148e-05,3.9246467817931485e-05,3.9246467817931485e-05,3.924646781793148e-05,3.924646781793148e-05,3.9246467817931485e-05,3.9246467817931485e-05,3.9246467817931485e-05,0.044935475840771386,3.924646781793148e-05,3.924646781793148e-05,3.9246467817931485e-05,3.924646781793148e-05,3.924646781793148e-05,3.9246467817931485e-05,3.924646781793148e-05,3.9246467817931485e-05,3.924646781793148e-05,3.924646781793148e-05,0.4558051209480334,0.2857415942572028,3.9246467817931485e-05,3.924646781793148e-05,3.924646781793148e-05,3.924646781793148e-05,3.9246467817931485e-05,3.924646781793148e-05
3,20,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,0.7652545821866253,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,0.2334598968390846,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05,3.382949932342517e-05
3,21,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.8051750380529704e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.8051750380529704e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.8051750380529704e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.8051750380529704e-05,3.80517503805297e-05,0.9985159817351593,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05,3.80517503805297e-05
3,22,0.014916267597320175,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,0.6574978784413597,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,0.3264045001937586,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05,3.192848020436705e-05
3,23,2.6968716289132784e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,0.12114641418333744,2.6968716289132784e-05,2.6968716289132788e-05,2.6968716289132784e-05,2.6968716289132784e-05,2.6968716289132788e-05,2.6968716289132784e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132784e-05,2.6968716289132784e-05,2.6968716289132788e-05,2.6968716289132784e-05,2.6968716289132784e-05,0.24732126799282675,2.6968716289132784e-05,2.6968716289132788e-05,2.6968716289132784e-05,2.6968716289132788e-05,0.6305344753211378,2.6968716289132788e-05,2.6968716289132788e-05,2.6968716289132784e-05,2.6968716289132784e-05,2.6968716289132784e-05,2.6968716289132788e-05,2.6968716289132784e-05
4,1,2.3992322456834082e-05,2.3992322456834085e-05,2.3992322456834085e-05,2.3992322456834085e-05,2.3992322456834085e-05,2.3992322456834082e-05,2.3992322456834085e-05,2.3992322456834082e-05,2.3992322456834082e-05,2.3992322456834082e-05,2.3992322456834082e-05,2.3992322456834085e-05,0.003011611343484593,2.3992322456834085e-05,2.3992322456834085e-05,0.44549356681682584,2.3992322456834085e-05,2.3992322456834085e-05,2.3992322456834085e-05,2.3992322456834085e-05,0.11935096133849472,2.3992322456834085e-05,2.3992322456834082e-05,2.3992322456834082e-05,2.3992322456834085e-05,2.3992322456834082e-05,2.3992322456834082e-05,2.3992322456834085e-05,2.3992322456834082e-05,2.3992322456834082e-05,2.3992322456834082e-05,2.3992322456834085e-05,0.4312801368927489,2.3992322456834085e-05,2.3992322456834085e-05,2.3992322456834082e-05,2.3992322456834085e-05,2.3992322456834082e-05,2.3992322456834082e-05,2.3992322456834082e-05
4,2,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212456e-05,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212456e-05,0.05798927029028495,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212452e-05,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212452e-05,2.1240441801212452e-05,2.1240441801212456e-05,0.043847182087638076,2.1240441801212456e-05,2.1240441801212456e-05,2.1240441801212456e-05,2.1240441801212456e-05,2.1240441801212456e-05,2.1240441801212456e-05,2.1240441801212452e-05,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212452e-05,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212452e-05,2.1240441801212452e-05,0.8973776512754321,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212452e-05,2.1240441801212452e-05,2.1240441801212452e-05,2.1240441801212456e-05,2.1240441801212452e-05
4,3,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.4061597690107306e-05,2.4061597690107306e-05,2.4061597690107306e-05,0.0016669762874096665,2.406159769010731e-05,2.406159769010731e-05,2.4061597690107306e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,2.406159769010731e-05,0.11477749441411766,2.4061597690107306e-05,2.4061597690107306e-05,2.406159769010731e-05,2.4061597690107306e-05,2.4061597690107306e-05,2.406159769010731e-05,2.4061597690107306e-05,0.4670219532225779,2.4061597690107306e-05,2.406159769010731e-05,0.41566735855905096,2.406159769010731e-05,2.406159769010731e-05,2.4061597690107306e-05,2.406159769010731e-05,2.4061597690107306e-05,2.406159769010731e-05,2.4061597690107306e-05
4,4,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.729257641924143e-05,2.729257641924143e-05,2.729257641924143e-05,2.729257641924143e-05,2.7292576419241432e-05,2.729257641924143e-05,2.729257641924143e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.7292576419241432e-05,2.729257641924143e-05,2.729257641924143e-05,2.7292576419241432e-05,2.729257641924143e-05,2.729257641924143e-05,2.7292576419241432e-05,2.729257641924143e-05,2.7292576419327233e-05,2.729257641924143e-05,2.729257641924143e-05,0.9989355895196494,2.729257641924143e-05,2.7292576419241432e-05,2.729257641924143e-05,2.7292576419241432e-05,2.729257641924143e-05,2.7292576419241432e-05,2.729257641924143e-05
4,5,4.038772213249942e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.038772213249942e-05,4.038772213249942e-05,4.038772213249942e-05,4.038772213249942e-05,0.3078925078647715,4.038772213249942e-05,4.038772213249942e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.038772213249942e-05,4.038772213249942e-05,4.0387722132499426e-05,4.038772213249942e-05,4.038772213249942e-05,0.6905727586941937,4.038772213249942e-05,4.0387722132499426e-05,4.038772213249942e-05,4.038772213249942e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.0387722132499426e-05,4.038772213249942e-05,4.0387722132499426e-05,4.038772213249942e-05,4.0387722132499426e-05,4.0387722132499426e-05
4,6,4.621072088728599e-05,4.6210720887285995e-05,4.621072088728599e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.621072088728599e-05,4.6210720887285995e-05,4.621072088728599e-05,4.6210720887285995e-05,4.621072088728599e-05,4.621072088728599e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.621072088728599e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.6210720887285995e-05,4.621072088728599e-05,4.621072088728599e-05,4.6210720887285995e-05,4.621072088728599e-05,4.621072088728599e-05,0.227798322405089,0.0030154302245568826,4.6210720887285995e-05,4.621072088728599e-05,4.6210720887285995e-05,0.7674764506975243,4.6210720887285995e-05,4.6210720887285995e-05,4.621072088728599e-05,4.621072088728599e-05,4.621072088728599e-05,4.621072088728599e-05,4.621072088728599e-05
4,7,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,0.29676885998122954,0.7016099796092132,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05,4.2662116040976205e-05
4,8,3.912363067295451e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295451e-05,3.912363067295451e-05,3.912363067295451e-05,3.912363067295451e-05,3.912363067295452e-05,3.912363067295451e-05,3.912363067295451e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295451e-05,3.912363067295452e-05,3.912363067295452e-05,3.912363067295451e-05,3.912363067295451e-05,3.912363067295452e-05,3.912363067295451e-05,3.912363067295451e-05,3.912363067295452e-05,3.912363067295452e-05,0.7137134407788467,3.912363067295451e-05,3.912363067295451e-05,0.28479986125558104,3.912363067295451e-05,3.912363067295452e-05,3.912363067295451e-05,3.912363067295451e-05,3.912363067295451e-05,3.912363067295452e-05,3.912363067295451e-05
4,9,4.5787545787565046e-05,4.5787545787565046e-05,0.43555578185734833,4.578754578756505e-05,4.5787545787565046e-05,4.578754578756505e-05,4.578754578756505e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.578754578756505e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.578754578756505e-05,0.562704291402724,4.5787545787565046e-05,4.5787545787565046e-05,4.578754578756505e-05,4.578754578756505e-05,4.578754578756505e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.578754578756505e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.578754578756505e-05,4.578754578756505e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.578754578756505e-05,4.5787545787565046e-05,4.578754578756505e-05,4.5787545787565046e-05,4.578754578756505e-05,4.5787545787565046e-05,4.5787545787565046e-05,4.5787545787565046e-05
