term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
betray,-1.0077727548734186e-06,-7.790228368480722e-07,-8.817831006778847e-07,-1.082530546932306e-06,-7.114982347091264e-07,-1.35435237766636e-06,-2.5233890599096974e-06,-3.378385448016765e-07,7.634806851649102e-07,-1.112010793579267e-06
betrayal,-4.246366555316376e-06,-3.216769830215863e-06,-3.4147593710459575e-06,-3.881782318805909e-06,-2.331240341385351e-06,-4.936255304656677e-06,2.5779186608498746e-06,1.6983783182893094e-06,-6.925143899282088e-06,-6.834636419078327e-06
betrayed,-1.6215756863883328e-06,-1.2423803081938925e-06,-1.3909092284696164e-06,-1.0222182246292423e-06,-8.123195571301796e-07,-1.839769737795043e-06,-1.6318995308732732e-06,-2.3844625212837855e-08,-4.4109867568831677e-07,-1.9940575199031136e-06
betraying,-1.1069815682358546e-06,-8.474618873971006e-07,-8.947798767987603e-07,-1.0473695326388798e-06,-6.708989095011276e-07,-1.3356741102456765e-06,5.430234409877127e-07,4.0978154559284604e-07,-1.7476221660296364e-06,-1.832318335513257e-06
bette,-2.184966966279967e-06,-1.6173743107627682e-06,-1.762269967620797e-06,-2.1451868692547946e-06,-1.2968190481632765e-06,-2.6184122895806625e-06,1.252717056795609e-06,8.888919303095782e-07,-3.4312247028599903e-06,-3.489475017122453e-06
better,-0.00029441470719431575,-0.00037805797280655244,-0.0004251219930813387,-7.460600940343996e-05,-0.00017041797012207628,-0.00047244138900922537,0.0002249612936650088,2.6867932342787676e-05,-0.0005705284654163036,-0.0006026791051578648
betterest,-6.760622318767146e-06,-5.145907295889715e-06,-5.331808969704781e-06,-6.330767343464492e-06,-3.9937143071317194e-06,-7.962749229418696e-06,3.416158492883246e-06,2.493657777529767e-06,-1.0529419542344732e-05,-1.1230237117474216e-05
betterlooking,-5.962921842710934e-06,-4.724587091519452e-06,-5.188850509836953e-06,-6.107277324522226e-06,-3.97586370816311e-06,-6.73975923097616e-06,2.5357070195367032e-06,1.4388796916777539e-06,-9.56920507010112e-06,-9.56203542072823e-06
betting,2.768299392821657e-05,-8.141965694861481e-06,-1.0124059331332385e-05,-1.0969217056830578e-05,-7.419091679356947e-06,-1.5275950197837454e-05,7.267566781948409e-06,5.396360250290029e-06,-2.147382352106217e-05,-2.247426354654179e-05
betty,-3.762869806093837e-06,-2.870615011377369e-06,-3.071779319885071e-06,-3.5601578025218073e-06,-2.257565561275062e-06,-4.690956437600964e-06,1.4025135070341518e-06,1.1883088377474122e-06,-5.639824782714813e-06,-6.053783239162878e-06
between,-9.083927792834504e-05,-7.06244596303498e-05,-7.761848168144258e-05,-3.3075606338412216e-05,-3.771054773836659e-05,-0.00010011295828269406,5.6472655058497575e-05,-1.2651701415971203e-05,-8.698419887036728e-05,-8.952017890113646e-05
beverage,-7.0685469121660135e-06,-5.327052623969036e-06,-5.691247225192061e-06,-6.9581017510386506e-06,-4.314992714213829e-06,-8.537279547288399e-06,1.7649153257736912e-06,2.329843021621268e-06,-9.679759248300312e-06,-1.128820047052063e-05
beverley,-7.216521853646464e-06,-5.4012756887075615e-06,-5.627105229304221e-06,-7.495158462819091e-06,-4.716220893165596e-06,-8.755461165703817e-06,-3.7795745395275066e-06,1.1479188061171312e-06,-5.747044247910786e-06,-1.0979898052735866e-05
beverly,-1.7276531012056846e-06,-1.3103489556059998e-06,-1.4358869749752194e-06,-1.7439120491253784e-06,-1.0809774179493808e-06,-2.1178379456780462e-06,-1.302366640567581e-06,1.3887474733612026e-07,-8.381702425721104e-07,-2.1528824202018216e-06
beware,2.327410741074476e-06,-7.468259392958283e-07,-8.889680346603412e-07,-1.1261576060893671e-06,-7.079631054249071e-07,-1.3774677880385379e-06,7.42342767898689e-07,4.801545508767789e-07,-1.9542256901908934e-06,-1.72555811361199e-06
beyonce,-1.0853667388515817e-05,-7.734782492699582e-06,-8.798037440454382e-06,-1.0168697767399322e-05,-6.338715618908573e-06,-1.3058429489275652e-05,6.791301372015979e-06,4.487659464710308e-06,-1.781779388452486e-05,-1.727910871199932e-05
beyond,-1.2357979006822927e-05,-1.4525308932334054e-05,-7.957648764812758e-06,-1.7757958480482865e-05,-1.0918389287715956e-05,-2.1972811167928514e-05,1.2125539198122225e-05,7.906476772510632e-06,-3.065531496489111e-05,-2.6431542775015978e-05
beyow,-4.3451064004528395e-06,-3.220255819561737e-06,-3.50826395884219e-06,-4.2925203274557416e-06,-2.6431119321272996e-06,-5.313952207031534e-06,1.9749440029642645e-06,1.4621839876135926e-06,-6.674390889666827e-06,-7.093060742492254e-06
bfd,-1.2104068910960674e-05,-9.172489933530624e-06,-9.852251773155162e-06,-1.1018176423175094e-05,-6.823742040342689e-06,-1.4429256844229794e-05,7.749719236159733e-06,5.156010588140855e-06,-2.0118090547594595e-05,-1.9654581642065985e-05
bff,-4.791488208633814e-07,-3.5983373762465166e-07,-3.8454787272250703e-07,-4.635764208855987e-07,-2.89144763590432e-07,-5.780639972171606e-07,2.5953548788578184e-07,1.7922259131610432e-07,-7.602150274156402e-07,-7.638780372848424e-07
bias,-2.64546425466152e-06,-1.984281211089609e-06,-2.102281710476568e-06,-2.5631211771496768e-06,-1.5701811226534075e-06,-3.1064183986956644e-06,1.3326160184794393e-06,9.629866540797897e-07,-4.0042886485465025e-06,-4.13669193616816e-06
biased,-9.684709617050021e-06,-7.827000699393129e-06,-7.836473534119262e-06,-1.023695921562742e-05,-6.263485134285558e-06,-1.3017614075281385e-05,3.4443405379304748e-06,2.650561038626795e-06,-1.4605467521787587e-05,-1.4804771002574467e-05
biatch,4.396063821880952e-06,-9.246806101283979e-07,-1.1437728918457243e-06,-1.4124538944762734e-06,-9.28428666251898e-07,-1.8320561582368196e-06,9.140331964608367e-07,6.6683232023193e-07,-2.576501278468622e-06,-2.7011733375339507e-06
bible,-1.588662234431164e-05,-1.3931242657549711e-05,-1.5122485991990871e-05,-1.8535994950605477e-05,-1.124292393936982e-05,-2.2653795817112463e-05,-6.525373264649623e-07,4.480260199911206e-06,-2.0605209350998786e-05,-2.8108070871887897e-05
bibs,-2.1372070648845792e-06,-1.6067682594773507e-06,-1.7070338502033706e-06,-2.068238068985457e-06,-1.251794991217501e-06,-2.4917508971864613e-06,1.3592290912425121e-06,8.541605648926642e-07,-3.4428672702587886e-06,-3.292235244353587e-06
bicep,-3.0789663277767525e-06,-2.314178539206644e-06,-2.394982457011199e-06,-2.9036294435732077e-06,-1.7999366095829304e-06,-3.3459165036908797e-06,1.7934163702622477e-06,1.2060155933613336e-06,-4.629818837583505e-06,-4.200087759540707e-06
biceps,-2.3454010572957927e-06,-1.767579844824527e-06,-1.8623684720628464e-06,-2.321736366782827e-06,-1.4119974600496299e-06,-2.908701291847936e-06,8.101682518250336e-07,7.812911099192964e-07,-3.346019313803287e-06,-3.5710279195026195e-06
bickering,-6.067179815109338e-06,-4.643450622558398e-06,-4.766548951733202e-06,-5.428453162901347e-06,-3.6929295488717395e-06,-7.658422549415854e-06,3.584107675671516e-06,2.127609165676577e-06,-1.0694414917975069e-05,-1.1305801504359653e-05
bicycle,-1.1513788052147126e-05,-9.256926044052305e-06,-3.3226469646686972e-06,1.8536293903473014e-05,3.90425202960105e-06,-4.489646933891323e-06,3.0676003664429096e-06,2.841371790238282e-06,-1.2067556862153066e-05,-1.4437484593914337e-05
bicycling,-1.2796973842528792e-06,-1.0134613620442017e-06,-1.3254222265393772e-06,1.8157596289337163e-06,3.2358488380494904e-07,-7.432230057545793e-07,4.113910228959324e-07,3.5959034770191603e-07,-1.5703134334126668e-06,-1.914076862301457e-06
bid,-9.223886519879998e-06,-6.5677765326000975e-06,-8.120981249134833e-06,-1.0866876536156825e-06,-2.739954639379108e-06,-8.838434502201272e-06,4.468876179402048e-06,3.147514715392991e-06,-1.3330094089918048e-05,-1.3191010286906118e-05
bidding,-7.063031161564491e-07,-2.1016120039084208e-06,-2.9253974602236985e-06,-1.1791988357428e-06,-1.3576986560911403e-06,-3.3021688164187742e-06,1.7998657987199796e-06,1.2669707206297946e-06,-5.248893381197085e-06,-4.105694945562929e-06
bidness,-4.433524382371307e-07,-3.4332392534763204e-07,-3.682626826907393e-07,-4.332134982806256e-07,-2.7525708088242674e-07,-5.487880571379641e-07,2.486126957500388e-07,1.7209641587903867e-07,-7.555636176673858e-07,-6.496242035579995e-07
bids,-4.905686793813073e-06,-4.161816519106144e-06,-7.2601480210414e-06,3.330745954068839e-05,1.0862407920070115e-05,4.918724323923003e-06,1.3946564453921075e-06,7.891862665405684e-07,-2.6183131352165096e-06,-4.2523723100312274e-06
bieber,-7.398493254377496e-07,-5.873592030428497e-07,7.541020589898148e-07,-5.473640499240579e-07,-3.6060039681335613e-07,-7.624547867984697e-07,3.7084543399380106e-07,2.4434536587751217e-07,-1.0606102937041345e-06,-1.0065938487151325e-06
bien,-1.8676181266504616e-06,-1.355367153879836e-06,-1.3738709508787215e-06,-1.7152636123194467e-06,-9.602222549533978e-07,-1.92495577577368e-06,1.2091639067176463e-06,7.140503471641755e-07,-2.5468710113117154e-06,-2.2571977201446643e-06
bienvenue,-1.7180337119393465e-06,-1.322054776402881e-06,-1.9095440741573936e-06,4.181887653212928e-06,1.088336396084489e-06,-2.716837511460874e-07,7.540760106578827e-07,5.218482249446451e-07,-1.8281604547163443e-06,-2.232838213616141e-06
bifocal,-4.397509271434695e-06,-3.4485715115753255e-06,-3.6822076610975988e-06,-4.321582630419924e-06,-2.7669895602408913e-06,-5.727940053797156e-06,1.616702792138292e-06,1.6317743466512367e-06,-7.20292119607247e-06,-8.061030642761262e-06
big,-0.00034718648646511416,-0.00030496716695269083,-0.00047293659164654006,-2.7166417762928594e-05,-0.00018757564738910111,-0.00027818159935870694,0.00020746052588215637,0.0001518427230567598,-0.0007619079946856221,-0.000500065490962241
bigger,3.6947988846708635e-05,5.753366596080838e-05,-1.6287958307579702e-05,-4.6947358132550094e-05,-3.1854740574272205e-05,-6.214628874070517e-05,1.2370743774470599e-05,1.7093015364903232e-05,-7.398883697802336e-05,-7.268365073823039e-05
biggest,-5.362041799314093e-05,-2.7781470033230993e-05,-4.1740159909691435e-05,-5.110646116081543e-05,-3.1814945134997186e-05,-6.311563827316518e-05,2.5790284304125576e-05,8.505146079958931e-06,-6.64190405982446e-05,-5.843963436659639e-05
biggie,-1.6210243398151605e-05,-1.4334370994925878e-05,-2.238585652690685e-05,3.6736914799225305e-05,3.195721099065674e-07,8.980940122683293e-05,1.1919400531033223e-05,4.6598607804873214e-06,-2.1376965759039207e-05,7.95348081567861e-05
bigotry,-2.9345682702246904e-07,-2.228356200272893e-07,-2.3961547970089995e-07,-2.8357876296524435e-07,-1.813937234428152e-07,-3.591506258721746e-07,-1.1809025908254928e-08,6.600457280624312e-08,-3.317542934698506e-07,-3.9053649322323774e-07
bigpicture,-4.075157794259412e-06,-3.1304272523863206e-06,-3.2527259588785923e-06,-4.037634238328637e-06,-2.522974681928645e-06,-4.913023865134062e-06,3.988205446201059e-07,1.0049786278784305e-06,-4.8894042143234645e-06,-5.793524485540607e-06
bigshot,-1.6903293802921827e-06,-1.3102697245301379e-06,-1.310966154580367e-06,-1.6583780513809613e-06,-1.05619760121264e-06,-1.9221066844836866e-06,1.117172947097575e-06,6.890046317324765e-07,-2.8116171027948997e-06,-2.4399829971959263e-06
bike,-4.0874058110227014e-05,-2.6817710614292345e-05,-3.744611087658125e-05,-4.2385974623003005e-05,-2.7984780570760455e-05,-5.638097723606476e-05,1.5944412954004327e-05,-2.088655511475941e-05,-2.236302464099705e-05,1.1839193846355002e-05
biker,-4.6265961809827126e-07,-3.491576409814107e-07,-3.735101757973238e-07,-4.5067831969444335e-07,-2.8014289887720436e-07,-5.5576470837638e-07,2.542523134810144e-07,1.725576241829967e-07,-7.345811805120264e-07,-7.382436656986607e-07
bikers,-4.6265961809827126e-07,-3.491576409814107e-07,-3.735101757973238e-07,-4.5067831969444335e-07,-2.8014289887720436e-07,-5.5576470837638e-07,2.542523134810144e-07,1.725576241829967e-07,-7.345811805120264e-07,-7.382436656986607e-07
bikes,-1.0624679851156505e-06,-8.103338616697658e-07,-9.040249619522763e-07,-1.110063628051465e-06,-7.083046165533847e-07,-1.3095964167850024e-06,-1.505382033353422e-06,-7.514909915618815e-08,-2.728016566065078e-08,-1.2072129614732313e-06
biking,-5.633674441919821e-06,-4.525508844052348e-06,-4.805648858922056e-06,-5.49252084800739e-06,-3.6159643233615323e-06,-7.5756266424712305e-06,4.971514142230853e-06,2.0040488071422544e-06,-1.1189897018910718e-05,1.1019097747408015e-05
bikini,-6.606329901519577e-06,3.3917102189423855e-05,-2.2528438397744106e-06,-3.248623024521803e-06,-2.0200705697978875e-06,-4.010156195627571e-06,1.9866230152938424e-06,1.5103396552404622e-06,-6.026843142629295e-06,-6.632420866976322e-06
bikinis,-6.506198340835808e-07,-4.860023699455253e-07,-5.068848429149205e-07,-6.153761397826717e-07,-3.8443653816009945e-07,-7.634586200752561e-07,4.000450421226536e-07,2.583379788192435e-07,-1.038299834095776e-06,-9.051757083822381e-07
bikram,-2.132263003304324e-06,-1.71365318962686e-06,-1.963981284992011e-06,-4.084860686752388e-06,-3.039681038726575e-06,9.850872813403822e-06,1.169208226933578e-06,3.4989712435499175e-07,-2.3687896143243297e-06,-2.48023893564007e-06
bilden,-2.7734264088299323e-06,-2.0941510291671204e-06,-2.154493857520108e-06,-2.713052018630698e-06,-1.672383449523238e-06,-3.3336055436048095e-06,1.6855431827916848e-06,1.1194053862690286e-06,-4.53225057183658e-06,-4.384148664495128e-06
bildenkinder,-2.7376678138788247e-05,-1.9826672626691595e-05,-2.027131076852528e-05,-2.5656680133223822e-05,-1.407027800085369e-05,-2.8856632509573105e-05,1.689511886040224e-05,1.0353972375316732e-05,-3.7242264952987244e-05,-3.489441747744566e-05
bill,-4.8680394491233044e-05,-3.7080871086646897e-05,-4.5264974754206197e-05,-2.1213805325315445e-05,-2.2746576372890583e-05,-4.749064741147078e-05,3.8201407414550293e-05,-1.794467514097836e-05,-2.695121467640012e-05,-6.097473235032413e-05
billabelli,-3.458774388495771e-06,-2.646460113883688e-06,-2.838569873561258e-06,-3.5084944007729154e-06,-2.3033075472583014e-06,-4.058099859586663e-06,2.6059018076698275e-06,1.6387879349375585e-06,-6.630780789403362e-06,-2.216671982786029e-06
billboard,-1.1425371573123918e-05,-9.26609842837421e-06,-1.2117696268879996e-05,8.933859905718655e-06,-1.6713161545013867e-06,1.3319386498434175e-05,7.806645303084811e-06,3.5919463245565144e-06,-1.6995667043058666e-05,1.4918099971129477e-05
billboards,4.544499713445452e-06,-6.560238553992966e-06,-7.472959389411468e-06,-8.663470141244203e-06,-5.524009897845243e-06,-1.0696226969939009e-05,5.308189908312362e-06,3.7126686832128433e-06,-1.4834838183155064e-05,-1.5209845242749728e-05
billed,-4.14303364022851e-07,-3.231268268357626e-07,-3.786863201853266e-07,-7.044177455030844e-08,-1.4190216758850626e-07,-4.3364192389244423e-07,-3.834237051333384e-07,8.049320274561942e-09,-1.5460666861356458e-07,-5.463388334538494e-07
billing,-1.1570107283947197e-06,-8.81617391616198e-07,-8.884062235875808e-07,-1.1030190424642883e-06,-7.099046358979899e-07,-1.3544634294164663e-06,6.629147342655716e-07,4.2677337124620405e-07,-1.8020976345654948e-06,-1.6994748791676126e-06
billion,-1.816867089046058e-05,-1.5101581149908241e-05,-1.971519645769313e-05,3.0067610973697767e-05,6.145148998186365e-06,-9.874004571245398e-06,3.3276473685393176e-07,3.7702115422225753e-06,-1.7065377008218132e-05,-1.5705327720926097e-05
billionaire,-1.757958820820447e-06,-1.3418129307512622e-06,-1.3962163903842824e-06,-1.7083163892171774e-06,-1.0612194901517056e-06,-2.1413254897144564e-06,8.03858570398764e-07,5.688534681683473e-07,-2.6467600543619752e-06,-2.647674506568153e-06
billions,-4.128933260512677e-06,-3.0914194414640325e-06,-3.3034471331869493e-06,-3.992362367460726e-06,-2.4297706992796553e-06,-4.908626378998903e-06,1.8558799932556511e-06,1.4805273184644593e-06,-6.128633347492494e-06,-6.597913416876012e-06
bills,-6.236611635072954e-06,-6.092926422626427e-06,-6.532375677227002e-06,-7.4778148889226014e-06,-4.88130834576392e-06,-9.733176449399291e-06,4.76517969014334e-06,3.1491621575865903e-06,-1.3250577860756269e-05,4.2249621977801175e-06
billy,-3.878489602564173e-05,-2.8867805252853082e-05,-3.0671004695274116e-05,-3.637139280656817e-05,-2.3474379316088643e-05,-1.3971620385781996e-05,2.2830241773082345e-05,1.3809368916451742e-05,-5.330823401176943e-05,-4.801485694722991e-05
billybob,-1.224831174431495e-06,-9.572339760081532e-07,-1.0250813006531233e-06,-1.2511829765484511e-06,-7.963483450089085e-07,-1.5982779129565837e-06,4.27109795160982e-06,-3.5229196374428866e-06,1.53914381610176e-06,-1.6251989098818518e-06
bimbo,-1.5187466728472111e-05,-1.222128104336209e-05,-1.5043230703520743e-05,1.690730764819244e-05,1.9322436892023743e-06,-9.5977903235395e-06,7.249507569599119e-06,4.599621111824582e-06,-2.0007920515123595e-05,-1.953573179069715e-05
bin,-1.7795135606442282e-05,1.2348525883664326e-05,-1.26672310650223e-05,-1.1128826096207983e-05,-8.070802440997637e-06,-1.7346809610596096e-05,3.820159723864219e-06,-1.4125187573901988e-06,-1.2161833587045616e-05,-2.031071873022854e-05
binary,-1.1509597321583902e-06,-8.828519180849701e-07,-9.39384557875214e-07,-9.841474376016897e-07,-6.625949344902177e-07,-1.3785596441780035e-06,6.213044260856982e-07,4.336987471089292e-07,-1.877657000173273e-06,-1.926256000688193e-06
binder,-9.409730538608056e-06,-9.049944057204782e-06,-8.416940749740266e-06,-1.0671508053007679e-05,-7.514784956320259e-06,-7.738949899646714e-06,7.284109386174349e-06,4.627449272226094e-06,-1.918236678775497e-05,-1.1505289745199578e-05
bindi,-2.7270111937501046e-06,-2.1130570106860898e-06,-2.2263522570030933e-06,-2.6506932487945596e-06,-1.7144805348366563e-06,-3.2799100369145158e-06,1.4042373956185546e-06,1.0935867288449528e-06,-4.383558964003003e-06,-4.11470787306961e-06
bing,-8.449676803316728e-07,-6.404512596241291e-07,-6.800417574244825e-07,-8.140464606033878e-07,-5.037831218712286e-07,-1.008876299723234e-06,5.709645785772874e-07,3.6406225136781496e-07,-1.402830716823781e-06,-1.2357507228843698e-06
binghamton,-1.5334325791231326e-05,-1.1356933761772635e-05,-1.2516699999612001e-05,-1.530460211745457e-05,-9.380969883717947e-06,-1.8495925207561434e-05,5.144035570987049e-06,6.261668546928442e-06,-2.3206122841596644e-05,-2.5930830764542043e-05
binghamtons,-6.430841437097786e-06,-4.897617595138398e-06,-4.973242921007842e-06,-6.082786129000699e-06,-3.8012830585092083e-06,-7.239356977392136e-06,4.794059598398547e-06,2.6645369912676744e-06,-1.0386433868097389e-05,-9.120048608807935e-06
bingo,-9.248257940819954e-06,-7.00754171722768e-07,-6.9139377469318645e-06,-8.898223749186593e-06,-5.590348011294676e-06,-1.075592093073925e-05,-7.084975000826658e-06,-4.7109432994806195e-07,-3.86652860368935e-06,1.4493286208624155e-05
binoculars,-5.9275286471245704e-06,-4.517883012136066e-06,-4.725101638456025e-06,-2.497224804202568e-06,-2.344765546707247e-06,-5.612029487101206e-06,4.3700888322702256e-06,2.390715558648712e-06,-9.0880005789188e-06,-6.399332936529546e-06
bins,-2.952131318990151e-06,-2.3117227104269413e-06,-2.4306807727742796e-06,-2.868339497544921e-06,-1.8564418415099274e-06,-3.6933327146286777e-06,2.149203703713675e-06,1.2056018000807685e-06,-5.458149292789827e-06,3.3260281807874507e-06
bio,-1.2849882911578922e-06,-1.0195344981812387e-06,-1.3527212433019817e-06,2.061421284882149e-06,4.173690191738052e-07,-6.703864989288585e-07,3.9541902732512337e-07,3.338390597964442e-07,-1.4888404331267497e-06,-1.5894726838942393e-06
biodegradable,-8.358724272786821e-07,-6.338254642737005e-07,-6.7481981954741e-07,-7.880832818996987e-07,-5.076909921334776e-07,-9.987585784977284e-07,4.877563566455552e-07,3.1247055799728553e-07,-1.37777820497314e-06,-1.3563449877826928e-06
biofeedback,-7.016945062202685e-06,-5.4204640056050236e-06,-5.729698189911092e-06,-6.669554699268013e-06,-4.384170501063309e-06,-8.879165892661925e-06,3.701526639393735e-06,2.1285848404790927e-06,-1.1754887270000345e-05,-4.704796913097506e-06
biohazard,-1.5880974871045044e-06,-1.198729286936867e-06,-1.2843889613438012e-06,-1.4899114589702646e-06,-9.710903181959991e-07,-1.8596218871178782e-06,7.747047105754756e-07,6.084371203170034e-07,-2.5101207724615583e-06,-2.4991180980742947e-06
biological,-1.4967455578220184e-06,-1.178926253377387e-06,-1.5973988783839917e-06,3.008269581883144e-06,7.341413147702229e-07,-5.358543104258735e-07,3.843749843282688e-07,4.1459009510166405e-07,-1.5455902080204742e-06,-2.0616337583383326e-06
biologically,-1.4950230939872683e-05,-1.0551201468014886e-05,-1.160165073208427e-05,-1.4090386645772765e-05,-8.173407174988296e-06,-1.6699942735290227e-05,8.37961633409552e-06,5.625008418161363e-06,-2.1836810521854984e-05,-2.2467002882403822e-05
biopic,-1.9985332250661572e-06,-1.4710106957539518e-06,-1.520004549538327e-06,-1.910215124686955e-06,-1.1121718183955129e-06,-2.0822367173758305e-06,1.308135789156005e-06,7.698841213762335e-07,-2.943083478018016e-06,-2.721216217951891e-06
biotches,-1.267456543473019e-06,-9.360370349460163e-07,-9.883815491522855e-07,-1.1984626328433202e-06,-7.286449967992858e-07,-1.4485791944872313e-06,7.998115903874728e-07,5.05878810017865e-07,-1.9709942634916767e-06,-1.8854275562578262e-06
bird,-5.846296819455541e-05,-4.562204787059839e-05,-5.073581560267326e-05,-2.5259951391099975e-05,-2.735426097555692e-05,-3.79305944510021e-05,2.6460447723976584e-05,1.79973720880945e-05,-8.709409861251231e-05,4.614531322877976e-06
birdday,-1.4386049179743655e-06,-1.1002373810576728e-06,-1.1246034629224547e-06,-1.3303357490339795e-06,-8.461615737135631e-07,-1.6589885402146609e-06,1.0459120109844202e-06,4.928489051608458e-07,-2.36252670332607e-06,-1.8502601463519843e-06
birdhouse,-1.875412143784965e-06,-1.431578242881613e-06,-1.5157009050274245e-06,-1.776807502952241e-06,-1.147665516925818e-06,-2.292892658345275e-06,9.14645608035397e-07,7.067455685196518e-07,-3.00629528361289e-06,-2.8613831973547723e-06
birdie,-9.094341112265424e-06,-6.951343468774424e-06,-7.05307065724915e-06,-9.659874678421577e-06,-6.087257067771999e-06,-7.352706499478401e-06,5.717589082729952e-06,4.163542261507437e-06,-1.5494461721591642e-05,-1.5764196103239103e-05
birds,-4.308384795163834e-06,-1.8965456544782018e-06,-3.442894502798637e-06,-3.827238796801331e-06,-2.516933079525738e-06,-5.0118101814514885e-06,7.344563399418359e-07,1.2503029212491723e-06,-5.513791731075665e-06,-5.07692244993458e-06
birkenstocks,-7.092071439190277e-06,-6.081146315133906e-06,-8.236440402966937e-06,-2.2977568885702706e-05,-1.8376956376034853e-05,9.087200699092609e-05,1.8666577377328812e-06,3.5684483659330087e-07,-3.6929570737536786e-06,-5.7947494178953915e-06
birth,-3.665957785673588e-05,-2.2068274889554593e-05,-3.0954810923985915e-05,-2.6708984899511566e-05,-1.9297261439803422e-05,-3.6955118762696517e-05,1.9288552646348035e-05,1.5643171563163367e-05,-5.620228198923811e-05,-4.297106395537461e-05
birthday,-0.0002533372901932983,-0.00018241232284209875,-0.00022498142149932033,-0.00034616657837906173,3.763910644980944e-05,-0.00016773331989627393,0.00015921810751485437,0.00010353683052844024,-0.0004194912378131915,-0.00012173696222709115
birthdays,-2.2294575120546524e-05,-1.691088664886646e-05,-1.816639152687478e-05,-2.371981347544888e-05,-1.5421656598912543e-05,-8.72115702585903e-06,8.109564639017757e-06,6.743326947020398e-06,-2.9481904952886523e-05,-3.1772168751885e-05
birthing,-6.569617392493752e-06,-4.891667263280536e-06,-5.0701753453814435e-06,-6.318522569803933e-06,-3.853120418958419e-06,-6.358400735540508e-06,3.0873482978607073e-06,2.3980145128605434e-06,-9.105275364769691e-06,-9.261820331391015e-06
birthplace,-1.0452079457684587e-06,-7.98240241206446e-07,-8.501593908532016e-07,-9.53363083071879e-07,-6.282882758433984e-07,-1.2740636131621205e-06,5.393822937703226e-07,3.6501130996241476e-07,-1.677135552589807e-06,-1.6831822927289101e-06
biscuit,-7.849245101983169e-06,-5.925179687821754e-06,-6.229577668592601e-06,-7.604483764226944e-06,-4.700516567424946e-06,-9.156669021047781e-06,1.0401063033138766e-05,-3.940624813799434e-06,-5.730105463529878e-06,-1.062771328944546e-05
biscuits,-3.6177967024049904e-07,-2.7250931479044606e-07,-3.0119290599039477e-07,-3.4730491515992864e-07,-2.1933943661399242e-07,-4.3279845314802537e-07,2.0151206070900066e-07,1.4369220570025266e-07,-5.834674561694204e-07,-4.853689968992516e-07
bisexual,-7.585900494943953e-07,-5.769246440086583e-07,-6.195971710913039e-07,-7.132620530273649e-07,-4.5863342596220397e-07,-9.355016618572289e-07,3.8349375617543166e-07,2.7382072638497805e-07,-1.2119970853440852e-06,-1.2344976201915491e-06
bishop,-2.02740886302308e-05,-1.539782751871499e-05,-1.7088678565462466e-05,-3.188412914138952e-05,-2.222059198204505e-05,5.583938298302252e-05,1.003778613530045e-05,5.787649814597857e-06,-2.2766444974624468e-05,-2.3513837437245915e-05
bishvat,-1.454026830112568e-05,-1.0592484929691049e-05,-1.094697978531701e-05,-1.4661396473668265e-05,-8.487166416261722e-06,-8.341413098522353e-06,8.605909172333164e-06,5.231507181938763e-06,-1.9172671613247847e-05,-1.8416235410574184e-05
bistro,-2.7159803607418783e-06,-2.0889365057576496e-06,-2.1716522956032587e-06,-2.6272153672772872e-06,-1.6714881124699712e-06,-3.13810077200058e-06,1.5140724678927261e-06,1.1157207863157821e-06,-4.279285701705874e-06,-4.159670105415964e-06
bit,-2.0407179209007043e-05,-0.00011955763164236594,-8.401404101126815e-05,-0.0001464745293604887,-0.00010376194638893923,-0.00018354731247173823,9.962422286377661e-05,3.465608453148278e-05,-0.00024207943137939222,-0.00027050446454750357
bitch,0.0002983207554287958,-5.799927916501727e-05,-7.06635471870405e-05,-7.649512012720783e-05,-5.6888508309484485e-05,-5.5454783724064e-05,3.9287010668806033e-05,2.5997742542609985e-05,-0.00012783692614837968,-0.00015940170505910186
bitches,-4.668310759355214e-07,-3.455142349233823e-07,-3.673917703785563e-07,-4.395897316846141e-07,-2.70050628293383e-07,-5.292711162098178e-07,2.67242459621425e-07,1.7883100711022262e-07,-7.136684560354088e-07,-5.338046398737711e-07
bitching,-9.232823465462014e-07,-6.950248906593836e-07,-7.271756265484315e-07,-8.943691029478958e-07,-5.546329905188343e-07,-1.0168236118104987e-06,5.767635931405072e-07,4.353241534302808e-07,-1.4273850204879483e-06,-1.538302005455064e-06
bitchy,-1.4252641186812616e-06,-1.1067561388982597e-06,-1.1713289665300694e-06,-1.4577341356146428e-06,-9.392020153566729e-07,-1.6349691813050747e-06,9.254927442627924e-07,6.582876754319334e-07,-2.432071829135443e-06,-1.7268276571607234e-06
bite,-2.4022577319041254e-05,-1.5904846196750304e-05,-2.26862253367333e-05,-2.7244745586588636e-05,-1.8375409246391488e-05,-2.0820152573364178e-05,9.616737803501024e-06,8.095468095922442e-06,-3.91116779257874e-05,-6.803963123971406e-06
bites,-2.7207019891162284e-05,-1.754004006580532e-05,-1.26925906252238e-05,-1.8652797335015348e-05,-1.3448410360881393e-05,-2.8482911041118518e-05,1.979448622894733e-05,9.849792248733226e-06,-4.34343272872472e-05,8.663109263520493e-06
biting,-3.127407208858525e-06,-2.390260064824468e-06,-2.5531050446038085e-06,-2.975893437348118e-06,-1.9866093009705744e-06,-3.3633967983074872e-06,1.7509156310359668e-06,1.6428215768224377e-06,-5.016274845933849e-06,-5.764633486460304e-06
