term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
magnet,-3.1068902966313434e-06,-2.3593101881680023e-06,-2.4661003933828966e-06,-2.876847285180048e-06,-1.869322878702646e-06,-3.4612561608478368e-06,1.7697881295123664e-06,1.3073960793614595e-06,-4.882724009206407e-06,-3.4549123545469426e-06
magnetic,-6.05654468608105e-07,-4.6384074297896616e-07,-5.003171684942101e-07,-5.998542008389838e-07,-3.789005886066674e-07,-7.443918317731678e-07,-3.6169769224938313e-07,5.969512633661707e-08,-4.078338976662735e-07,-7.502249347167124e-07
magnetism,-9.276877505090425e-07,-6.939281623369701e-07,-7.362576110479845e-07,-8.63994086504488e-07,-5.446894293191338e-07,-1.0412532654337383e-06,5.085482102968068e-07,3.7072921921831857e-07,-1.4316190422600427e-06,-1.4989818705036738e-06
magnets,-2.5346604190507556e-06,-1.9127506277439828e-06,-2.0117607229158247e-06,-2.458681821541425e-06,-1.5235212235749417e-06,-2.9671952071332356e-06,1.2672100328042437e-06,1.0777705297341025e-06,-3.911833246758471e-06,-3.87049251274803e-06
magnificent,-8.20218972254797e-06,-8.363591918202505e-06,-9.150451622117149e-06,-1.037816258562312e-05,-6.875729188792961e-06,-1.3672314010713604e-05,3.167692228628192e-06,3.5345249938522923e-06,-1.6772773987229764e-05,-4.806855209756715e-06
magnolia,-3.7225813347193317e-07,-2.8544152406613714e-07,-3.2781535189279226e-07,-3.887729225926294e-08,-1.1037538591780553e-07,-3.5215519440277124e-07,2.07213184399312e-07,1.3970136155128115e-07,-5.641707303633428e-07,-4.908790522060148e-07
maguire,-9.668741006765416e-06,-7.489989845502136e-06,-7.5723243284771214e-06,-9.515173428368239e-06,-6.0546640035780185e-06,-1.1464906470934168e-05,8.88989317847714e-06,5.281484888669769e-06,-1.9040047738156656e-05,-2.328051089811318e-05
mah,-1.8317023059056686e-06,-1.3680150740410757e-06,-1.463217094499425e-06,-1.814933364784912e-06,-1.092299594151229e-06,-2.1899660376097e-06,1.0807095845050124e-06,7.312958821870701e-07,-2.9267297617936895e-06,-2.4075537179126316e-06
mahattan,-4.875112045272982e-06,-3.680314376520443e-06,-3.890173622407832e-06,-4.9635342802077635e-06,-3.055803647076807e-06,-5.766080212642904e-06,5.284182941985891e-07,1.4002696784427472e-06,-5.931168027105983e-06,-7.360690968092751e-06
mahhhh,-4.6987805104552485e-06,-3.5887496132538036e-06,-4.119429108727959e-06,-5.8831699859293075e-06,-3.3656147548082e-06,-6.704204655450029e-06,3.4935601824620666e-05,9.329918202474631e-05,6.752974042999089e-05,-1.3340944642052675e-06
maid,-1.3561071000756243e-05,-1.0281935988539521e-05,-1.089261899380209e-05,-1.311489230723661e-05,-8.03522224763553e-06,-1.5950905404144522e-05,7.268719516367916e-06,4.9206589339784215e-06,-2.127163248843421e-05,-2.2014323133746986e-06
mail,-3.231761469452751e-05,-2.587082524056062e-05,-2.4984923091047648e-05,-3.0169845377418572e-05,-2.1654487581203195e-05,-1.2797025280627843e-05,1.8153209073031945e-05,1.2313130824247916e-05,-5.136904739675361e-05,-3.814268287033328e-05
mailbox,-5.925092767009469e-06,-4.462074663124066e-06,-4.855429624357337e-06,-5.706209099300974e-06,-3.5798070031623865e-06,-7.20444059979612e-06,2.9279789234882714e-06,2.371508558140933e-06,-9.50644929423144e-06,-9.614954921457475e-06
mailboxes,-9.933219664631638e-06,-7.384282657309853e-06,-7.399467774118418e-06,-8.693692557009724e-06,-5.421562857729516e-06,-1.0078355938710659e-05,7.228515397899142e-06,4.011478011357212e-06,-1.4589943382968122e-05,-1.0757984715298406e-05
mailed,-1.123625072010176e-06,-8.730005135276851e-07,-9.256633970469818e-07,-1.0813322105481344e-06,-6.877463920835113e-07,-1.3807072036797585e-06,6.245077389121462e-07,4.274006398116907e-07,-1.8306244250266033e-06,-1.8023867112553748e-06
mailing,-2.8688244800217097e-06,-2.481091203905472e-06,1.3458484495407924e-05,-8.742839220857915e-07,-7.2450190058829e-07,-2.01301550071858e-06,1.0300886318498263e-06,7.496465284665198e-07,-3.3121883623852714e-06,-3.815036510180475e-06
mailman,-2.9573711744107048e-06,-5.76052693438846e-07,-2.2877559654982364e-06,-2.855021930120528e-06,-1.8115292240329486e-06,-3.520652417089691e-06,5.29212336810576e-06,-3.318390326142538e-06,-5.186557923527099e-07,-4.227222183362483e-06
mailorder,-5.700648203029261e-07,-4.3622311186339427e-07,-4.4988024881718e-07,-5.610119577376137e-07,-3.5470506627221556e-07,-6.768899023172943e-07,2.412186932006937e-07,1.7680106654941574e-07,-8.33491822309794e-07,-8.640282332783404e-07
main,-3.007243294087697e-05,-2.291176512364605e-05,-2.4104296170448987e-05,-2.90166492098741e-05,-1.811288014100818e-05,-3.618908879281267e-05,1.4075758177764726e-05,1.0818702626741567e-05,-4.6474185041730144e-05,-4.031052376712236e-05
maine,-1.3018372162685933e-05,-1.1554648929425976e-05,-1.2917393120125293e-05,-1.5909117431749098e-05,-1.0208372377243638e-05,-2.0638215437736018e-05,-4.22637063322273e-05,-9.605666373370611e-06,1.9061781861641076e-05,-1.1465393159071354e-05
mainly,-2.602138640104387e-06,-1.9861394651220403e-06,-2.1615822419176865e-06,-2.4705446158834546e-06,-1.597312646901628e-06,-3.2734414016065116e-06,1.2617733456558844e-06,9.98407881469379e-07,-4.2833184305796775e-06,-4.2443993924622054e-06
mainstream,-1.0577044366750449e-06,-7.925646361718103e-07,-8.242192423084482e-07,-9.839270657752167e-07,-6.083179173104473e-07,-1.2065154504320759e-06,5.038535031647203e-07,3.7763599529884113e-07,-1.53244738734149e-06,-1.5211975498446585e-06
maintain,5.83860295953249e-07,-1.9038654444091894e-06,1.8591367620242062e-06,8.435581151994915e-07,-2.355917324682777e-07,-1.8022731056658736e-06,1.1720980754698725e-06,9.041446503446361e-07,-3.2760530712442076e-06,-3.6876383105352748e-06
maintaining,-1.5540437016800183e-06,-1.1547398979966064e-06,-1.2085012607177902e-06,-1.4877416096411322e-06,-8.762906418038655e-07,-1.7507079731776756e-06,9.412225198322238e-07,6.057752164143471e-07,-2.32898308785968e-06,-2.2722100749454594e-06
maintenance,-4.412570123055843e-06,-3.4338911797307926e-06,-3.767207375346864e-06,-4.963936887770378e-06,-3.281135707354665e-06,-3.2414411762403425e-06,-4.057119556635382e-06,-6.083756436563788e-08,-1.986781775054209e-06,-1.8766067667762616e-06
majestic,9.121441793408135e-08,-3.4672289706181233e-07,-3.917237485001158e-07,-4.6931997044468634e-07,-2.921216330692617e-07,-5.917958681182614e-07,3.304397546573984e-07,1.9472258510511686e-07,-8.517306207126998e-07,1.714062731772214e-07
major,-2.1307066647983178e-05,-1.5992175265267765e-05,-1.7383391332463904e-05,-2.1854999744239052e-05,-1.4030536579511314e-05,-1.550098432007375e-05,1.3472056190618857e-05,8.119782592635714e-06,-3.040833925089717e-05,-3.272223032084346e-05
majored,-3.7294778402153316e-06,-2.8031081664544527e-06,-3.0534939785877774e-06,-3.751541059054313e-06,-2.3034916245242327e-06,-4.599721681104455e-06,1.7386605887291812e-06,1.4690556097954923e-06,-5.89276678752822e-06,-6.139065341356394e-06
majority,-1.8771250821378454e-06,-1.4866276172634751e-06,-1.6704411314263497e-06,-2.0872353434751297e-06,-1.3477855083555565e-06,-2.7406256716425004e-06,-4.634749237446677e-06,-6.40440372246779e-07,1.0700861050517455e-06,-2.474132028409197e-06
make,-0.0005630704510663877,-0.0004966697961796329,-0.000238944190759209,-0.0005107959995024561,-0.00039001556063646484,-0.0006550819420311162,0.0002126523188441905,0.0001339598612580194,-0.0008733267267696299,-0.0009040637297469184
makebelieve,-4.233077473991803e-06,-3.1422846985363757e-06,-3.403430452790243e-06,-4.30236597051947e-06,-2.636558835327285e-06,-4.79663666675064e-06,1.0482688524658938e-06,1.4677885802421032e-06,-5.669148730653008e-06,-6.712462344497104e-06
makeover,-4.786929959976215e-06,-3.6107390893173966e-06,-3.8028886673024608e-06,-4.8054350088694926e-06,-2.9860141180427036e-06,-5.710877019619297e-06,2.6196547901245903e-06,1.8330381036154898e-06,-7.671677438528701e-06,-7.76835014265e-06
maker,-1.372548171239853e-06,-1.0324636819771007e-06,-1.097666001425986e-06,-1.3106294466365153e-06,-8.448628970475005e-07,-1.6415958405573975e-06,7.851701177880263e-07,5.109815940691607e-07,-2.2415950671643293e-06,-2.290109679087426e-06
makers,-3.0048574188786655e-06,1.2725655724212243e-05,-1.2071568114398778e-06,-1.6782066735246124e-06,-1.0210649450986025e-06,-2.1215397817911793e-06,6.521365978207583e-07,5.62657108365371e-07,-2.626062843708509e-06,-3.1375252879123087e-06
makes,-0.000138306233394974,-0.0001338310052973618,-0.00010460328371813038,-0.00016376397113432317,-0.00012952565060489907,-0.00024015120425967205,-0.00010551708953708845,6.882792446510335e-06,-0.0001657779299193409,-0.0002202317114545644
makeshift,-1.5985146829744114e-06,-1.207427073340956e-06,-1.283060028323547e-06,-1.5161532155327157e-06,-9.666529992105375e-07,-1.898284547873279e-06,8.664970689678404e-07,5.879782287430752e-07,-2.5426620231476025e-06,-2.4293183095518055e-06
makeup,-3.304321638860008e-05,-2.6398971629293092e-05,-3.5474729977564316e-05,7.371035687362512e-05,1.8301781685844386e-05,-9.368177742435757e-06,1.378261820479784e-05,1.3006427103415345e-05,-3.9698950421193364e-05,-4.3601056240015e-05
makeyourown,-1.4154149509590383e-06,-1.062956866339222e-06,-1.1334182153295485e-06,-1.3249611343826032e-06,-8.209348875903034e-07,-1.6497098669780118e-06,8.278773216388543e-07,5.563697676705556e-07,-2.2352933994574248e-06,-2.1699293951505785e-06
makin,-1.877323659384263e-05,-5.0165352898638175e-06,-1.4628573293173172e-05,-1.66186448669998e-05,-1.0920406129946546e-05,-1.9604854706883357e-05,4.656015108453656e-05,0.00010633744260353907,5.30411833772048e-05,-1.766439557799563e-05
making,-0.00024229058586355506,-0.00019223938819680733,-0.0002024019194611173,-9.529381773929441e-05,-0.00010807774422644485,-0.00019209609755326497,-3.709940436288798e-05,4.358356712971907e-05,-0.000237328052759588,-0.00022575917335687358
makingfunoffatpeople,-5.710842616381977e-06,-4.3968016281383615e-06,-4.594450096538159e-06,-5.539631837298611e-06,-3.512338612829403e-06,-7.0839674838649885e-06,2.446315927431723e-06,1.7002619137130955e-06,-8.80067626003034e-06,-9.495571664123162e-06
malaysian,-1.1774945545445339e-06,-8.995959101003204e-07,-9.615736269247716e-07,-1.1411330720536168e-06,-7.054503740947498e-07,-1.4258647245061938e-06,6.743262522576494e-07,4.3154574326254447e-07,-1.8724975715612017e-06,-1.8301689482488035e-06
male,-3.9942594029204425e-05,-3.0662134163549335e-05,-3.328707040029342e-05,-1.541605633548008e-05,-1.561405766114792e-05,-3.905681085273323e-05,2.3081438834121546e-05,1.4016322550145545e-05,-5.799326469290017e-05,-2.4618741671827984e-05
malefemale,-1.2369281986467234e-06,-9.491225816999492e-07,-1.0076243655994156e-06,-1.2020674939762324e-06,-7.657740950671986e-07,-1.5726600105865364e-06,5.570036318709243e-07,4.848702147009168e-07,-2.0496735385487643e-06,-2.2329392193610303e-06
malfeasance,-4.129819511726686e-06,-3.351036589421661e-06,-5.1315695239073195e-06,1.4940718654987766e-05,4.386678028930113e-06,2.911739341959535e-08,-6.183348466909314e-07,4.2074578683291526e-07,-2.345101006886028e-06,-4.899838165061549e-06
malfeasancesesses,-6.216465725946928e-07,-4.813903833796399e-07,-5.249673496897603e-07,-6.298248882545725e-07,-4.002928388546336e-07,-8.09929367752568e-07,-4.3068490133811303e-07,5.2072075940396114e-08,-4.35067371671189e-07,-9.079315674379093e-07
malfunction,-1.796386541006229e-06,-1.4071300606718416e-06,-1.6341847886787083e-06,-3.304917641299153e-06,-2.442569070137361e-06,8.045134768132596e-06,8.212612699182542e-07,5.108585521122887e-07,-1.8280332113053401e-06,-1.9855880583152485e-06
malfunctioned,-1.8589156965201814e-06,-1.4533714733461994e-06,-1.6305683564999607e-06,-2.077208527717072e-06,-1.288083758053369e-06,-2.5983741822922727e-06,-5.076474190956278e-06,-8.585216317277219e-07,1.7847631616446538e-06,-1.3025149600782657e-06
malibu,-3.1806958565046007e-07,-2.4425728243360716e-07,-2.814713325030953e-07,-8.61388590491913e-08,-1.1499466478357467e-07,-3.1938348629676285e-07,1.7390394898825784e-07,1.2432501627968057e-07,-4.938656332616655e-07,-5.036013480787263e-07
maligning,-3.450162594676948e-07,-2.645932306654978e-07,-2.8251325252828095e-07,-3.456199459050906e-07,-2.185235606914246e-07,-4.2365710168875837e-07,-3.054882465642701e-08,8.438849803331733e-08,-3.8486965718730255e-07,-4.891943579221506e-07
mall,-5.248689244331345e-05,-4.3862353448132695e-05,-5.955115512980819e-05,-5.8785482750147264e-05,-4.0311923590474e-05,-8.453743027093326e-05,5.7222934449301434e-05,1.4068257212185173e-05,-0.00010825378435303692,-4.8186632581520066e-05
mallard,-2.6550038257499326e-05,-1.998916117211706e-05,2.873920286786866e-06,-2.269834894074637e-05,-1.536225200340689e-05,-3.097156053923441e-05,-2.6813299620476147e-05,2.0725034008054767e-05,1.800651242974327e-05,-2.77354001386773e-05
malleable,-7.917008166183168e-07,-5.98410198293526e-07,-6.428401926140887e-07,-7.221290935161009e-07,-4.562380051679521e-07,-9.40513282605041e-07,4.5302761367937315e-07,3.1344288982046515e-07,-1.2964006800316525e-06,-1.333317227593855e-06
malls,-2.0703118638684174e-06,-1.5463131290085506e-06,-1.6140727306387726e-06,-2.0337153821437277e-06,-1.2197550913292718e-06,-2.431591113514251e-06,1.1072634259699173e-06,7.6172933124422e-07,-3.157969657553222e-06,-3.2480909768467824e-06
malone,-4.075251838525723e-05,-2.9069812368028e-05,-2.9795018627516127e-05,-3.900310262937399e-05,-2.3843842313475583e-05,-3.97305041390734e-05,2.187373626244136e-05,1.5664834006748294e-05,-5.899575546184871e-05,-5.7359313694652134e-05
malt,-2.2082367384879134e-06,-1.6498969072642622e-06,-1.7466310986802882e-06,-2.0955500650381427e-06,-1.2554891336843621e-06,-2.5064447106632052e-06,1.3197965009446104e-06,7.75046841245988e-07,-3.2502796280003107e-06,-3.1342035479335708e-06
mama,-0.00012604720478341785,-9.279719405223648e-05,-9.736748437434875e-05,-0.00012289082658165006,-7.288220655499195e-05,-0.00010185174066979718,8.038212889990009e-05,4.965510891755532e-05,-0.0001811751698836211,-0.00016741096540965898
mamacita,2.351578286724375e-06,-7.355788528281076e-07,-8.777819857099676e-07,-1.0717720348408528e-06,-6.770862087988026e-07,-1.3060094498641197e-06,5.660616057864475e-07,4.1803231309717847e-07,-1.7365123364305217e-06,-1.8140474485053336e-06
mamas,1.8067340850333225e-07,7.450210911423963e-07,-4.7002303409722526e-07,-7.710564672521226e-07,-5.46716578502043e-07,6.807390095344311e-07,3.471323863676673e-07,2.447111328376417e-07,-8.114747918641889e-07,-8.180566496537805e-07
mambo,-8.259181792455126e-07,-6.307571616768072e-07,-6.464141683222762e-07,-7.636610814350917e-07,-4.984257803589485e-07,-9.535906292582975e-07,4.240853050519868e-07,2.9956726136440373e-07,-1.2486744721962448e-06,-1.214143863315394e-06
mamma,-2.3545685769284085e-06,-1.8678475799960276e-06,2.235827626154733e-06,-1.7524472114818722e-06,-1.1694436251921263e-06,-2.4372843400782204e-06,1.2162276977173282e-06,7.83208054696679e-07,-3.4366443570376025e-06,-3.342697971248766e-06
mammal,-2.4455678032094765e-06,-1.8868492326950053e-06,-2.071075632354447e-06,-2.526235019789362e-06,-1.6096020696486038e-06,-3.2276968292986256e-06,-4.578050283100007e-06,-5.566363542334148e-07,7.689573342967889e-07,-2.6463091347620576e-06
man,-0.0007795617624122788,-0.0006777270756205585,-0.0006587982361940329,-0.0010605480167759725,-0.0008594781323255624,0.0010738568111281065,0.0004457151701963349,0.00018162568020659093,-0.0013962929086433552,0.0023738763591140723
manage,-3.371380711120693e-05,-7.187910164587443e-06,-2.9190211835138996e-05,-1.746426907768633e-05,-1.5703345275512773e-05,-3.0780582725147134e-05,1.2632893932836273e-05,1.3450296628840865e-05,-4.639989707701912e-05,-4.539917157840255e-05
manageable,-1.7281505263103011e-06,-1.310659372729512e-06,-1.3638330672214785e-06,-1.6551891589608351e-06,-1.0341646147803614e-06,-2.06263492628907e-06,7.577290492347877e-07,5.906212810698601e-07,-2.555984219552656e-06,-2.650972684045884e-06
managed,-1.4776841959309224e-05,-1.1698991930863613e-05,-1.2419275255123838e-05,-1.3892345265638049e-05,-9.031318124669152e-06,-1.8170529142227732e-05,7.492790763964245e-06,5.580367706420863e-06,-2.353803723744738e-05,-2.1742753135323955e-05
management,-5.4348678539734093e-05,-4.0227063591144245e-05,1.1424071406574512e-05,-2.369916079294037e-05,-2.1367385648268928e-05,-5.227069920934822e-05,-1.1498927351035923e-05,3.822393048648633e-06,-3.648998424659855e-05,-5.783786224342124e-05
manager,-0.00021066872929410835,-7.951858970574088e-05,-0.0001978788967769414,-0.0002020722843069369,-0.00014541764466341478,-0.0002948866363152428,6.588992174789796e-05,0.00011346275942896185,-0.0003247461250929852,-0.00036973668394292146
manageramanger,-3.355348193140434e-07,2.797896101678783e-07,-2.315068815212311e-07,-2.803870451339365e-07,-1.847070941855563e-07,-3.630990569757756e-07,4.087267146638735e-07,-9.418341631819804e-08,-3.2330523814079804e-07,-1.648943722370745e-07
managerial,-1.4579463116971028e-07,3.7489564001325594e-08,6.362936235509905e-07,1.620958611023189e-08,-7.269368145183164e-08,-2.6777367229448556e-07,-2.6954177953347126e-07,1.9878679834784473e-08,-1.1178153404147467e-07,-4.476050159147172e-07
managers,-2.0102568233954368e-05,1.224875316586553e-05,-6.5983870548229646e-06,-1.752458549191969e-05,-9.937527382493131e-06,-1.951578830657516e-05,8.546977843559433e-06,7.043273729627585e-06,-2.803307123078832e-05,-2.978120729802074e-05
manages,-1.3463722206306317e-06,-1.0244031948854125e-06,-1.0520226823626986e-06,-1.303068235983455e-06,-8.090149682705139e-07,-1.6027827557008918e-06,9.114969876313765e-07,4.234391891267714e-07,-2.151426431560757e-06,-1.9234864140216357e-06
managing,-9.718788044076565e-06,-7.406638610821601e-06,-8.148910435874549e-06,-6.589486734163607e-06,-4.84670680791041e-06,-1.12985963109021e-05,5.920520698326846e-06,3.191949912090372e-06,-1.5752557747171982e-05,-1.2042442239406619e-05
managment,-2.484099021134555e-06,-1.8506937376846616e-06,-1.986665350334531e-06,-2.3577914677754406e-06,-1.4396094388472005e-06,-2.86098789215399e-06,1.6048166347014e-06,1.025465770320595e-06,-4.006945538503056e-06,-3.765409113222254e-06
manatee,-1.7914225388970605e-06,-1.4021511795763438e-06,-1.5872658290415174e-06,-1.7815689243196264e-07,-5.548567817923165e-07,-1.6829110781186985e-06,1.130020423500628e-06,6.557711803084319e-07,-2.8920010652085196e-06,1.1017893203722337e-07
manboy,-1.82050487080393e-06,-1.463907284152789e-06,-2.0444617297200856e-06,4.69543720773315e-06,1.2621567055616554e-06,-3.90073742686801e-07,7.942866673177811e-07,5.80580438170005e-07,-2.020218408261141e-06,-2.5114920719098766e-06
mancave,-9.149543096957252e-07,-7.072965873519385e-07,-7.504778564876486e-07,-9.234930918094953e-07,-5.884623919076993e-07,-1.1348920066372408e-06,-1.1013500769424765e-06,-6.950416967839183e-08,-1.3774345830066878e-07,-1.0082801571773666e-06
mand,-1.3976378521996885e-06,-1.1136578034903e-06,-1.2559933643788401e-06,-1.5993128638367934e-06,-1.0360265024977287e-06,-2.064953837735339e-06,-5.8940801641968255e-06,-1.2354191273383982e-06,3.001535027651946e-06,-8.383129880377622e-07
mandate,-2.1829424000980334e-06,-1.646537892148557e-06,-1.7471388694343e-06,-2.03821721381172e-06,-1.2939084634816538e-06,-2.5298864732313608e-06,1.2767925107969813e-06,8.761341843977462e-07,-3.4710506833654765e-06,-3.290744920859023e-06
mandated,-4.1279979423907885e-07,-3.130262817041375e-07,-3.384174727035043e-07,-4.0135518902369427e-07,-2.554290274239007e-07,-5.146338912850251e-07,2.05927717302079e-07,1.4750241177797936e-07,-6.63609002011247e-07,-6.767951548084616e-07
mandatory,-2.3630320259548257e-05,-1.9251261078026042e-05,-2.784005629238586e-05,5.08443237380525e-05,7.83501290283354e-06,5.115147580651653e-05,5.516198501959461e-06,4.461732833356332e-06,-1.9067060436572216e-05,-2.5431377809737374e-05
maneuvering,-2.1968220652752177e-06,-1.6605854114154734e-06,-1.7204626784846058e-06,-2.0908256642528104e-06,-1.3102881186069125e-06,-2.3331476693317826e-06,1.3363001574594189e-06,1.0772153887683025e-06,-3.3494243634237943e-06,-3.767410748534034e-06
mange,-4.251694824558367e-06,-3.422780479122528e-06,-3.793543687345473e-06,-5.293825334532486e-06,-3.382295935565349e-06,-6.543201474693991e-06,-2.6120345112561545e-05,-5.532649747874894e-06,1.5496539381051066e-05,-1.2924777526530557e-06
manger,-4.5870740080851245e-06,-3.4468522785153733e-06,-3.853614987872183e-06,-3.8586463868828405e-06,-2.6020488751099497e-06,-5.283749950321905e-06,2.2331248437822145e-06,1.887141651046091e-06,-7.3178821301664835e-06,-7.801603382998195e-06
mango,-2.9676732813279663e-07,-2.2839139399243705e-07,-2.4583924793527234e-07,-3.302579296310682e-07,-2.1997637895083515e-07,-6.847296018396434e-08,1.736971257318551e-07,1.0996168256411449e-07,-4.5877329802721583e-07,-4.3596475845882387e-07
manhattan,-1.5237605372441261e-06,-1.1628664962688793e-06,-1.2278345841828539e-06,-1.4316347439823315e-06,-9.143627863256888e-07,-1.8351544678409973e-06,3.289264900236546e-07,4.828627816288923e-07,-2.0230295137359706e-06,-2.360672278592009e-06
manheim,-6.922198051629262e-07,-5.166047412774432e-07,-5.474334455574359e-07,-6.611239392360263e-07,-4.0534149501491416e-07,-8.157346611523644e-07,4.513318423539164e-07,2.8102599747057107e-07,-1.132195356058768e-06,-8.214283807236701e-07
manholes,-2.3209617062741648e-06,-2.0118221623242477e-06,1.2021255919153591e-05,-3.6975994831296223e-07,-4.0548999316782665e-07,-1.05273710058219e-06,1.341142042718704e-06,6.421755612200693e-07,-2.304330701781186e-06,-1.6390902526625078e-06
manhood,-4.290218345272233e-06,-3.2951720585676284e-06,-3.4560601076149913e-06,-4.025832841727305e-06,-2.5838815743494776e-06,-4.932938285038995e-06,1.837060300839195e-06,1.490857576452855e-06,-6.41552940754967e-06,-4.502662255027519e-06
manhunt,-4.678707633454728e-06,-3.4281308508741928e-06,-3.6691342470061816e-06,-4.476723040494906e-06,-2.719359224360806e-06,-5.491928487993591e-06,1.7422583625438885e-06,1.3976556144700183e-06,-6.406434112185076e-06,-6.991656855353288e-06
maniac,-7.691059974623736e-07,-5.77845038999006e-07,-6.110173971774299e-07,-7.689170416841248e-07,-4.815507420145083e-07,-8.926621641115802e-07,3.280413771931e-07,2.962994822471095e-07,-1.1417316087224256e-06,-1.2630160990476542e-06
maniacally,4.156867448283134e-05,7.011529681876865e-05,3.9038760152182093e-05,-6.24236732029248e-07,-1.4505177638807534e-06,-3.592155349145338e-06,4.661002097703758e-06,3.102419529973399e-06,-9.77270883985534e-06,-1.1914204669101357e-05
manic,-1.1358641226716915e-06,-8.76312434103777e-07,-9.777738751345243e-07,-1.1886515930245157e-06,-7.510051609643918e-07,-1.547959205786375e-06,-1.8128417705009873e-06,-1.7549476200844347e-07,5.3244545095987595e-08,-1.1259060899948862e-06
manicure,-4.535449538668499e-06,-3.50722500108603e-06,-3.834739923614187e-06,-4.1149573204176565e-06,-2.7356258889357702e-06,-5.75838524254091e-06,2.8607117204325147e-06,1.9018933151034839e-06,-8.278546791227016e-06,-8.371001021040228e-06
manifest,-1.2992761090624859e-06,-9.77020340221374e-07,-1.0195594287001123e-06,-1.2878974107429137e-06,-7.695376209694868e-07,-1.5606896683429102e-06,8.25290708183482e-07,5.150164858870071e-07,-2.134688249704261e-06,-2.1101161351090395e-06
manila,-6.828798661634589e-06,-5.119816361517339e-06,-5.561322396291159e-06,-6.429832463224016e-06,-4.067137279123485e-06,-8.179972126285004e-06,1.8392050950798075e-06,2.4140907792499785e-06,-9.503748473148154e-06,-1.1475077797311466e-05
manipulate,-5.64396625194431e-07,-4.207836814974285e-07,-4.5371782824553306e-07,-5.437021733242016e-07,-3.382041521124203e-07,-6.683504731856598e-07,3.2654351328247945e-07,2.2016945070986592e-07,-8.994856011776516e-07,-8.362233114058854e-07
manipulates,-1.6872139190631013e-05,-1.2861725463245152e-05,-1.3630165794027256e-05,-1.6568292899721124e-05,-1.036172631388504e-05,-2.070700127946913e-05,6.461137816559919e-06,5.534796178932303e-06,-2.4904142662379927e-05,-2.6193472725499338e-05
manipulative,3.1871938875673703e-06,-5.398871088538118e-07,-7.21773604104446e-07,-8.331628759509763e-07,-5.624201561087104e-07,-1.1316345502557795e-06,4.785248916002717e-07,3.71601451478305e-07,-1.5925176364472624e-06,-1.5365653617893422e-06
manley,-8.025507282128869e-06,-6.031968657445031e-06,-6.273814935723729e-06,-7.790348934604474e-06,-4.6868157648307045e-06,-9.511294464080384e-06,6.309255220610515e-06,3.2588297759749584e-06,-1.39922173707982e-05,-9.439545736090196e-07
manliest,-3.405998956342031e-06,-2.641833350446018e-06,-2.591052755143783e-06,-3.437410745618081e-06,-2.1755226528626376e-06,-4.087443829166878e-06,2.2532649051664913e-06,1.5798770080076393e-06,-6.0689740214776185e-06,-6.035002620015624e-06
manly,-4.202346228810855e-06,-3.2719008899300508e-06,-3.5482354081286095e-06,-4.274224552245618e-06,-2.8222997936407974e-06,-5.547519699988368e-06,9.451452014580933e-06,-7.156037200220175e-06,9.473132789894207e-07,-6.736015554651019e-06
mannequin,-4.939481176949165e-06,-4.068274510730598e-06,-4.083441893088259e-06,-5.643902364694129e-06,-3.681088316149875e-06,-7.458842435342581e-06,6.898281889590323e-06,2.5111537112892686e-06,-1.0588792868902732e-05,-5.420698158559335e-06
manner,-1.2778281481239083e-06,-9.526855272303282e-07,-1.0237365040565565e-06,-1.2360548793520007e-06,-7.645581453715712e-07,-1.520269941538159e-06,7.675806632130818e-07,4.893684801581842e-07,-2.0422662573690415e-06,-2.0052726335194267e-06
mannered,-1.998533225066157e-06,-1.4710106957539516e-06,-1.5200045495383266e-06,-1.9102151246869545e-06,-1.1121718183955129e-06,-2.08223671737583e-06,1.308135789156005e-06,7.698841213762335e-07,-2.943083478018016e-06,-2.721216217951891e-06
manners,-4.086918055529454e-06,-3.0879306384308646e-06,-3.254003338569156e-06,-3.6300635204350806e-06,-2.3826600741488663e-06,-4.461966904711535e-06,2.7316934104977293e-06,1.5903139742828767e-06,-6.696160484174384e-06,-6.1355361332674494e-06
mannheim,-6.33048123632791e-07,-4.842301814139973e-07,-5.89545609674529e-07,2.713259229747392e-07,-5.349972482995081e-08,-5.214026509094318e-07,2.92329336334391e-07,2.0713651476434868e-07,-8.696600208625171e-07,-8.816919040265721e-07
mannheims,-6.33048123632791e-07,-4.842301814139973e-07,-5.89545609674529e-07,2.713259229747392e-07,-5.349972482995081e-08,-5.214026509094318e-07,2.92329336334391e-07,2.0713651476434868e-07,-8.696600208625171e-07,-8.816919040265721e-07
manpower,-8.467054960511461e-07,-6.413959707375445e-07,-6.522337423581221e-07,-7.964170251451278e-07,-5.015511799450485e-07,-9.418361829093138e-07,5.238219520790397e-07,3.3197818421275055e-07,-1.3062854745086271e-06,-1.1904662919966913e-06
mans,-3.936449495009996e-06,-3.058025831264718e-06,-3.898551173872668e-07,-3.373997729203528e-06,-2.187618715040818e-06,-4.494304829360617e-06,2.2723232452417523e-06,1.4918507221941783e-06,-6.308078656336328e-06,-3.875943486785223e-06
mansion,-3.513123759397195e-06,-2.658742614118013e-06,-2.882359639092561e-06,-3.67105214753559e-06,-2.3997026833469504e-06,-1.8732940490602662e-06,2.09780169553449e-06,1.3692963231576325e-06,-5.516666171946248e-06,-5.061568556036119e-06
