season,episode,scene,line,term_str,n,tfidf,max_pos,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
2,6,27,4090,hospital,1,0.6807596520662843,NN,0,0,0,1,0,1,0,1,0
2,6,27,4091,hospital,1,0.19855489851933295,NN,0,0,0,1,0,1,0,1,0
2,6,27,4091,sore,1,0.25856361485781887,NN,1,0,0,0,0,1,0,0,-1
2,6,28,4093,good,1,0.273046401349124,JJ,0,1,0,0,1,0,1,1,1
2,6,29,4096,emergency,1,2.2025008273370066,NN,0,0,0,1,0,1,1,0,-1
2,6,29,4098,hanging,1,1.1462106977927742,VBG,1,0,1,1,0,1,0,0,-1
2,6,29,4099,crazy,1,0.7472212218757889,JJ,1,0,0,1,0,1,0,0,-1
2,6,29,4099,shout,1,1.1063677648792285,NN,1,0,0,0,0,0,1,0,0
2,6,30,4107,wait,1,0.7621397640432612,NN,0,1,0,0,0,0,0,0,-1
2,6,30,4111,good,1,0.10457096221881344,JJ,0,1,0,0,1,0,1,1,1
2,6,31,4112,illegal,1,4.021043403251667,JJ,1,0,1,1,0,1,0,0,-1
2,6,32,4116,effective,1,0.47668463451157794,JJ,0,0,0,0,0,0,0,1,1
2,6,32,4116,happy,1,0.29149944932639277,JJ,0,1,0,0,1,0,0,1,1
2,6,32,4116,immediately,1,0.3993711959467506,RB,0,1,0,0,0,0,0,0,0
2,6,32,4120,title,1,1.671508590052899,NN,0,0,0,0,0,0,0,1,1
2,6,33,4129,afraid,1,0.14689844772719737,JJ,0,0,0,1,0,0,0,0,-1
2,6,33,4129,honor,2,0.2805035685265657,NN,0,0,0,0,0,0,0,1,1
2,6,33,4129,losing,1,0.14515137993064378,VBG,1,0,0,0,0,1,0,0,-1
2,6,33,4129,love,1,0.0859823039407285,VBP,0,0,0,0,1,0,0,0,1
2,6,33,4129,ridiculous,1,0.13432091613850972,JJ,1,0,1,0,0,0,0,0,-1
2,6,34,4130,excellent,1,0.6595470138875127,NN,0,0,0,0,1,0,0,1,1
2,6,36,4138,attack,1,0.39511179320553574,NN,1,0,0,1,0,0,0,0,-1
2,6,36,4138,bad,1,0.26677163198322934,JJ,1,0,1,1,0,1,0,0,-1
2,6,37,4140,problem,1,4.142761315545725,NN,0,0,0,1,0,1,0,0,-1
2,6,37,4141,pretty,1,0.9300040725183842,RB,0,1,0,0,1,0,0,1,1
2,6,37,4142,case,1,0.5579981641545854,NN,0,0,0,1,0,1,0,0,-1
2,6,37,4142,fight,1,0.6114388931601417,NN,1,0,0,1,0,0,0,0,-1
2,6,37,4143,true,1,4.209637009990138,JJ,0,0,0,0,1,0,0,1,1
2,6,37,4146,count,1,1.978641041662538,VB,0,0,0,0,0,0,0,1,1
2,6,37,4148,bad,2,0.30488186512369064,JJ,1,0,1,1,0,1,0,0,-1
2,6,37,4148,lucky,1,0.21454965565703105,JJ,0,0,0,0,1,0,1,0,1
2,6,37,4148,real,2,0.3062923639823179,JJ,0,0,0,0,0,0,0,1,1
2,6,37,4148,tough,1,0.1996535161339238,JJ,0,0,0,0,0,1,0,0,-1
2,6,37,4150,die,1,0.6665233086217554,VB,0,0,0,1,0,1,0,0,-1
2,6,37,4150,fight,1,0.6987873064687333,NN,1,0,0,1,0,0,0,0,-1
2,6,37,4150,lost,1,0.6312187235910826,VBD,0,0,0,0,0,1,0,0,-1
2,6,37,4153,die,1,1.5552210534507624,VB,0,0,0,1,0,1,0,0,-1
2,6,38,4158,chocolate,1,0.6837183525131598,NN,0,1,0,0,1,0,0,1,1
2,6,39,4161,happy,1,1.1243550188303721,JJ,0,1,0,0,1,0,0,1,1
2,6,40,4163,sir,1,2.2625765423493545,NN,0,0,0,0,0,0,0,1,1
2,6,40,4165,respect,1,0.6595470138875127,NN,0,1,0,0,1,0,0,1,1
2,6,40,4166,disrespect,1,0.29536186349698357,NN,1,0,0,0,0,0,0,0,-1
2,6,40,4166,kind,1,0.165092922379349,NN,0,0,0,0,1,0,0,1,1
2,6,40,4166,screaming,1,0.26108439400088096,VBG,1,0,1,1,0,0,0,0,-1
2,6,40,4168,black,1,0.6772612262580642,JJ,0,0,0,0,0,1,0,0,-1
2,6,41,4171,qualified,1,0.8301826870263586,VBN,0,0,0,0,0,0,0,1,1
2,6,42,4172,competition,1,0.2917949886879046,NN,0,1,0,0,0,0,0,0,-1
2,6,42,4172,respects,1,0.3240371373436939,NNS,0,0,0,0,0,0,0,1,1
2,6,43,4173,god,1,0.4122656403086258,NNP,0,1,0,1,1,0,0,1,1
2,6,43,4173,idiot,1,0.6200419682321104,NN,0,0,1,0,0,0,0,0,-1
2,6,44,4176,fight,2,1.1509437988896785,NN,1,0,0,1,0,0,0,0,-1
2,6,44,4184,grow,1,0.354085253945634,VB,0,1,0,0,1,0,0,1,1
2,6,45,4185,friend,2,0.217852654644877,NN,0,0,0,0,1,0,0,1,1
2,6,45,4185,hairy,1,0.19000664564126857,JJ,0,0,1,0,0,0,0,0,-1
2,6,45,4185,honor,1,0.14217304158195793,NN,0,0,0,0,0,0,0,1,1
2,6,45,4185,outcast,1,0.21740390591524117,NN,0,0,1,1,0,1,0,0,-1
2,6,45,4185,true,1,0.11533252082164762,JJ,0,0,0,0,1,0,0,1,1
2,6,45,4185,worship,1,0.20370527577825487,VBP,0,1,0,1,1,0,0,1,1
2,6,46,4188,tutelage,1,3.1740970263625212,NN,0,0,0,0,0,0,0,1,1
2,6,46,4190,badger,1,0.7557373872291716,VB,1,0,0,0,0,0,0,0,-1
2,7,1,4191,lucky,1,0.5006158631997392,JJ,0,0,0,0,1,0,1,0,1
2,7,1,4193,good,1,4.914835224284232,JJ,0,1,0,0,1,0,1,1,1
2,7,1,4194,wait,1,0.979893982341336,NN,0,1,0,0,0,0,0,0,-1
2,7,5,4201,deal,1,0.17644800646333736,NN,0,1,0,0,1,0,1,1,1
2,7,5,4201,groan,1,0.2669905752537286,NN,0,0,1,0,0,1,0,0,-1
2,7,6,4205,kind,1,0.3086519853179134,NN,0,0,0,0,1,0,0,1,1
2,7,7,4219,brother,1,0.2761041053958255,NN,0,0,0,0,0,0,0,1,1
2,7,7,4219,god,1,0.17177735012859408,NNP,0,1,0,1,1,0,0,1,1
2,7,7,4222,wait,1,1.3718515752778704,NN,0,1,0,0,0,0,0,0,-1
2,7,7,4224,wait,1,0.5276352212607194,NN,0,1,0,0,0,0,0,0,-1
2,7,8,4225,refused,1,0.7142761315545725,VBD,0,0,0,0,0,1,0,0,-1
2,7,9,4226,luck,1,0.6590449244312772,NN,0,1,0,0,1,0,1,0,1
2,7,9,4227,good,2,1.228708806071058,JJ,0,1,0,0,1,0,1,1,1
2,7,9,4227,luck,2,2.30665723550947,NN,0,1,0,0,1,0,1,0,1
2,7,9,4229,kiss,1,0.30901907632084924,VB,0,1,0,0,1,0,1,0,1
2,7,9,4229,late,1,0.30041680455616776,JJ,0,0,0,0,0,1,0,0,-1
2,7,9,4232,leave,1,0.5398287268948749,VB,0,0,0,0,0,1,1,0,-1
2,7,9,4233,blindly,1,0.12106375111094449,RB,0,0,0,0,0,1,0,0,-1
2,7,9,4233,delegate,1,0.12106375111094449,VB,0,0,0,0,0,0,0,1,1
2,7,9,4233,efficient,1,0.10517841960318057,JJ,0,1,0,0,0,0,0,1,1
2,7,9,4233,good,1,0.04165114596851044,JJ,0,1,0,0,1,0,1,1,1
2,7,9,4233,true,1,0.07134977983034133,JJ,0,0,0,0,1,0,0,1,1
2,7,10,4236,leave,1,0.5398287268948749,VB,0,0,0,0,0,1,1,0,-1
2,7,10,4236,wan,1,0.543792663508568,VBP,0,0,0,1,0,1,0,0,-1
2,7,10,4237,boy,1,0.45000602061146006,NN,0,0,1,0,0,0,0,0,-1
2,7,12,4248,case,1,0.5579981641545854,NN,0,0,0,1,0,1,0,0,-1
2,7,12,4249,planning,1,0.9036134358408836,NN,0,1,0,0,0,0,0,1,1
2,7,12,4251,agreed,1,0.7797349158161235,VBD,0,0,0,0,0,0,0,1,1
2,7,13,4264,wan,1,0.6344247740933294,VBP,0,0,0,1,0,1,0,0,-1
2,7,14,4276,blossom,1,6.935242565906303,NNP,0,0,0,0,1,0,0,0,1
2,7,14,4278,blossom,2,1.0669603947548159,NNP,0,0,0,0,1,0,0,0,1
2,7,14,4278,share,1,0.3979585836829074,NN,0,1,0,0,1,0,0,1,1
2,7,14,4280,blossom,1,0.49537446899330734,NNP,0,0,0,0,1,0,0,0,1
2,7,14,4284,wan,1,0.6920997535563594,VBP,0,0,0,1,0,1,0,0,-1
2,7,16,4297,good,1,0.409569602023686,JJ,0,1,0,0,1,0,1,1,1
2,7,16,4299,hysterical,1,0.6047885776366806,JJ,1,0,0,1,0,0,0,0,-1
2,7,17,4301,dumps,1,0.8963255026375174,NNS,1,0,0,0,0,1,0,0,-1
2,7,17,4301,real,1,0.5360116369690564,JJ,0,0,0,0,0,0,0,1,1
2,7,17,4305,good,1,0.24574176121421162,JJ,0,1,0,0,1,0,1,1,1
2,7,17,4305,wait,1,0.3429628938194676,NN,0,1,0,0,0,0,0,0,-1
2,7,17,4307,case,1,0.24129650341819908,NN,0,0,0,1,0,1,0,0,-1
2,7,18,4309,blossom,1,0.630476596900573,NNP,0,0,0,0,1,0,0,0,1
2,7,18,4309,god,1,0.28109020930133577,NNP,0,1,0,1,1,0,0,1,1
2,7,19,4311,level,1,0.7160801409911759,NN,0,0,0,0,0,0,0,1,1
2,7,19,4311,threat,1,0.8113363609114342,NN,1,0,0,1,0,0,0,0,-1
2,7,19,4317,enjoy,1,0.5137874039491809,VB,0,1,0,0,1,0,0,1,1
2,7,20,4324,delicious,1,0.45863291464892364,JJ,0,0,0,0,1,0,0,0,1
2,7,20,4324,love,1,0.2766387170266917,VBP,0,0,0,0,1,0,0,0,1
2,7,20,4325,level,1,0.28266321354914836,NN,0,0,0,0,0,0,0,1,1
2,7,20,4325,provide,1,0.3342252665886919,VB,0,0,0,0,0,0,0,1,1
2,7,20,4325,upset,1,0.2683699944695029,JJ,1,0,0,0,0,1,0,0,-1
2,7,20,4326,money,1,0.9722159988615942,NN,1,1,0,0,1,0,1,1,1
2,7,20,4326,save,1,1.1913293911159977,VB,0,0,0,0,1,0,0,1,1
2,7,20,4327,bottom,1,2.2453257884075764,NN,0,0,0,0,0,1,0,0,-1
2,7,21,4329,fault,1,0.38704346960596164,NN,0,0,0,0,0,1,0,0,-1
2,7,21,4329,shout,1,0.4680786697565967,NN,1,0,0,0,0,0,1,0,0
2,7,21,4329,words,1,0.3658820433536355,NNS,1,0,0,0,0,0,0,0,-1
2,7,22,4330,baby,1,0.8328273000517423,NN,0,0,0,0,1,0,0,0,1
2,7,22,4333,baby,3,1.2492409500776134,NN,0,0,0,0,1,0,0,0,1
2,7,22,4334,baby,3,1.6061669358140744,NN,0,0,0,0,1,0,0,0,1
2,7,22,4335,baby,1,0.9369307125582101,NN,0,0,0,0,1,0,0,0,1
2,7,23,4337,sir,1,1.5083843615662362,NN,0,0,0,0,0,0,0,1,1
2,7,23,4339,important,1,2.7593426981815083,JJ,0,0,0,0,0,0,0,1,1
2,7,23,4341,love,1,0.5302242076344924,VBP,0,0,0,0,1,0,0,0,1
2,7,24,4343,good,1,0.11701988629248171,JJ,0,1,0,0,1,0,1,1,1
2,7,24,4343,production,1,0.31632196740693924,NN,0,1,0,0,0,0,0,0,1
2,7,25,4345,lost,1,1.1046327662843944,VBD,0,0,0,0,0,1,0,0,-1
2,7,25,4345,weight,1,1.3055275471388135,NN,0,1,1,1,1,1,1,1,0
2,7,25,4347,late,1,1.0013893485205592,JJ,0,0,0,0,0,1,0,0,-1
2,7,25,4349,gun,1,0.9848117318784152,NN,1,0,0,1,0,0,0,0,-1
2,7,25,4351,word,1,0.8804395941354834,NN,0,0,0,0,0,0,0,1,1
2,7,27,4353,wan,1,0.23790929028499855,VBP,0,0,0,1,0,1,0,0,-1
2,7,27,4357,disgusting,1,0.34088763140126266,VBG,1,0,1,1,0,0,0,0,-1
2,7,27,4357,idiot,1,0.3100209841160552,NN,0,0,1,0,0,0,0,0,-1
2,7,27,4357,wait,1,0.22864192921297838,NN,0,1,0,0,0,0,0,0,-1
2,7,28,4358,downfall,1,0.22194753928078514,NN,0,0,0,1,0,1,0,0,-1
2,7,28,4358,idiot,1,0.13881536602211428,NN,0,0,1,0,0,0,0,0,-1
2,7,28,4358,united,1,0.18004671954858212,NNP,0,0,0,0,0,0,0,1,1
2,7,28,4358,words,1,0.14198407652529138,NNS,1,0,0,0,0,0,0,0,-1
2,7,30,4361,wan,1,0.6920997535563594,VBP,0,0,0,1,0,1,0,0,-1
2,7,30,4362,real,1,0.2273988762899027,JJ,0,0,0,0,0,0,0,1,1
2,7,30,4363,good,1,0.22340160110382873,JJ,0,1,0,0,1,0,1,1,1
2,7,30,4363,hungry,1,0.4762803504106294,JJ,0,1,0,0,0,0,0,0,-1
2,7,31,4366,pain,1,0.3662950902885869,NN,0,0,0,1,0,1,0,0,-1
2,7,31,4366,promise,1,0.3388307245673845,VBP,0,0,0,0,1,0,0,1,1
2,7,31,4367,dare,1,0.5413045506227075,NN,0,1,0,0,0,0,0,1,0
2,7,31,4367,divorce,1,0.5774278518462622,NN,1,0,1,1,0,1,1,1,-1
2,7,31,4367,truth,1,0.4935242565906303,NN,0,0,0,0,0,0,0,1,1
2,7,31,4372,fighting,1,1.6301505018821867,VBG,1,0,0,0,0,0,0,0,-1
2,7,31,4382,true,1,2.8064246733267586,JJ,0,0,0,0,1,0,0,1,1
2,7,31,4383,love,1,0.3348784469270478,VBP,0,0,0,0,1,0,0,0,1
2,7,32,4384,cancel,1,0.4492925954400944,VB,0,0,0,0,0,1,0,0,-1
2,7,32,4384,friend,1,0.33131757893908376,NN,0,0,0,0,1,0,0,1,1
2,7,33,4387,excellent,1,0.7610157852548224,NN,0,0,0,0,1,0,0,1,1
2,7,33,4387,love,1,0.4894377301241469,VBP,0,0,0,0,1,0,0,0,1
2,7,34,4392,bad,1,2.489868565176807,JJ,1,0,1,1,0,1,0,0,-1
2,7,34,4393,terrible,1,2.9720962738085768,JJ,1,0,1,1,0,1,0,0,-1
2,7,35,4398,watch,1,0.5093366214440888,VB,0,1,0,1,0,0,0,0,0
2,7,35,4401,music,1,0.8497202887050538,NN,0,0,0,0,1,1,0,0,1
2,7,36,4408,kiss,1,0.4879248573487093,VB,0,1,0,0,1,0,1,0,1
2,7,36,4411,laugh,1,0.420812482394055,IN,0,0,0,0,1,0,1,0,1
2,7,36,4411,nervous,1,0.4842878768415006,JJ,0,1,0,1,0,0,0,0,-1
2,7,37,4412,accident,1,0.21927189072408176,NN,0,0,0,1,0,1,1,0,-1
2,7,39,4414,divorce,1,0.11665209128207318,NN,1,0,1,1,0,1,1,1,-1
2,7,39,4414,fell,1,0.10584007786902876,VBD,0,0,0,0,0,1,0,0,-1
2,7,39,4414,gentleman,1,0.11227876393584989,NN,0,0,0,0,0,0,0,1,1
2,7,39,4414,kiss,1,0.09364214433965129,VB,0,1,0,0,1,0,1,0,1
2,7,39,4414,swear,1,0.11174878999752529,VBP,0,0,0,0,0,0,0,1,1
2,7,40,4423,defend,1,0.21035683920636114,VB,0,0,0,1,0,0,0,0,1
2,7,40,4423,honor,2,0.35181803510111626,NN,0,0,0,0,0,0,0,1,1
2,7,40,4423,thoughtful,1,0.221408986606017,JJ,0,0,0,0,0,0,0,1,1
2,7,41,4426,finally,1,0.750920051925726,RB,0,1,1,0,1,0,1,1,1
2,7,41,4426,found,1,0.6739969750026491,VBD,0,0,0,0,1,0,0,1,1
2,7,41,4427,god,1,0.29447545736330416,NNP,0,1,0,1,1,0,0,1,1
2,7,42,4430,fight,2,0.08893656627783879,NN,1,0,0,1,0,0,0,0,-1
2,7,42,4430,mistake,2,0.08782756151076052,NN,0,0,0,0,0,1,0,0,-1
2,7,42,4430,slip,1,0.056413879605342304,NN,0,0,0,0,0,0,1,0,-1
2,7,42,4430,wan,1,0.03460498767781797,VBP,0,0,0,1,0,1,0,0,-1
2,7,42,4430,wonderful,1,0.044969114583239496,JJ,0,0,0,0,1,0,1,1,1
2,7,43,4437,good,1,0.1965934089713693,JJ,0,1,0,0,1,0,1,1,1
2,7,43,4437,pretty,1,0.29760130320588296,RB,0,1,0,0,1,0,0,1,1
2,7,43,4438,dance,1,2.456522753113538,NN,0,0,0,0,1,0,0,1,1
2,7,43,4439,dance,1,0.5780053536737736,NN,0,0,0,0,1,0,0,1,1
2,7,43,4439,romantic,1,0.6032808992763176,JJ,0,1,0,0,1,0,0,1,1
2,7,43,4441,leave,1,0.6298001813773542,VB,0,0,0,0,0,1,1,0,-1
2,7,44,4444,dance,1,0.3388307245673845,NN,0,0,0,0,1,0,0,1,1
2,7,45,4445,doctor,1,1.231014664848019,NN,0,0,0,0,0,0,0,1,1
2,7,45,4445,friendly,1,1.5212556767089391,JJ,0,1,0,0,1,0,0,1,1
2,7,45,4447,cream,1,0.04405731623706526,NN,0,1,0,0,1,0,1,0,1
2,7,45,4447,doctor,1,0.04300487912132817,NN,0,0,0,0,0,0,0,1,1
2,7,45,4447,friendly,2,0.10628860623293897,JJ,0,1,0,0,1,0,0,1,1
2,7,45,4447,kind,1,0.030999981058131034,NN,0,0,0,0,1,0,0,1,1
2,7,45,4447,perfect,1,0.03761177855510897,JJ,0,1,0,0,1,0,0,1,1
2,7,45,4447,pop,1,0.048310612269672495,VB,0,0,0,0,0,0,1,0,-1
2,7,45,4447,ridiculous,2,0.08681002440392767,JJ,1,0,1,0,0,0,0,0,-1
2,7,45,4447,shot,1,0.04074814987207238,NN,1,0,0,1,0,1,1,0,-1
2,7,45,4447,unique,1,0.05704423672382097,JJ,0,0,0,0,0,0,1,0,1
2,7,46,4448,good,1,0.9829670448568465,JJ,0,1,0,0,1,0,1,1,1
2,7,46,4449,food,1,0.2823201898510141,NN,0,0,0,0,1,0,0,1,1
2,7,47,4452,confirmed,1,0.6451693827107259,VBD,0,0,0,0,0,0,0,1,1
2,7,47,4453,conflict,1,12.170045413671513,NN,1,0,0,1,0,1,0,0,-1
2,7,47,4455,conflict,1,2.028340902278585,NN,1,0,0,1,0,1,0,0,-1
2,7,47,4462,hearing,1,2.665257941545914,VBG,0,0,0,1,0,0,0,0,-1
2,7,47,4463,confirmed,1,1.9355081481321776,VBD,0,0,0,0,0,0,0,1,1
2,7,47,4463,hearing,1,1.5230045380262365,VBG,0,0,0,1,0,0,0,0,-1
2,7,47,4464,important,1,1.6556056189089052,JJ,0,0,0,0,0,0,0,1,1
2,7,47,4465,confirmed,1,0.6451693827107259,VBD,0,0,0,0,0,0,0,1,1
2,7,47,4465,grab,1,0.46895796756115005,VB,1,0,0,0,0,0,0,0,-1
2,7,49,4473,wan,1,0.5075398192746635,VBP,0,0,0,1,0,1,0,0,-1
2,7,49,4476,important,1,2.0695070236361315,JJ,0,0,0,0,0,0,0,1,1
2,7,51,4482,flying,1,0.3526725822216078,VBG,0,0,0,1,0,0,0,0,1
2,7,51,4482,wait,1,0.21435180863716724,NN,0,1,0,0,0,0,0,0,-1
2,7,51,4483,kick,1,1.0963594536204089,VB,1,0,0,0,0,0,0,0,-1
2,7,51,4487,jump,1,1.1362921046708756,NN,0,0,0,0,1,0,0,0,1
2,7,51,4489,retirement,1,2.574097026362521,NN,0,1,0,1,1,1,0,1,0
2,7,51,4493,die,1,3.110442106901525,VB,0,0,0,1,0,1,0,0,-1
2,7,51,4494,doubt,1,2.8213806577728624,NN,0,0,0,1,0,1,0,1,-1
2,7,51,4495,terrible,1,0.7430240684521442,JJ,1,0,1,1,0,1,0,0,-1
2,7,52,4496,hit,1,0.08992162358432668,VB,1,0,0,0,0,0,0,0,-1
2,7,52,4496,love,1,0.0676881967192969,VBP,0,0,0,0,1,0,0,0,1
2,8,1,4503,sex,1,0.5476225421896523,NN,0,1,0,0,1,0,0,1,1
2,8,1,4504,sex,1,1.7523921350068876,NN,0,1,0,0,1,0,0,1,1
2,8,3,4510,expect,1,0.21466224294229672,VB,0,1,0,0,0,0,1,1,1
2,8,4,4515,hope,1,0.14598469981559245,VBP,0,1,0,0,1,0,1,1,1
2,8,4,4516,top,1,0.6251102899349356,NN,0,1,0,0,0,0,0,1,1
2,8,5,4517,continue,2,0.1603352204312319,VB,0,1,0,0,0,0,0,1,1
2,8,5,4517,lovely,1,0.07844993487285618,RB,0,1,0,0,1,1,1,1,1
2,8,5,4517,professional,1,0.07618067483474292,JJ,0,0,0,0,0,0,0,1,1
2,8,5,4517,understanding,1,0.09326438501313483,JJ,0,0,0,0,0,0,0,1,1
2,8,6,4520,words,1,0.3658820433536355,NNS,1,0,0,0,0,0,0,0,-1
2,8,6,4523,happy,1,0.5621775094151861,JJ,0,1,0,0,1,0,0,1,1
2,8,6,4524,terrible,1,0.4953493789680961,JJ,1,0,1,1,0,1,0,0,-1
2,8,6,4525,fighting,1,0.6712384419514886,VBG,1,0,0,0,0,0,0,0,-1
2,8,6,4525,professional,1,0.6184078310114425,JJ,0,0,0,0,0,0,0,1,1
2,8,7,4536,pay,1,0.41823915669344125,VB,0,1,0,0,1,0,0,1,1
2,8,7,4540,wait,2,0.9145677168519135,NN,0,1,0,0,0,0,0,0,-1
2,8,9,4544,words,1,0.731764086707271,NNS,1,0,0,0,0,0,0,0,-1
2,8,9,4547,brilliant,1,0.5395675059914821,JJ,0,1,0,0,1,0,0,1,1
2,8,9,4547,god,1,0.28109020930133577,NNP,0,1,0,1,1,0,0,1,1
2,8,9,4548,ghetto,1,0.7142761315545725,NN,0,0,1,1,0,1,0,0,-1
2,8,10,4550,bonus,1,1.843855034959167,NN,0,1,0,0,1,0,1,0,1
2,8,12,4556,good,1,0.273046401349124,JJ,0,1,0,0,1,0,1,1,1
2,8,13,4557,beauty,1,0.32603054620959465,NN,0,0,0,0,1,0,0,0,1
2,8,13,4557,enjoy,1,0.2638367750009308,VB,0,1,0,0,1,0,0,1,1
2,8,13,4557,youth,1,0.3354338787344678,NN,1,1,0,1,1,0,1,0,1
2,8,15,4565,calls,1,1.6101719610306093,NNS,0,1,0,0,0,0,0,1,-1
2,8,15,4566,closure,1,0.29536186349698357,NN,0,1,0,0,1,1,0,0,1
2,8,15,4567,improve,1,0.4047921624814595,VB,0,1,0,0,1,0,0,1,1
2,8,15,4567,wan,1,0.2455837835199985,VBP,0,0,0,1,0,1,0,0,-1
2,8,15,4571,expect,1,0.5310066009625234,VB,0,1,0,0,0,0,1,1,1
2,8,15,4571,professional,1,0.5533122698523433,JJ,0,0,0,0,0,0,0,1,1
2,8,16,4581,sex,1,1.0952450843793047,NN,0,1,0,0,1,0,0,1,1
2,8,17,4588,bout,1,0.7133706753580196,IN,1,0,0,0,0,0,0,0,-1
2,8,17,4588,unfortunate,1,0.88570150873943,JJ,0,0,0,0,0,1,0,0,-1
2,8,17,4593,criticism,1,2.3117475219687673,NN,1,0,0,0,0,1,0,0,-1
2,8,17,4596,compliment,1,0.4550193567070907,NN,0,1,0,0,1,0,1,1,1
2,8,19,4603,good,1,0.819139204047372,JJ,0,1,0,0,1,0,1,1,1
2,8,19,4604,good,1,1.228708806071058,JJ,0,1,0,0,1,0,1,1,1
2,8,19,4606,kiss,1,0.343354529245388,VB,0,1,0,0,1,0,1,0,1
2,8,19,4608,calls,1,0.7431562897064351,NNS,0,1,0,0,0,0,0,1,-1
2,8,20,4617,top,1,0.30177738134789994,NN,0,1,0,0,0,0,0,1,1
2,8,21,4623,regret,2,0.30608447224090257,VB,0,0,0,0,0,1,0,0,-1
2,8,21,4623,wait,1,0.09145677168519137,NN,0,1,0,0,0,0,0,0,-1
2,8,22,4627,promise,1,0.8188409177045126,VBP,0,0,0,0,1,0,0,1,1
2,8,22,4631,offense,1,0.3982261047215601,NN,1,0,1,1,0,1,0,0,-1
2,8,22,4632,smell,1,1.4651107553853424,VB,1,0,1,0,0,0,0,0,-1
2,8,23,4635,god,1,0.5153320503857822,NNP,0,1,0,1,1,0,0,1,1
2,8,23,4641,crap,1,0.3504311042398174,NN,0,0,1,0,0,0,0,0,-1
2,8,23,4641,hell,1,0.2861694304316786,NN,1,0,1,1,0,1,0,0,-1
2,8,23,4641,laser,1,0.42901617106042017,NN,0,0,0,0,0,0,0,1,1
2,8,24,4644,interrupt,1,0.7607369008783538,VB,1,0,0,0,0,0,1,0,-1
2,8,24,4644,kind,1,0.47326637748746714,NN,0,0,0,0,1,0,0,1,1
2,8,24,4645,buzz,1,0.924699008787507,NN,0,1,0,1,0,0,0,0,1
2,8,24,4646,words,1,0.9512933127194523,NNS,1,0,0,0,0,0,0,0,-1
2,8,24,4650,good,1,1.638278408094744,JJ,0,1,0,0,1,0,1,1,1
2,8,25,4651,prepare,1,0.15398076049233658,VB,0,1,0,0,0,0,0,0,1
2,8,25,4651,scrutinize,1,0.19827313509083475,VB,0,1,0,0,0,0,0,0,-1
2,8,25,4652,prepare,1,1.4435696296156555,VB,0,1,0,0,0,0,0,0,1
2,8,25,4656,depression,2,0.7264098511480638,NN,0,0,0,0,0,1,0,0,-1
2,8,25,4656,fighting,1,0.35659542228672836,VBG,1,0,0,0,0,0,0,0,-1
2,8,25,4656,suffering,1,0.4022026603691439,VBG,0,0,1,1,0,1,0,0,-1
2,8,25,4661,shooting,1,0.41244846560447296,VBG,1,0,0,1,0,0,0,0,-1
2,8,25,4662,weird,1,0.6779812926322305,JJ,0,0,1,0,0,0,0,0,-1
2,8,25,4666,embarrass,1,0.32258469135536294,VB,0,0,0,0,0,1,0,0,-1
2,8,25,4668,words,1,0.33974761168551865,NNS,1,0,0,0,0,0,0,0,-1
2,8,25,4670,continue,1,0.10536314485480955,VB,0,1,0,0,0,0,0,1,1
2,8,25,4670,good,1,0.04680795451699269,JJ,0,1,0,0,1,0,1,1,1
2,8,25,4670,public,1,0.1011672154130383,JJ,0,1,0,0,0,0,0,0,1
2,8,25,4674,grasping,1,0.5719417358389464,VBG,0,1,0,0,0,0,0,0,-1
2,8,25,4675,real,1,1.0720232739381128,JJ,0,0,0,0,0,0,0,1,1
2,8,25,4680,garbage,1,0.17608528057160064,NN,0,0,1,0,0,0,0,0,-1
2,8,25,4680,wan,1,0.1248048735921304,VBP,0,0,0,1,0,1,0,0,-1
2,8,26,4687,upset,1,1.13311775442679,JJ,1,0,0,0,0,1,0,0,-1
2,8,27,4696,deserve,1,0.1634239633595234,VBP,1,1,0,0,0,0,0,1,1
2,8,27,4696,inflation,1,0.22877669433557857,NN,0,0,0,1,0,0,0,0,-1
2,8,27,4696,music,1,0.14379881808854758,NN,0,0,0,0,1,1,0,0,1
2,8,27,4696,salary,1,0.17020200322700005,NN,0,1,0,0,1,0,0,1,1
2,8,28,4698,advise,1,0.5877957456226891,VB,0,0,0,0,0,0,0,1,1
2,8,28,4701,god,1,2.061328201543129,NNP,0,1,0,1,1,0,0,1,1
2,8,28,4702,god,1,0.4417131860449562,NNP,0,1,0,1,1,0,0,1,1
2,8,28,4707,leave,1,0.6298001813773542,VB,0,0,0,0,0,1,1,0,-1
2,8,28,4709,good,1,0.409569602023686,JJ,0,1,0,0,1,0,1,1,1
2,8,28,4709,leave,1,0.6298001813773542,VB,0,0,0,0,0,1,1,0,-1
2,8,28,4709,wan,1,0.6344247740933294,VBP,0,0,0,1,0,1,0,0,-1
2,8,28,4710,wait,1,0.6235688978535775,NN,0,1,0,0,0,0,0,0,-1
2,8,28,4712,excellent,1,0.18666424921344696,NN,0,0,0,0,1,0,0,1,1
2,8,28,4712,illness,1,0.26170726663797367,NN,0,0,0,1,0,1,0,0,-1
2,8,28,4712,late,1,0.17004724786198175,JJ,0,0,0,0,0,1,0,0,-1
2,8,28,4712,pneumonia,1,0.28057519116627555,NN,0,0,0,1,0,0,0,0,-1
2,8,28,4712,word,1,0.16612067813877043,NN,0,0,0,0,0,0,0,1,1
