season,episode,scene,line,term_str,n,tfidf,max_pos,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
6,23,8,37911,court,1,0.3933037191673226,NN,1,1,0,1,0,0,0,0,0
6,23,8,37911,dispute,1,0.5101972368246946,NN,1,0,0,0,0,0,0,0,-1
6,23,8,37911,mediator,1,0.5101972368246946,NN,0,1,0,0,0,0,0,1,1
6,23,8,37914,legal,1,0.36821944658007083,JJ,0,0,0,0,0,0,0,1,1
6,23,9,37915,impossible,1,0.4778605966906601,JJ,0,0,0,0,0,1,0,0,-1
6,23,9,37916,disgusting,1,0.9296935401852618,VBG,1,0,1,1,0,0,0,0,-1
6,23,10,37920,crying,1,0.7842544594312756,VBG,0,0,0,0,0,1,0,0,-1
6,23,11,37932,baby,1,0.3258889434985079,NN,0,0,0,0,1,0,0,0,1
6,23,11,37935,watch,1,0.9054873270117133,VB,0,1,0,1,0,0,0,0,0
6,23,11,37941,silly,1,0.9750466775308577,RB,0,0,0,0,1,0,0,0,-1
6,23,13,37947,cheat,1,0.6761136340928618,VB,1,0,1,0,0,0,0,0,-1
6,23,15,37950,hanging,1,0.7935304830873052,VBG,1,0,1,1,0,1,0,0,-1
6,23,15,37955,hurtful,1,2.3117475219687673,JJ,1,0,1,1,0,1,0,0,-1
6,23,15,37956,cheat,2,1.3522272681857237,VB,1,0,1,0,0,0,0,0,-1
6,23,15,37960,real,1,1.500832583513358,JJ,0,0,0,0,0,0,0,1,1
6,23,16,37963,cuckold,2,0.6223719659534355,NN,0,0,1,0,0,0,0,0,-1
6,23,17,37964,infidelity,1,2.267212161687515,NN,1,0,1,1,0,1,0,0,-1
6,23,17,37965,good,1,0.18203093423274933,JJ,0,1,0,0,1,0,1,1,1
6,23,17,37965,stone,1,0.4550193567070907,NN,1,0,0,0,0,0,0,0,-1
6,23,17,37967,angel,1,0.27189987582282016,NN,0,1,0,0,1,0,1,1,1
6,23,17,37967,problem,1,0.18830733252480567,NN,0,0,0,1,0,1,0,0,-1
6,23,17,37967,sweet,1,0.21426230990826994,JJ,0,1,0,0,1,0,1,1,1
6,23,17,37968,hero,1,0.5095504823985854,NN,0,1,0,0,1,0,1,1,1
6,23,17,37972,horrible,1,0.4298290116722903,JJ,1,0,1,1,0,0,0,0,-1
6,23,17,37973,love,1,1.5906726229034773,VBP,0,0,0,0,1,0,0,0,1
6,23,17,37977,cheat,1,0.2897629860397979,VB,1,0,1,0,0,0,0,0,-1
6,23,17,37977,jerk,1,0.26340786213702383,NN,1,0,0,0,0,0,1,0,0
6,23,17,37977,punch,1,0.2428109473771693,NN,1,0,0,1,0,1,1,0,-1
6,23,17,37977,wait,1,0.163315663723556,NN,0,1,0,0,0,0,0,0,-1
6,23,18,37978,bum,12,9.24699008787507,NNP,0,0,1,0,0,1,0,0,-1
6,23,18,37984,damn,1,0.7873665241985143,NN,1,0,1,0,0,0,0,0,-1
6,23,18,37986,feeling,1,0.37912670836135387,NN,1,1,1,1,1,1,1,1,0
6,23,18,37986,pain,1,0.4249023047347608,NN,0,0,0,1,0,1,0,0,-1
6,23,20,37995,bad,1,0.35569550931097244,JJ,1,0,1,1,0,1,0,0,-1
6,23,20,37995,wan,1,0.3625284423390454,VBP,0,0,0,1,0,1,0,0,-1
6,23,20,37998,good,1,0.22340160110382873,JJ,0,1,0,0,1,0,1,1,1
6,23,20,37998,hate,1,0.3928030200598511,VBP,1,0,1,1,0,1,0,0,-1
6,23,20,37999,surprisingly,1,2.3809204385152416,RB,0,1,0,0,0,0,1,0,0
6,23,20,38002,excellent,1,2.4733013020781724,NN,0,0,0,0,1,0,0,1,1
6,23,20,38003,efficient,1,0.22162595559241619,JJ,0,1,0,0,0,0,0,1,1
6,23,20,38003,important,1,0.14782193025972368,JJ,0,0,0,0,0,0,0,1,1
6,23,20,38003,tree,1,0.1842124335738387,NN,1,1,1,0,1,0,1,1,1
6,23,21,38005,child,1,0.4486584150823912,NN,0,1,0,0,1,0,0,0,1
6,23,21,38005,finally,1,0.4437254852288381,RB,0,1,1,0,1,0,1,1,1
6,23,21,38014,pretty,1,0.437648975302769,RB,0,1,0,0,1,0,0,1,1
6,23,21,38016,child,1,0.705034652272329,NN,0,1,0,0,1,0,0,0,1
6,23,21,38016,enforce,1,1.0203944736493893,VB,1,0,0,1,0,0,0,0,0
6,23,21,38018,damages,1,0.7435242565906304,NNS,0,0,0,0,0,1,0,0,-1
6,23,21,38018,precedence,1,0.7435242565906304,NN,0,0,0,0,0,0,0,1,1
6,23,22,38020,buried,1,0.44380983213146913,VBN,0,0,0,1,0,1,0,0,-1
6,23,22,38020,lying,1,0.3546731941755672,VBG,1,0,1,0,0,0,0,0,-1
6,23,23,38026,credit,1,0.13114268664653111,NN,0,0,0,0,0,0,0,1,1
6,23,23,38027,pretty,1,1.0628617971638676,RB,0,1,0,0,1,0,0,1,1
6,23,23,38028,salary,1,0.9219275174795835,NN,0,1,0,0,1,0,0,1,1
6,23,23,38029,pay,1,0.7319185242135222,VB,0,1,0,0,1,0,0,1,1
6,23,24,38032,fortune,1,0.9969662113503406,NN,0,1,0,0,1,0,1,1,1
6,23,24,38033,pay,1,1.4638370484270444,VB,0,1,0,0,1,0,0,1,1
6,23,24,38035,completion,1,1.3518622847102368,NN,0,1,0,0,1,0,0,0,1
6,23,24,38035,discretion,1,1.2986838755537682,NN,0,1,0,0,0,0,0,1,1
6,23,24,38036,legal,1,1.1783022290562266,JJ,0,0,0,0,0,0,0,1,1
6,23,24,38037,agreed,1,1.559469831632247,VBD,0,0,0,0,0,0,0,1,1
6,23,25,38038,bad,1,0.5335432639664587,JJ,1,0,1,1,0,1,0,0,-1
6,23,25,38038,fee,1,0.9489659022208178,NN,1,0,0,0,0,0,0,0,-1
6,23,26,38039,lumpy,1,1.8588106414765757,JJ,0,0,1,0,0,0,0,0,-1
6,23,26,38040,lumpy,1,0.6196035471588586,JJ,0,0,1,0,0,0,0,0,-1
6,23,26,38042,prostitution,1,0.826138062878478,NN,0,0,1,0,0,1,0,0,-1
6,23,26,38042,unfold,1,0.8816936184340336,JJ,0,1,0,0,0,0,0,0,1
6,23,26,38042,watch,1,0.45274366350585665,VB,0,1,0,1,0,0,0,0,0
6,23,27,38052,die,1,1.3330466172435107,VB,0,0,0,1,0,1,0,0,-1
6,23,27,38055,god,1,0.8834263720899124,NNP,0,1,0,1,1,0,0,1,1
6,23,28,38063,love,1,0.45447789225813634,VBP,0,0,0,0,1,0,0,0,1
6,23,28,38065,marriage,1,1.2078316813125116,NN,0,1,0,0,1,0,0,1,1
6,23,28,38067,committed,1,0.29422268804280494,VBN,0,0,0,0,0,0,0,1,1
6,23,28,38067,good,1,0.11987402986059104,JJ,0,1,0,0,1,0,1,1,1
6,23,28,38067,love,2,0.31037514593238585,VBP,0,0,0,0,1,0,0,0,1
6,23,28,38067,marriage,1,0.2651337837027465,NN,0,1,0,0,1,0,0,1,1
6,23,28,38069,enjoy,1,0.24404901687586095,VB,0,1,0,0,1,0,0,1,1
6,23,28,38069,good,1,0.12287088060710581,JJ,0,1,0,0,1,0,1,1,1
6,23,28,38069,love,1,0.15906726229034773,VBP,0,0,0,0,1,0,0,0,1
6,23,28,38073,associate,1,1.058380010864191,VBP,0,0,0,0,0,0,0,1,1
6,23,28,38073,real,1,0.6253469097972324,JJ,0,0,0,0,0,0,0,1,1
6,23,28,38076,god,1,0.8834263720899124,NNP,0,1,0,1,1,0,0,1,1
6,23,28,38076,good,1,0.7021193177548902,JJ,0,1,0,0,1,0,1,1,1
6,23,29,38085,love,1,1.0604484152689848,VBP,0,0,0,0,1,0,0,0,1
6,23,29,38091,force,1,0.32940864035795775,NN,1,0,0,1,0,0,0,0,-1
6,23,29,38091,victim,1,0.3570612815321899,NN,1,0,0,1,0,1,0,0,-1
6,23,29,38091,wan,1,0.23069991785211982,VBP,0,0,0,1,0,1,0,0,-1
6,23,29,38095,crazy,1,2.0548583601584194,JJ,1,0,0,1,0,1,0,0,-1
6,23,29,38100,awful,1,2.0396119579682224,JJ,1,0,1,1,0,1,0,0,-1
6,23,29,38103,awful,1,1.4568656842630157,JJ,1,0,1,1,0,1,0,0,-1
6,23,29,38104,bad,1,1.4939211391060843,JJ,1,0,1,1,0,1,0,0,-1
6,23,29,38104,pretty,1,1.488006516029415,RB,0,1,0,0,1,0,0,1,1
6,23,29,38105,awful,1,1.699676631640185,JJ,1,0,1,1,0,1,0,0,-1
6,23,29,38107,hungry,2,0.49896036709684977,JJ,0,1,0,0,0,0,0,0,-1
6,23,29,38108,dangerous,1,1.5286514471957562,JJ,0,0,0,1,0,0,0,0,-1
6,23,30,38109,store,1,0.6757924425482074,NN,0,1,0,0,0,0,0,0,1
6,23,30,38111,baby,1,0.7495445700465682,NN,0,0,0,0,1,0,0,0,1
6,23,30,38113,screaming,1,0.8635868416952216,VBG,1,0,1,1,0,0,0,0,-1
6,23,30,38114,scream,1,1.329288281800454,NN,1,0,1,1,0,0,1,0,-1
6,23,30,38114,screaming,1,1.2474032157819865,VBG,1,0,1,1,0,0,0,0,-1
6,23,30,38115,birthday,1,0.9712446794297376,NN,0,1,0,0,1,0,1,0,1
6,23,30,38116,god,1,0.28109020930133577,NNP,0,1,0,1,1,0,0,1,1
6,23,30,38116,lemon,1,0.6038873923223387,JJ,0,0,1,0,0,0,0,0,-1
6,23,30,38117,good,2,1.228708806071058,JJ,0,1,0,0,1,0,1,1,1
6,23,32,38119,wan,1,0.4758185805699971,VBP,0,0,0,1,0,1,0,0,-1
6,23,33,38125,baby,1,0.9369307125582101,NN,0,0,0,0,1,0,0,0,1
6,23,34,38126,good,1,0.05228548110940672,JJ,0,1,0,0,1,0,1,1,1
6,23,34,38126,honor,1,0.11041097910088223,NN,0,0,0,0,0,0,0,1,1
6,23,34,38126,honorable,1,0.14755835246609156,JJ,0,0,0,0,0,0,0,1,1
6,23,34,38126,screaming,1,0.11943222278763703,VBG,1,0,1,1,0,0,0,0,-1
6,23,38,38142,burnt,1,0.2554908198286817,NN,0,0,1,0,0,0,0,0,-1
6,23,38,38142,fall,1,0.18432851755673765,VB,0,0,0,0,0,1,0,0,-1
6,23,39,38147,disapproving,1,0.17250527317187614,JJ,1,0,1,0,0,1,0,0,-1
6,23,39,38147,leave,2,0.16429569948974457,VB,0,0,0,0,0,1,1,0,-1
6,23,39,38147,sick,2,0.20251948435076017,JJ,0,0,1,0,0,1,0,0,-1
6,23,39,38149,dirty,1,0.40605905689644767,NN,0,0,1,0,0,0,0,0,-1
6,23,39,38153,good,1,0.3510596588774451,JJ,0,1,0,0,1,0,1,1,1
6,23,40,38157,god,1,0.4417131860449562,NNP,0,1,0,1,1,0,0,1,1
6,23,40,38161,disturbed,1,0.5645232098718851,VBN,1,0,0,0,0,1,0,0,-1
6,23,41,38162,cream,2,0.15642054912074335,NN,0,1,0,0,1,0,1,0,1
6,23,41,38162,disappointed,1,0.08702813133362698,JJ,1,0,1,0,0,1,0,0,-1
6,23,41,38162,good,1,0.03809949786266847,JJ,0,1,0,0,1,0,1,1,1
6,23,41,38162,happy,1,0.06101151264971012,JJ,0,1,0,0,1,0,0,1,1
6,23,41,38162,moral,1,0.11074048551233681,JJ,1,0,0,0,0,0,0,1,1
6,23,41,38162,proud,1,0.08045451190296844,JJ,0,1,0,0,1,0,0,1,1
6,23,42,38165,wan,1,0.7613097289119954,VBP,0,0,0,1,0,1,0,0,-1
6,23,42,38166,apologize,1,0.23850640203947437,VB,0,0,0,0,0,1,0,1,1
6,23,42,38166,bad,1,0.17371176036117258,JJ,1,0,1,1,0,1,0,0,-1
6,23,42,38166,proud,1,0.24136353570890534,JJ,0,1,0,0,1,0,0,1,1
6,23,42,38166,vow,1,0.34582523562354894,NN,0,1,0,0,1,0,0,1,1
6,24,1,38169,case,1,0.23494659543350963,NN,0,0,0,1,0,1,0,0,-1
6,24,2,38172,statement,1,0.14083606142591762,NN,0,0,0,0,0,0,0,1,1
6,24,3,38175,accused,1,0.3650127666266475,VBN,1,0,0,1,0,0,0,0,-1
6,24,3,38175,teacher,1,0.303909395708559,NN,0,0,0,0,0,0,0,1,1
6,24,3,38175,watch,1,0.21445752481856367,VB,0,1,0,1,0,0,0,0,0
6,24,3,38180,baby,1,0.3747722850232841,NN,0,0,0,0,1,0,0,0,1
6,24,4,38184,baby,2,0.31231023751940334,NN,0,0,0,0,1,0,0,0,1
6,24,4,38184,count,1,0.2061084418398477,VB,0,0,0,0,0,0,0,1,1
6,24,5,38185,hope,1,1.0766371611399943,VBP,0,1,0,0,1,0,1,1,1
6,24,5,38187,doubt,1,0.9404602192576208,NN,0,0,0,1,0,1,0,1,-1
6,24,5,38189,attacking,1,0.2758011891816735,VBG,1,0,1,1,0,1,1,0,-1
6,24,5,38189,innocent,1,0.27044545363714473,JJ,0,0,0,0,0,0,0,1,1
6,24,5,38189,real,1,0.16675917594592868,JJ,0,0,0,0,0,0,0,1,1
6,24,5,38191,bear,1,1.1362921046708756,NN,1,0,0,1,0,0,0,0,0
6,24,5,38193,damn,1,0.08491207613905545,NN,1,0,1,0,0,0,0,0,-1
6,24,5,38193,defect,1,0.14578906991973142,NN,1,0,0,0,0,0,0,0,-1
6,24,5,38193,good,1,0.04818465906161012,JJ,0,1,0,0,1,0,1,1,1
6,24,5,38193,happy,1,0.07716161893933927,JJ,0,1,0,0,1,0,0,1,1
6,24,5,38193,lose,1,0.09259039585402458,VB,1,0,1,1,0,1,1,0,-1
6,24,5,38198,god,1,0.2378455617165149,NNP,0,1,0,1,1,0,0,1,1
6,24,6,38199,baby,1,0.12704145255026578,NN,0,0,0,0,1,0,0,0,1
6,24,6,38199,money,1,0.13182589815072462,NN,1,1,0,0,1,0,1,1,1
6,24,6,38199,unfair,1,0.20822919713714322,JJ,1,0,1,0,0,1,0,0,-1
6,24,7,38201,favorite,1,0.20285492001531683,JJ,0,0,0,0,1,0,0,1,1
6,24,7,38201,kind,1,0.1543259926589567,NN,0,0,0,0,1,0,0,1,1
6,24,7,38202,birthday,1,1.0926502643584548,NN,0,1,0,0,1,0,1,0,1
6,24,8,38206,conscience,1,0.15584814754845625,NN,0,0,0,0,0,0,0,1,1
6,24,8,38206,guard,1,0.1333762374360967,NN,0,0,0,1,0,0,0,1,1
6,24,8,38206,guilty,1,0.13059053503785417,JJ,1,0,0,0,0,1,0,0,-1
6,24,8,38206,innocent,1,0.1367420832996799,JJ,0,0,0,0,0,0,0,1,1
6,24,8,38206,justice,1,0.1409950228868005,NN,0,0,0,0,0,0,0,1,1
6,24,8,38206,missing,1,0.12373600153578689,VBG,0,0,0,1,0,1,0,0,-1
6,24,8,38206,officer,1,0.13442241051914705,NN,0,0,0,0,0,0,0,1,1
6,24,8,38206,prison,1,0.11812284412578114,NN,1,0,0,1,0,1,0,0,-1
6,24,9,38210,jail,2,1.0875995032912806,NN,0,0,0,1,0,1,0,0,-1
6,24,9,38212,pay,1,0.3378085496370103,VB,0,1,0,0,1,0,0,1,1
6,24,9,38212,prefer,1,0.43642012214444587,VBP,0,0,0,0,0,0,0,1,1
6,24,10,38219,hell,1,0.3577117880395982,NN,1,0,1,1,0,1,0,0,-1
6,24,10,38220,apache,1,1.0580323421208404,NNP,0,0,0,1,0,0,0,0,-1
6,24,10,38220,hell,1,0.5723388608633572,NN,1,0,1,1,0,1,0,0,-1
6,24,10,38221,brother,1,0.552208210791651,NN,0,0,0,0,0,0,0,1,1
6,24,10,38222,brother,1,0.7099819853035513,NN,0,0,0,0,0,0,0,1,1
6,24,10,38223,wait,1,0.857407234548669,NN,0,1,0,0,0,0,0,0,-1
6,24,11,38226,fall,1,0.4167427353456677,VB,0,0,0,0,0,1,0,0,-1
6,24,11,38227,ridiculous,1,0.6626498529499812,JJ,1,0,1,0,0,0,0,0,-1
6,24,11,38228,crazy,1,0.5137145900396048,JJ,1,0,0,1,0,1,0,0,-1
6,24,12,38230,dare,1,0.1933230537938241,NN,0,1,0,0,0,0,0,1,0
6,24,12,38230,waste,2,0.3695329705626997,NN,0,0,1,0,0,0,0,0,-1
6,24,12,38232,disparage,1,1.0580323421208404,VB,1,0,1,0,0,1,0,0,-1
6,24,12,38233,boy,1,0.4736905480120632,NN,0,0,1,0,0,0,0,0,-1
6,24,12,38233,good,1,0.2586755381202227,JJ,0,1,0,0,1,0,1,1,1
6,24,12,38233,money,2,0.8187082095676582,NN,1,1,0,0,1,0,1,1,1
6,24,12,38235,money,1,0.2508944513191211,NN,1,1,0,0,1,0,1,1,1
6,24,13,38245,swear,1,0.7902235864110715,VBP,0,0,0,0,0,0,0,1,1
6,24,13,38247,swear,1,1.0057391099777275,VBP,0,0,0,0,0,0,0,1,1
6,24,13,38249,crap,1,0.5840518403996956,NN,0,0,1,0,0,0,0,0,-1
6,24,14,38253,found,1,0.3245170620383125,VBD,0,0,0,0,1,0,0,1,1
6,24,14,38253,late,1,0.33379644950685305,JJ,0,0,0,0,0,1,0,0,-1
6,24,14,38253,sadness,1,0.5877957456226891,NN,0,0,0,0,0,1,0,1,-1
6,24,14,38254,god,1,1.0306641007715645,NNP,0,1,0,1,1,0,0,1,1
6,24,14,38256,god,1,1.2367969209258776,NNP,0,1,0,1,1,0,0,1,1
6,24,15,38257,justice,1,0.24605013797892636,NN,0,0,0,0,0,0,0,1,1
6,24,16,38261,good,1,4.914835224284232,JJ,0,1,0,0,1,0,1,1,1
6,24,16,38263,mystery,1,0.6296628703265309,NN,0,1,0,0,0,0,1,0,0
6,24,16,38266,murder,1,0.28695419272584616,NN,1,0,1,1,0,1,1,0,-1
6,24,17,38268,damn,1,1.7322063532367313,NN,1,0,1,0,0,0,0,0,-1
6,24,18,38275,reporter,1,3.1740970263625212,NN,0,0,0,0,0,0,0,1,1
6,24,18,38277,mess,1,0.502312239853583,NN,0,0,1,0,0,0,0,0,-1
6,24,18,38280,bad,1,0.35569550931097244,JJ,1,0,1,1,0,1,0,0,-1
6,24,18,38280,good,2,0.46807954516992684,JJ,0,1,0,0,1,0,1,1,1
6,24,19,38283,god,1,0.29447545736330416,NNP,0,1,0,1,1,0,0,1,1
6,24,21,38287,watch,1,0.1771605639805526,VB,0,1,0,1,0,0,0,0,0
6,24,22,38292,hurricane,1,0.37487797653547583,NN,0,0,0,1,0,0,0,0,-1
6,24,22,38296,late,1,0.8193185578804576,JJ,0,0,0,0,0,1,0,0,-1
6,24,22,38299,morgue,2,0.8657892503691788,NN,0,0,1,1,0,1,0,0,-1
6,24,22,38300,morgue,1,1.2986838755537682,NN,0,0,1,1,0,1,0,0,-1
6,24,24,38302,pop,1,0.11769287457186171,VB,0,0,0,0,0,0,1,0,-1
6,24,24,38302,word,1,0.0936637866101578,NN,0,0,0,0,0,0,0,1,1
6,24,25,38305,case,1,0.37199877610305687,NN,0,0,0,1,0,1,0,0,-1
6,24,25,38305,smash,1,0.5779368804921918,VB,1,0,0,1,0,0,0,0,-1
6,24,25,38309,good,1,0.546092802698248,JJ,0,1,0,0,1,0,1,1,1
6,24,25,38311,scapegoat,1,0.8352886911480318,NN,1,0,0,1,0,0,0,0,-1
6,24,25,38313,black,1,0.4891331078530463,JJ,0,0,0,0,0,1,0,0,-1
6,24,25,38313,prison,1,0.5840518403996956,NN,1,0,0,1,0,1,0,0,-1
6,24,25,38314,confess,1,0.36286472804875003,VB,0,0,0,0,0,0,0,1,0
6,24,25,38314,convince,1,0.341264517530318,VB,0,1,0,0,0,0,0,1,1
6,24,25,38314,prison,1,0.2920259201998478,NN,1,0,0,1,0,1,0,0,-1
6,24,25,38314,safe,1,0.2857089619747625,JJ,0,0,0,0,1,0,0,1,1
6,24,25,38315,count,1,1.6488675347187816,VB,0,0,0,0,0,0,0,1,1
6,24,26,38317,hungry,1,3.4927225696779485,JJ,0,1,0,0,0,0,0,0,-1
6,24,26,38318,shoot,1,0.34525876333396666,NN,1,0,0,1,0,0,0,0,-1
6,24,27,38323,bonus,1,0.10536314485480955,NN,0,1,0,0,1,0,1,0,1
6,24,27,38323,pay,1,0.08364783133868826,VB,0,1,0,0,1,0,0,1,1
6,24,27,38323,problem,1,0.0789097393437281,NN,0,0,0,1,0,1,0,0,-1
6,24,27,38323,screwed,1,0.10692027563845602,VBN,1,0,0,0,0,0,0,0,-1
6,24,28,38329,deal,2,1.2758548159656702,NN,0,1,0,0,1,0,1,1,1
6,24,28,38330,deal,1,0.9214507004196506,NN,0,1,0,0,1,0,1,1,1
6,24,28,38331,problem,1,0.19727434835932023,NN,0,0,0,1,0,1,0,0,-1
6,24,29,38333,continue,1,0.5531565104877502,VB,0,1,0,0,0,0,0,1,1
6,24,29,38333,leave,1,0.37788010882641254,VB,0,0,0,0,0,1,1,0,-1
6,24,30,38334,kill,1,1.5825742834109466,VB,0,0,0,1,0,1,0,0,-1
6,24,31,38339,cancel,1,0.2764877510400581,VB,0,0,0,0,0,1,0,0,-1
6,24,32,38341,police,1,0.2831937218657796,NN,0,0,0,1,0,0,0,1,1
6,24,33,38345,prepared,1,0.4564421405270123,JJ,0,1,0,0,0,0,0,1,1
6,24,33,38348,good,1,1.228708806071058,JJ,0,1,0,0,1,0,1,1,1
6,24,33,38349,unfair,1,0.5341531578735412,JJ,1,0,1,0,0,1,0,0,-1
6,24,34,38359,favorite,1,1.0368140356338416,JJ,0,0,0,0,1,0,0,1,1
6,24,34,38360,hate,1,1.7283332882633449,VBP,1,0,1,1,0,1,0,0,-1
6,24,34,38361,favorite,1,0.169660478558265,JJ,0,0,0,0,1,0,0,1,1
6,24,35,38364,real,1,0.5772433013512915,JJ,0,0,0,0,0,0,0,1,1
6,24,36,38366,immediately,1,0.23962271756805037,RB,0,1,0,0,0,0,0,0,0
6,24,37,38369,obvious,1,1.843855034959167,JJ,0,0,0,0,0,0,0,1,1
6,24,37,38371,interrupt,1,0.2925911157224438,VB,1,0,0,0,0,0,1,0,-1
6,24,37,38371,teach,2,0.5409516429192432,VB,0,0,0,0,1,0,1,1,1
6,24,37,38375,weird,1,0.4785750300933392,JJ,0,0,1,0,0,0,0,0,-1
6,24,37,38383,good,1,0.05119620025296075,JJ,0,1,0,0,1,0,1,1,1
6,24,37,38383,leave,1,0.07872502267216927,VB,0,0,0,0,0,1,1,0,-1
6,24,37,38383,luck,1,0.09611071814622792,NN,0,1,0,0,1,0,1,0,1
6,24,37,38383,porn,1,0.13229750135802387,NN,0,0,1,0,0,0,0,0,-1
6,24,37,38383,terrorist,1,0.14448422012304796,NN,1,0,1,1,0,1,1,0,-1
6,24,37,38383,wasting,1,0.12928180742890943,VBG,0,0,1,1,0,1,0,0,-1
6,24,37,38384,friend,1,0.057620448511145006,NN,0,0,0,0,1,0,0,1,1
6,24,38,38386,hero,1,0.2326208723993542,NN,0,1,0,0,1,0,1,1,1
6,24,38,38388,public,1,0.20828544349743178,JJ,0,1,0,0,0,0,0,0,1
6,24,39,38393,share,1,0.6466826984847245,NN,0,1,0,0,1,0,0,1,1
6,24,39,38394,enjoy,1,0.3615540990753495,VB,0,1,0,0,1,0,0,1,1
6,24,39,38394,pretty,1,0.2755567622276694,RB,0,1,0,0,1,0,0,1,1
6,24,39,38394,proud,1,0.3843937790919604,JJ,0,1,0,0,1,0,0,1,1
6,24,40,38396,deserve,1,1.18028417981878,VBP,1,1,0,0,0,0,0,1,1
6,24,41,38397,die,1,0.3888052633626906,VB,0,0,0,1,0,1,0,0,-1
6,24,41,38397,hero,1,0.44585667209876223,NN,0,1,0,0,1,0,1,1,1
6,24,43,38406,problem,1,0.1315162322395468,NN,0,0,0,1,0,1,0,0,-1
6,24,43,38406,regret,1,0.18219313823863245,VB,0,0,0,0,0,1,0,0,-1
6,24,44,38407,pretty,1,0.5723101984728519,RB,0,1,0,0,1,0,0,1,1
6,24,44,38407,statement,1,0.8883505413019419,NN,0,0,0,0,0,0,0,1,1
6,24,44,38408,fun,1,2.433543174493886,NN,0,1,0,0,1,0,0,0,1
6,24,44,38409,hope,1,1.230442469874279,VBP,0,1,0,0,1,0,1,1,1
6,24,44,38411,brighten,1,1.1904602192576208,VB,0,0,0,0,1,0,1,1,1
6,24,44,38411,shout,1,1.0141704511392926,NN,1,0,0,0,0,0,1,0,0
7,1,1,38416,dance,1,1.40372728749345,NN,0,0,0,0,1,0,0,1,1
7,1,1,38419,jump,1,1.460946991719697,NN,0,0,0,0,1,0,0,0,1
7,1,1,38420,love,1,0.7069656101793232,VBP,0,0,0,0,1,0,0,0,1
7,1,1,38427,hunting,1,0.9279330930580771,VBG,1,1,0,1,0,0,0,0,-1
7,1,1,38428,crazy,1,2.7398111468778925,JJ,1,0,0,1,0,1,0,0,-1
7,1,1,38431,cheering,1,1.2753519676704272,VBG,0,0,0,0,1,0,0,0,1
7,1,2,38432,hurt,1,0.13666720548050718,VB,1,0,0,1,0,1,0,0,-1
7,1,2,38432,lost,1,0.1262437447182165,VBD,0,0,0,0,0,1,0,0,-1
7,1,2,38432,weight,1,0.1492031482444358,NN,0,1,1,1,1,1,1,1,0
7,1,3,38433,rob,1,1.495449317025511,NNP,1,0,1,1,0,1,0,0,-1
7,1,3,38435,black,1,0.5869597294236556,JJ,0,0,0,0,0,1,0,0,-1
7,1,3,38439,interrupt,1,1.6301505018821867,VB,1,0,0,0,0,0,1,0,-1
7,1,3,38441,kiss,1,0.5794107681015923,VB,0,1,0,0,1,0,1,0,1
7,1,4,38442,exquisite,1,0.9913656754541736,JJ,0,0,0,0,1,0,0,0,1
7,1,4,38442,word,1,0.5869597294236556,NN,0,0,0,0,0,0,0,1,1
7,1,5,38443,accomplished,1,0.32657825524387507,VBD,0,0,0,0,1,0,0,0,1
7,1,5,38443,god,1,0.1545996151157347,NNP,0,1,0,1,1,0,0,1,1
7,1,6,38444,angry,1,0.19534364883194896,JJ,1,0,1,0,0,0,0,0,-1
7,1,6,38444,pretty,1,0.1377783811138347,RB,0,1,0,0,1,0,0,1,1
7,1,7,38449,weird,1,0.23245072890247903,JJ,0,0,1,0,0,0,0,0,-1
7,1,8,38451,aspiring,1,0.5877957456226891,VBG,0,1,0,0,1,0,0,1,1
7,1,8,38451,bodyguard,1,0.5877957456226891,NN,0,0,0,0,0,0,0,1,1
7,1,8,38451,star,1,0.3906872976638979,NN,0,1,0,0,1,0,0,1,1
7,1,11,38458,hate,2,0.33237178620448943,VBP,1,0,1,1,0,1,0,0,-1
7,1,12,38459,calls,1,0.5682959862460975,NNS,0,1,0,0,0,0,0,1,-1
7,1,13,38460,favorite,1,0.5184070178169208,JJ,0,0,0,0,1,0,0,1,1
7,1,13,38460,love,1,0.3534828050896616,VBP,0,0,0,0,1,0,0,0,1
7,1,14,38462,good,1,0.09101546711637466,JJ,0,1,0,0,1,0,1,1,1
7,1,14,38462,ugly,1,0.19891115027532663,RB,0,0,1,0,0,0,0,0,-1
7,1,15,38467,powerful,1,1.1063677648792285,JJ,1,1,1,1,1,0,0,1,1
7,1,15,38472,wait,1,0.6235688978535775,NN,0,1,0,0,0,0,0,0,-1
7,1,17,38478,gift,1,0.22469605206126914,NN,0,1,0,0,1,0,1,0,1
7,1,17,38478,worry,1,0.22856411693123518,VB,0,1,0,1,0,1,0,0,-1
7,1,17,38481,love,1,2.1208968305379696,VBP,0,0,0,0,1,0,0,0,1
7,1,18,38487,yell,1,1.9638370484270444,VB,1,0,0,1,0,0,1,0,-1
7,1,18,38490,cream,2,1.4413036311839922,NN,0,1,0,0,1,0,1,0,1
7,1,20,38492,deal,1,0.11206832842941698,NN,0,1,0,0,1,0,1,1,1
7,1,20,38492,kind,1,0.09593237381502713,NN,0,0,0,0,1,0,0,1,1
7,1,20,38492,lost,1,0.11941975851723184,VBD,0,0,0,0,0,1,0,0,-1
7,1,20,38492,mother,1,0.1287923666071349,NN,0,1,0,0,1,1,0,1,0
