season,episode,scene,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
1,1,46,0.11397817404633231,0.21452625259480246,0.04298290116722903,0.10759670215371844,0.10393528423264158,0.19642605376920233,0.08736940528568739,0.08317779561554972,-0.07173328091946891
1,1,47,0.2657417884343195,0.1093122934973973,0.0,0.2657417884343195,0.1093122934973973,0.2657417884343195,0.0,0.1093122934973973,-0.1564294949369222
1,1,48,0.19228032159835967,0.02169819159519083,0.23162181457219747,0.2139785131935505,0.052441913261978335,0.19228032159835967,0.0,0.052441913261978335,-0.28877234718533484
1,1,50,0.1497651343083771,0.4842878768415006,0.0,0.6340530111498777,0.0,0.0,0.0,0.0,-0.6340530111498777
1,1,51,0.0,0.14574972466319638,0.17223388006447513,0.0,0.14574972466319638,0.0,0.0,0.32853648636342986,0.15630260629895473
1,2,1,0.0,0.7561284960437281,0.0,0.0,0.7561284960437281,0.0,0.7561284960437281,0.7561284960437281,0.7561284960437281
1,2,2,0.02428109473771693,0.02139962400583515,0.0,0.02428109473771693,0.03830199463038755,0.05254415457536599,0.04568071874355208,0.058011585331684046,0.005467430756318054
1,2,3,0.7812126850638501,0.06071904932214535,0.0,0.7435242565906303,0.08677611863688954,0.03768842847321978,0.0,0.08677611863688954,-0.7185041379230636
1,2,4,0.0,0.0,0.0,0.0,0.07230330104106715,0.0,0.0,0.0,0.07230330104106715
1,2,5,0.0,0.0,0.0,0.0,1.2725380983227819,0.0,0.0,0.0,1.2725380983227819
1,2,6,0.0,0.4810017139816135,0.0,0.0,0.4810017139816135,0.0,0.3071772015177645,0.3071772015177645,0.4810017139816135
1,2,7,0.17896233841439563,0.15380560429994783,0.0625230168513823,0.0453442432337503,0.3120356976203171,0.0453442432337503,0.040345662288900415,0.369195010786785,0.20646402566732283
1,2,8,0.04777288911505481,0.04055589416565099,0.0,0.0,0.08432407557455077,0.03746551464406312,0.043768181408899785,0.1441307487500894,0.10266052639987125
1,2,11,0.018003471752743173,0.24891144523149755,0.03997963224633743,0.04116045782571377,0.020269516018519153,0.1141560874415383,0.020269516018519153,0.11761517044321165,-0.24715900670489926
1,2,12,0.031654627018166945,0.3816698787374273,0.031654627018166945,0.11355811122544329,0.47638184884446594,0.10363179060415026,0.47924359868651906,0.4664667450258489,0.31402761291622316
1,2,13,0.0,1.0916554413978083,0.0,0.9142564677249407,0.0,0.9142564677249407,0.0,0.17739897367286767,-0.9142564677249407
1,2,14,0.01844574292404396,0.040222197927115205,0.01844574292404396,0.01844574292404396,0.08013079212972166,0.06328233553745742,0.039345274428673443,0.10495752364722821,0.057814162363800076
1,2,15,0.04349506893962429,0.0,0.0,0.04349506893962429,0.12503471315415937,0.04349506893962429,0.0,0.12503471315415937,0.08153964421453508
1,2,16,0.03669216646649984,0.10485007062703731,0.03669216646649984,0.02508498975642254,0.15317261342272734,0.010256968832676652,0.03212310604107341,0.10609778245408136,0.1269994385229597
1,2,17,0.15365458624659725,0.0,0.0,0.15365458624659725,0.0,0.0,0.0,0.0,-0.15365458624659725
1,2,18,0.2575425048829606,0.09371487108160834,0.27906505527060704,0.021522550387646496,0.19025651323277556,0.0286122334800745,0.007089683092428001,0.48086571169796094,0.19471097333492585
1,2,19,0.043379389638230445,0.043379389638230445,0.043379389638230445,0.043379389638230445,0.043379389638230445,0.043379389638230445,0.043379389638230445,0.1059140806179537,0.06253469097972325
1,2,20,0.16606903288864314,0.13375700162962867,0.16606903288864314,0.16606903288864314,0.13375700162962867,0.0,0.29982603451827183,0.13375700162962867,-0.03231203125901447
1,2,21,0.16841877140474404,0.18776182016962523,0.19002115242824283,0.1667717972012566,0.30692293926258574,0.1667717972012566,0.0889838718682413,0.4426016597014195,0.29863812767340414
1,2,22,0.20064332766277237,0.30567090159242544,0.0,0.20064332766277237,0.0,0.0,0.11527507854118298,0.0,-0.010247504611529937
1,2,23,0.0,0.7211073137104558,0.0,0.0,0.7211073137104558,0.0,0.21532743222799888,0.7211073137104558,0.7211073137104558
1,2,24,0.0,0.068261600337281,0.0,0.8700682616137089,0.068261600337281,0.8700682616137089,0.068261600337281,0.068261600337281,-0.801806661276428
1,2,25,0.047039111593964046,0.03504108961361075,0.0,0.0,0.039068729766389795,0.11609086426075739,0.047039111593964046,0.0,-0.08902015647472088
1,2,26,0.0888893586307153,0.0,0.0888893586307153,0.03984903112704855,0.041743481891614725,0.03984903112704855,0.03984903112704855,0.041743481891614725,-0.04714587673910058
1,2,27,0.04707714982874468,0.020914192443762688,0.04707714982874468,0.0,0.07589583807720623,0.0,0.020914192443762688,0.07006424971483102,0.051908420302513206
1,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7160801409911759,0.7160801409911759
1,2,29,1.4939211391060843,0.0,1.4939211391060843,1.4939211391060843,0.0,1.4939211391060843,0.0,0.0,-1.4939211391060843
1,2,30,0.0,0.0,0.0,0.8656022551368906,0.1926684512245912,0.0,0.0,0.1926684512245912,-0.6729338039122994
1,2,32,0.22961623534699793,0.387927262863479,0.23717193246389764,0.22961623534699793,0.9716506429088466,0.22961623534699793,0.35516550117370843,0.5366894818501025,0.8252841565747743
1,2,34,0.0,0.09943964176747609,0.0,0.04093063058666641,0.215794281493221,0.08291604098828706,0.021939302390944063,0.23769382671688377,0.1547777857285967
1,2,35,0.0,0.273046401349124,0.0,0.0,0.273046401349124,0.0,0.273046401349124,0.273046401349124,0.273046401349124
1,2,36,0.01435291850624697,0.047850765626083584,0.01435291850624697,0.040902321600047635,0.10533297933894378,0.0315041687054741,0.0306151679444997,0.0751778941535367,0.07382881063346969
1,2,38,0.03819434980051465,0.06716934844771948,0.03158891704450647,0.09533935592626232,0.08762551078631937,0.021564574722534646,0.05069488967599573,0.11114863857443849,0.041607149052593266
1,2,39,0.03276142848916851,0.03263172184275032,0.03276142848916851,0.03276142848916851,0.03263172184275032,0.03276142848916851,0.09704500183995614,0.03263172184275032,-0.09717470848637434
1,2,40,0.0,0.2188244876513845,0.0,0.0,0.2188244876513845,0.0,0.0,0.2188244876513845,0.2188244876513845
1,2,41,0.14360860165202796,0.14360860165202796,0.14360860165202796,0.14360860165202796,0.25116914199008866,0.14360860165202796,0.14360860165202796,0.25116914199008866,0.10756054033806071
1,2,42,0.12302213010437989,1.190150272986792,0.07655186406746549,0.9592716080420554,1.0804286045908758,0.1862735324633819,0.30743052901220236,1.019727098393258,0.8476848060905794
1,2,44,0.43305158830918283,0.0,0.43305158830918283,0.0,0.0,0.0,0.0,0.0,-0.43305158830918283
1,2,45,0.0,1.1700441028920552,0.0,0.0,1.1700441028920552,0.0,1.1700441028920552,0.0,1.1700441028920552
1,2,46,0.35279333695473036,0.10684424400617895,0.0,0.0,0.10684424400617895,0.02634869509653956,0.45963758096090934,0.1424983414717717,-0.23664369057949822
1,3,2,0.042617687621330155,0.042617687621330155,0.0,0.0,0.10161148462211214,0.0,0.042617687621330155,0.16338868311294624,0.16338868311294624
1,3,3,0.16780507221808227,0.108905739943409,0.030866139237729014,0.14255270861128766,0.22082208872462064,0.18702099175020706,0.0699326838275604,0.2940646048754416,0.10765580006924963
1,3,4,0.0,0.407469297155271,0.0,1.236021560264416,0.0,0.828552263109145,0.0,0.0,-0.828552263109145
1,3,5,0.0,0.0,0.0,0.0,0.13146288263540754,0.0,0.0,0.254183982754371,0.254183982754371
1,3,8,0.0,0.42287172390340483,0.0,0.15097184808058467,0.15097184808058467,0.0,0.15097184808058467,0.0,0.42287172390340483
1,3,10,0.09750414786580515,0.03900662876416057,0.0,0.0,0.03900662876416057,0.0,0.03900662876416057,0.03900662876416057,-0.05849751910164458
1,3,11,0.11153332907281854,0.06272361282978027,0.0,0.1821069632813546,0.06272361282978027,0.04880971624303827,0.1791629343927936,0.06272361282978027,0.030771822062045
1,3,12,0.0,0.8303451644432156,0.0,0.0,0.0,0.0,0.0,0.0,0.8303451644432156
1,3,13,0.6274278518462623,0.0,0.6274278518462623,0.0,0.0,0.6274278518462623,0.0,0.0,-0.6274278518462623
1,3,14,0.10198059789841112,0.2804157081018733,0.24689454003384395,0.10198059789841112,0.2804157081018733,0.60576189803126,0.11184135847473464,0.2804157081018733,-0.32534618992938674
1,3,15,2.6853005287169096,0.0,2.6853005287169096,0.0,0.0,2.6853005287169096,0.0,0.0,-2.6853005287169096
1,3,16,0.0,0.6321798557825657,0.0,0.027239462807412185,0.7256973445442895,0.0,0.4154464771854705,0.6321798557825657,0.7256973445442895
1,3,17,0.4141561580937383,0.40956960202368603,0.7738678287547263,0.0,0.40956960202368603,0.359711670660988,0.40956960202368603,0.40956960202368603,-0.36429822673104034
1,3,18,0.10160403822055578,0.0,0.10160403822055578,0.13085036285202065,0.12016578390328772,0.10160403822055578,0.08957592577052854,0.0,0.018561745682731945
1,3,19,0.11655449817718348,0.025598100126480373,0.11655449817718348,0.060534154262338644,0.025598100126480373,0.15591700951326812,0.06496061146256502,0.025598100126480373,-0.13031890938678775
1,3,20,0.0,0.0,0.0,0.6908983264436759,0.31052987600449894,0.0,0.31052987600449894,0.3803684504391769,0.31052987600449894
1,3,21,0.0,0.0,0.0,0.0,0.15963096493066506,0.0,0.0,0.15963096493066506,0.15963096493066506
1,3,22,0.26952881765773423,0.0857407234548669,0.4304098818053918,0.4304098818053918,0.0,0.4304098818053918,0.0,0.0,-0.5161506052602587
1,3,23,0.0,0.0,0.0,0.0,0.0530108126302534,0.4564325196643027,0.0,0.2573042274209297,-0.19912829224337306
1,3,24,0.0,0.0,0.0,0.12589049027209417,0.12589049027209417,0.13982328615885936,0.12589049027209417,0.0,-0.013932795886765187
1,3,25,0.22309015504785185,0.12678776102132244,0.4682488397873339,0.650181312086376,0.10958641784021401,0.3206319216640956,0.0682529035060636,0.19504066452738605,-0.44905041548899255
1,3,26,3.9676212829531514,3.9676212829531514,3.9676212829531514,3.9676212829531514,0.0,3.9676212829531514,3.9676212829531514,0.0,-3.9676212829531514
1,3,27,0.018006789482336447,0.15261266152911715,0.041322885735620145,0.059999279527369824,0.28537059401449827,0.44595202979318144,0.13093948302150105,0.43935495776944683,-0.08746546308997662
1,3,28,0.27097114073850487,0.2836657352421513,0.0,0.0,0.6113246371850967,0.27097114073850487,0.2836657352421513,0.6113246371850967,0.34035349644659174
1,3,29,0.0,0.34349490711708097,0.0,0.0,0.16419239239134795,0.0,0.04725803100273301,0.16419239239134795,0.16419239239134795
1,3,30,0.08187219269948387,0.11705169589235931,0.08187219269948387,0.1987382750667684,0.27961886159877447,0.0,0.17486990063942898,0.20924644475355422,0.24424033442135487
1,3,31,0.1580660277044938,0.0,0.0,0.1580660277044938,0.0,0.1580660277044938,0.0,0.24750932945793475,0.08944330175344095
1,3,32,0.11194681196962696,0.20921180819892848,0.11194681196962696,0.20921180819892848,0.11194681196962696,0.11194681196962696,0.11194681196962696,0.2702212628132926,0.15827445084366568
1,3,33,0.2540112026074059,0.0,0.0,0.2540112026074059,0.0,0.0,0.0,0.750416291756679,0.4964050891492731
1,3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3599142649801968,0.3599142649801968
1,3,35,0.125094396901202,0.012073164360156178,0.125094396901202,0.6224085160355184,0.4980721129462842,0.015108236725690536,0.4980721129462842,0.0,0.3729777160450821
1,3,36,0.0,0.37772648659254593,0.0,0.0,0.37772648659254593,0.0,0.0,0.37772648659254593,0.37772648659254593
1,3,37,0.0,0.6871094005143763,0.0,0.6871094005143763,0.6871094005143763,0.0,0.0,0.6871094005143763,0.6871094005143763
1,3,38,0.0,0.12205911494167772,0.0,0.0,0.19436241598274487,0.0,0.12205911494167772,0.0,0.19436241598274487
1,3,41,0.29944311569457743,0.0,0.29944311569457743,0.29944311569457743,0.0,0.29944311569457743,0.0,0.0,-0.29944311569457743
1,3,43,0.0,0.02792520013797859,0.0,0.0,0.16483083568539167,0.1456035711620387,0.02792520013797859,0.16483083568539167,0.14176160873428784
1,3,44,0.34183992995203,0.0,0.5636469842409578,0.34183992995203,0.0,0.5636469842409578,0.0,0.0,-0.5636469842409578
1,3,45,0.0,0.0,0.0,0.0,1.9652182024908305,0.0,0.0,1.9652182024908305,1.9652182024908305
1,3,46,0.0,0.08351044943913541,0.0,0.0,0.11242543814654635,0.27385951179858165,0.030156568377370387,0.19286597022037513,-0.0809935415782065
1,3,47,0.1654807135090041,0.23515320248380958,0.18785837867449348,0.2767960884582778,0.03741508794114127,0.40100803886007735,0.09433900599014407,0.6213315720367508,-0.3207407491339198
1,3,48,0.006232612934189277,0.013819992253260584,0.008593131647907485,0.00836021092602213,0.015582773790160825,0.008919190270011979,0.010493918687905083,0.004704083950338326,0.004213904583777261
1,4,1,0.0,0.34108410341099055,0.0,0.34108410341099055,0.17177735012859408,0.618755755736427,0.0,0.3134641743951163,-0.3052915813413108
1,4,2,0.07440409659225922,0.0,0.03541666574310133,0.03541666574310133,0.0,0.03541666574310133,0.0,0.0,-0.07440409659225922
1,4,3,0.0,0.0,0.15171120191943083,0.15171120191943083,0.0,0.15171120191943083,0.0,0.10140760699414582,-0.05030359492528501
1,4,5,0.017784775465548623,0.2028361176931624,0.017784775465548623,0.09963682461509357,0.28384234138698705,0.03429725776532553,0.2448596063325697,0.07917286166634807,0.24954508362166156
1,4,6,0.0,0.0893606404415315,0.0,0.0,1.5303136209290353,0.0,0.0893606404415315,1.5303136209290353,1.5303136209290353
1,4,7,0.13839086074053594,0.13839086074053594,0.0,0.0,0.0,0.10190648219335695,0.13839086074053594,0.0,-0.3786882036744288
1,4,8,0.0,0.806796303224212,0.0,0.0,0.8727247847049948,0.0,0.5333089622189482,0.36973619748083014,0.8727247847049948
1,4,9,0.0,0.2504636162751363,0.0,0.0,0.4240286199297449,0.0,0.2504636162751363,0.4240286199297449,0.4240286199297449
1,4,10,0.0,0.49190532073828785,0.0,0.0,0.49190532073828785,0.0,0.0,0.49190532073828785,0.49190532073828785
1,4,11,0.7575474860603194,0.0,0.0,0.7575474860603194,0.0,0.0,0.0,0.0,-0.7575474860603194
1,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3941918140259298,0.3941918140259298
1,4,15,0.0,0.9829670448568465,0.0,0.0,0.9829670448568465,0.0,0.9829670448568465,0.9829670448568465,0.9829670448568465
1,4,16,0.017006551932169146,0.03478477936142649,0.006389739688221062,0.006389739688221062,0.04022762837050597,0.015240828803495306,0.014955007895410845,0.019829771466015642,0.014369987323062577
1,4,19,0.0,0.49148352242842325,0.0,0.0,0.49148352242842325,0.0,0.49148352242842325,0.49148352242842325,0.49148352242842325
1,4,20,0.0,0.3071772015177645,0.0,0.0,0.5615372043519014,0.0,0.3071772015177645,0.5615372043519014,0.5615372043519014
1,4,21,0.0,0.49148352242842325,0.0,0.0,1.207286202734988,0.0,0.49148352242842325,0.49148352242842325,1.207286202734988
1,4,22,1.154804235491154,0.8245312806172516,1.154804235491154,0.8245312806172516,0.8245312806172516,0.0,0.0,0.8245312806172516,-0.3302729548739025
1,4,23,0.0,0.15167178344886345,0.061195412065072445,0.10700270543269753,0.8297048050788438,0.061195412065072445,0.10586449008123837,0.44744515614953695,0.7685093930137713
1,4,24,0.08058268079052625,4.761840877030483,0.0,0.08058268079052625,4.819303397571151,0.08058268079052625,4.761840877030483,0.05746252054066755,4.738720716780624
1,4,25,0.0,0.0,0.0,0.0,0.7500100343524334,0.0,0.0,0.0,0.7500100343524334
1,4,26,0.3177486148008836,0.1330541077637783,0.15237864420089797,0.3489808602788098,0.36443223839074634,0.3177486148008836,0.06937461995926697,0.26261037610489424,0.01287014915928895
1,4,27,0.0,0.3577069984881071,0.0,0.20040690848335974,0.3577069984881071,0.07764303405208148,0.15730009000474734,0.2970042060237485,0.2800639644360256
1,4,28,0.0,0.3762888947337055,0.0,0.10009696064188865,0.043112589686703784,0.10009696064188865,0.043112589686703784,0.043112589686703784,0.17609497344992828
1,4,29,0.0,2.9359230170932245,0.0,0.0,2.9359230170932245,0.0,2.457417612142116,2.9359230170932245,2.9359230170932245
1,4,30,0.0,0.06676819603968957,0.0,0.0,0.1434597092824236,0.08358932008187803,0.0,0.1434597092824236,0.22704902936430163
1,4,31,0.0,0.5956041850956523,0.0,0.0,0.0,0.0,0.0,0.0,-0.5956041850956523
1,4,32,0.0,1.5255631144910429,0.0,2.1863838208480026,3.7119469353390455,0.0,2.989147280376663,0.7227996549623822,3.7119469353390455
1,4,33,0.0,1.228708806071058,0.0,0.0,1.228708806071058,0.0,1.228708806071058,1.228708806071058,1.228708806071058
1,4,35,0.0,1.15240406188854,0.0,0.0,1.15240406188854,0.0,0.7946547377152399,0.35774932417330024,1.15240406188854
1,4,36,0.1043565656550223,0.15141142472867308,0.27687316343529944,0.24214810751415847,0.18277807887054165,0.32083356019671466,0.12031358791468927,0.15141142472867308,-0.13805548132617299
1,4,39,0.03086399996386013,0.18763579582963683,0.0,0.025983128590879777,0.29752183539846533,0.0,0.11290059330585446,0.13888372189673423,0.29752183539846533
1,4,40,0.26852791271059295,0.13526273087289467,0.17924276995799757,0.17924276995799757,0.32651801063187036,0.17924276995799757,0.13526273087289467,0.22727160322428877,0.1472752406738728
1,4,41,0.12127980270568295,0.2946734957290318,0.25188690605453695,0.11126002461345567,0.28257035626004356,0.14986824080157785,0.22600594881564154,0.24320048813296752,0.03675467435221017
1,4,42,0.0,0.0,0.0,0.30452389156479814,0.0,0.30452389156479814,0.0,0.0,-0.30452389156479814
1,4,44,0.0,0.0,0.0,0.1489161738894997,0.0,0.1489161738894997,0.0,0.1489161738894997,0.0
1,4,45,0.5611069350622977,0.5611069350622977,0.0,0.5611069350622977,0.5611069350622977,0.0,0.0,0.5611069350622977,0.5611069350622977
1,4,46,0.0,2.0764609058350305,0.0,0.0,2.0764609058350305,0.0,1.0926502643584548,0.9838106414765757,2.0764609058350305
1,4,47,0.13030929421442505,0.19430487446394787,0.13030929421442505,0.22274372627905292,0.4047092795535149,0.13030929421442505,0.0,0.29606417577166616,0.2985902021894624
1,4,48,0.0602387556091163,0.1908476632177364,0.0602387556091163,0.0602387556091163,0.06246204750388067,0.0602387556091163,0.0,0.1908476632177364,0.19307095511250078
1,4,49,0.12700560130370295,0.04550773355818733,0.12700560130370295,0.12700560130370295,0.27743271915334644,0.12700560130370295,0.04550773355818733,0.27743271915334644,0.15042711784964352
1,4,50,0.0076972725481756965,0.23733914981204857,0.0,0.0,0.3286621543893884,0.0076972725481756965,0.16314175724894264,0.2241357082140445,0.16583450010152156
1,4,51,0.0,0.027607074127809765,1.3467353247695046,0.20089342069937083,0.2935287600157351,0.17328634657156106,0.0,0.2935287600157351,-1.1189646808735432
1,4,53,0.2887010588727886,0.6720071461922726,0.2887010588727886,0.5731918983202642,0.29413845257768667,0.0,0.051196200252960754,0.29413845257768667,0.05305644132394579
1,4,54,0.0655806646748529,0.28031895217063696,0.0,0.07873807872725587,0.28031895217063696,0.0655806646748529,0.21045202508999322,0.13240161806036696,0.2772729784755073
1,4,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4891331078530463,0.4891331078530463
1,4,56,0.19918344503055943,0.18951387507117823,0.0,0.22666782105113448,0.4412381722075661,0.19918344503055943,0.0,0.408790929880981,0.2420547271770067
1,4,57,0.7750499547696129,0.0,0.720138870109727,0.7782499633625158,0.0,0.7782499633625158,0.0,0.0,-0.8103292884650859
1,4,58,0.0,0.0,0.137689677146413,0.23900544048748715,0.0,0.137689677146413,0.0,0.0960890569994698,-0.1429163834880173
1,4,59,0.18331042915754356,0.2903696127554441,0.18331042915754356,0.32297468107309396,0.20589555743691818,0.2788033624685984,0.26562354209479894,0.3892059865944617,0.10705918359790055
1,5,1,0.0,0.10684424400617895,0.0,0.0,0.5369836008893394,0.0,0.10684424400617895,0.5369836008893394,0.5369836008893394
1,5,2,0.0,0.140777621041171,0.0,0.0,0.140777621041171,0.0,0.011701988629248173,0.06965458583720777,0.140777621041171
1,5,3,0.038109669524083845,0.0818705822506857,0.016401299211842916,0.016401299211842916,0.09803595023812474,0.16047082659836198,0.02158152210467498,0.037746890092114016,-0.06243487636023726
1,5,4,0.0,0.2208565930224781,0.0,0.2208565930224781,0.2208565930224781,0.0,0.0,0.2208565930224781,0.2208565930224781
1,5,5,0.0,0.2691592902849986,0.0,0.0,0.2691592902849986,0.0,0.2691592902849986,0.2691592902849986,0.2691592902849986
1,5,6,0.0,0.6530403340892433,0.0,0.6530403340892433,0.0,0.6530403340892433,0.0,0.6253469097972324,-0.027693424292010937
1,5,7,0.0,0.0,0.1906472452796488,0.0,0.0,0.0,0.0,0.1906472452796488,0.0
1,5,8,0.0,0.0,0.0,0.27882208660132957,0.0,0.27882208660132957,0.0,0.0,-0.27882208660132957
1,5,9,0.0,0.16035752874025258,0.0,0.0,0.16035752874025258,0.0,0.0,0.0,0.16035752874025258
1,5,10,0.6869874097588278,0.35044029477297794,0.3114862036904165,0.6266423775676065,0.5630646954681192,0.0,0.0,0.541180749114822,-0.0733206934320291
1,5,11,0.05369374190655588,0.11089206753551506,0.12787145374842426,0.08355396334716653,0.09140065176584379,0.06590571953837641,0.07009788912916888,0.1396236996319122,-0.1579654528115567
1,5,12,0.0,0.6636935930437871,0.0,0.0,0.6636935930437871,0.0,0.0,0.0,0.6636935930437871
1,5,13,0.0,0.0,0.0,0.0,0.0,0.7431562897064351,0.0,0.0,-0.7431562897064351
1,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42727123343586026,0.42727123343586026
1,5,15,0.0,0.1525070625823169,0.0,0.0,0.248439436397344,0.0,0.0,0.09593237381502713,0.248439436397344
1,5,16,0.0,0.30755429806792933,0.354085253945634,0.03383598795164424,0.4876319233864369,0.3879212418972783,0.30755429806792933,0.04235837835079103,0.0997106814891587
1,5,17,0.0,0.548735632040789,0.0,0.10017233275157833,0.548735632040789,0.10017233275157833,0.24574176121421162,0.28799886334501545,0.4485632992892106
1,5,18,2.7642425919955764,3.3673991024833265,0.0,2.7642425919955764,0.7417615073225492,0.0,0.0,0.6599484757862462,3.506004099318125
1,5,19,0.274252029279203,0.1048809917779527,0.0,0.1937507662608534,0.0,0.08886977448290072,0.08886977448290072,0.0,-0.1693710375012503
1,5,20,1.4111733478189215,0.0,1.4111733478189215,1.4111733478189215,0.0,0.0,0.0,0.0,-1.4111733478189215
1,5,22,0.848302392791325,0.0,0.0,0.848302392791325,0.0,0.848302392791325,0.848302392791325,0.0,-0.848302392791325
1,5,23,0.0,0.25078939180203225,0.0,0.0,0.25078939180203225,0.0,0.0,0.0,0.25078939180203225
1,5,24,3.7348028477652107,0.0,3.7348028477652107,3.7348028477652107,0.0,3.7348028477652107,0.0,0.0,-3.7348028477652107
1,5,25,1.1125004596316703,0.0,0.0,1.1125004596316703,0.0,0.0,0.0,0.0,-1.1125004596316703
