term_str,term_rank,n,p,i,n_chars,max_pos_group,max_pos,n_pos_group,n_pos,stop,porter_stem,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
happy,297,285,0.00036313827923422417,11.427193363620717,5,JJ,JJ,3,3,0,happi,256,7.870485131812606,2014.844193744027,0,1,0,0,1,0,1,0,0,1,1
friend,314,260,0.00033128404421367823,11.559643659644365,6,NN,NN,2,3,0,friend,242,7.951621894538011,1924.2924984781987,0,0,0,0,1,0,1,0,0,1,1
watch,337,233,0.00029688147039148854,11.71782532801854,5,VB,VB,3,5,0,watch,211,8.14938594310542,1719.5204339952436,0,1,0,1,0,0,0,0,0,0,0
weird,356,222,0.00028286560698244834,11.787595606322714,5,JJ,JJ,3,6,0,weird,213,8.135775511586766,1732.9201839679813,0,0,1,0,0,1,0,0,0,0,-1
crazy,358,221,0.00028159143758162646,11.794108913281388,5,JJ,JJ,3,5,0,crazi,201,8.219433440633678,1652.1061215673692,1,0,0,1,0,1,0,1,0,0,-1
important,380,208,0.00026502723537094255,11.881571754531729,9,JJ,JJ,2,3,0,import,193,8.278028094544526,1597.6594222470935,0,0,0,0,0,0,1,0,0,1,1
deal,389,202,0.0002573822189660115,11.923799989921026,4,NN,NN,3,5,0,deal,191,8.293056303776856,1583.9737540213796,0,1,0,0,1,0,1,0,1,1,1
laughing,390,200,0.00025483388016436787,11.938155282898096,8,VB,VBG,3,4,0,laugh,195,8.263154818062995,1611.315189522284,0,0,0,0,1,0,1,0,0,0,1
problem,399,195,0.00024846303316025865,11.97468115892321,7,NN,NN,2,3,0,problem,192,8.28552263109145,1590.8203451695583,0,0,0,1,0,1,0,1,0,0,-1
hit,411,186,0.0002369955085528621,12.042852661564789,3,VB,VB,4,8,0,hit,171,8.452632616926708,1445.400177494467,1,0,0,0,0,1,0,0,0,0,-1
true,415,185,0.00023572133915204026,12.050630012156509,4,JJ,JJ,2,3,0,true,175,8.419274019980277,1473.3729534965485,0,0,0,0,1,0,1,0,0,1,1
hate,425,180,0.00022935049214793107,12.090158376343146,4,VB,VBP,3,7,0,hate,150,8.641666441316724,1296.2499661975087,1,0,1,1,0,1,0,1,0,0,-1
food,427,180,0.00022935049214793107,12.090158376343146,4,NN,NN,1,2,0,food,169,8.469605695530422,1431.3633625446414,0,0,0,0,1,0,1,0,0,1,1
birthday,449,166,0.0002115121205364253,12.206972041325896,8,NN,NN,2,3,0,birthday,140,8.741202114867638,1223.7682960814693,0,1,0,0,1,0,1,0,1,0,1
hell,458,159,0.00020259293473067245,12.269128517388465,4,NN,NN,4,6,0,hell,156,8.585082912950357,1339.2729344202558,1,0,1,1,0,1,0,1,0,0,-1
perfect,460,159,0.00020259293473067245,12.269128517388465,7,JJ,JJ,3,5,0,perfect,153,8.613097289119954,1317.803885235353,0,1,0,0,1,0,1,0,0,1,1
hope,466,157,0.00020004459592902878,12.287390723781193,4,VB,VBP,3,5,0,hope,153,8.613097289119954,1317.803885235353,0,1,0,0,1,0,1,0,1,1,1
sex,478,150,0.00019112541012327589,12.35319278217694,3,NN,NN,5,7,0,sex,138,8.761960675034437,1209.1505731547525,0,1,0,0,1,0,1,0,0,1,1
damn,479,150,0.00019112541012327589,12.35319278217694,4,NN,NN,5,7,0,damn,148,8.661031766183656,1281.8327013951812,1,0,1,0,0,1,0,0,0,0,-1
top,485,147,0.00018730290192081037,12.382339127836456,3,NN,NN,3,4,0,top,139,8.751544059089099,1216.4646242133847,0,1,0,0,0,0,1,0,0,1,1
black,493,144,0.00018348039371834484,12.412086471230507,5,JJ,JJ,2,3,0,black,134,8.804395941354834,1179.7890561415477,0,0,0,0,0,1,0,1,0,0,-1
word,497,142,0.00018093205491670117,12.432264353168138,4,NN,NN,1,2,0,word,134,8.804395941354834,1179.7890561415477,0,0,0,0,0,0,1,0,0,1,1
found,505,141,0.00017965788551587932,12.442460120274026,5,VB,VBD,3,7,0,found,138,8.761960675034437,1209.1505731547525,0,0,0,0,1,0,1,0,0,1,1
pay,511,139,0.00017710954671423565,12.463070399949313,3,VB,VB,2,4,0,pay,136,8.783022290562267,1194.4910315164682,0,1,0,0,1,0,1,0,0,1,1
lost,522,136,0.00017328703851177013,12.49454863142248,4,VB,VBD,3,5,0,lost,131,8.837062130275156,1157.6551390660454,0,0,0,0,0,1,0,1,0,0,-1
laugh,523,136,0.00017328703851177013,12.49454863142248,5,IN,IN,6,8,0,laugh,131,8.837062130275156,1157.6551390660454,0,0,0,0,1,0,1,0,1,0,1
terrible,528,132,0.0001681903609084828,12.537617353314367,8,JJ,JJ,2,2,0,terribl,124,8.91628882142573,1105.6198138567906,1,0,1,1,0,1,0,1,0,0,-1
gift,534,131,0.00016691619150766094,12.54858847113537,4,NN,NN,3,6,0,gift,118,8.987842082450765,1060.5653657291903,0,1,0,0,1,0,1,0,1,0,1
case,535,131,0.00016691619150766094,12.54858847113537,4,NN,NN,1,2,0,case,123,8.927970626473366,1098.140387056224,0,0,0,1,0,1,0,1,0,0,-1
beautiful,545,127,0.0001618195139043736,12.593326785900654,9,JJ,JJ,2,4,0,beauti,117,9.000120412229201,1053.0140882308165,0,0,0,0,1,0,1,0,0,0,1
boy,573,120,0.0001529003280986207,12.675120877064302,3,NN,NN,5,8,0,boy,117,9.000120412229201,1053.0140882308165,0,0,1,0,0,1,0,0,0,0,-1
excited,575,120,0.0001529003280986207,12.675120877064302,7,JJ,JJ,2,3,0,excit,118,8.987842082450765,1060.5653657291903,0,1,0,0,1,0,1,0,1,1,1
late,578,119,0.00015162615869779888,12.687193709364877,4,JJ,JJ,2,2,0,late,116,9.012504136685033,1045.4504798554638,0,0,0,0,0,1,0,1,0,0,-1
sir,585,118,0.00015035198929697703,12.699368423310979,3,NN,NN,4,7,0,sir,113,9.050306169397418,1022.6845971419082,0,0,0,0,0,0,1,0,0,1,1
special,591,116,0.00014780365049533336,12.724030477545249,7,JJ,JJ,2,3,0,special,110,9.089125418287946,999.8037960116741,0,0,0,0,1,0,1,0,0,0,1
worry,619,109,0.00013888446468958047,12.813827147895894,5,VB,VB,2,3,0,worri,106,9.142564677249407,969.1118557884371,0,1,0,1,0,1,0,1,0,0,-1
idiot,630,107,0.0001363361258879368,12.840544486271673,5,NN,NN,5,7,0,idiot,95,9.300629523481657,883.5598047307574,0,0,1,0,0,1,0,0,0,0,-1
luck,631,106,0.00013506195648711498,12.85409101810962,4,NN,NN,3,7,0,luck,100,9.22662894203788,922.662894203788,0,1,0,0,1,0,1,0,1,0,1
die,644,103,0.00013123944828464945,12.895510945489601,3,VB,VB,4,7,0,die,93,9.331326320704575,867.8133478255254,0,0,0,1,0,1,0,1,0,0,-1
sick,646,103,0.00013123944828464945,12.895510945489601,4,JJ,JJ,4,6,0,sick,94,9.315896280134968,875.694250332687,0,0,1,0,0,1,0,1,0,0,-1
kiss,650,102,0.0001299652788838276,12.909586130701324,4,VB,VB,3,6,0,kiss,97,9.270572289625477,899.2455120936713,0,1,0,0,1,0,1,0,1,0,1
surprise,659,99,0.00012614277068136208,12.952654852593211,8,NN,NN,3,5,0,surpris,94,9.315896280134968,875.694250332687,0,0,0,1,1,0,1,0,1,0,1
favorite,661,98,0.00012486860128054023,12.967301628557612,8,JJ,JJ,3,4,0,favorit,93,9.331326320704575,867.8133478255254,0,0,0,0,1,0,1,0,0,1,1
kill,663,97,0.0001235944318797184,12.982098630485693,4,VB,VB,2,4,0,kill,83,9.49544570046568,788.1219931386514,0,0,0,1,0,1,0,1,0,0,-1
music,670,96,0.00012232026247889656,12.997048971951664,5,NN,NN,2,3,0,music,92,9.346923175755592,859.9169321695144,0,0,0,0,1,0,1,1,0,0,1
shot,673,95,0.00012104609307807473,13.012155864341873,4,NN,NN,3,7,0,shot,93,9.331326320704575,867.8133478255254,1,0,0,1,0,1,0,1,1,0,-1
crying,698,90,0.00011467524607396553,13.090158376343146,6,VB,VBG,2,3,0,cri,88,9.411053513175307,828.1727091594271,0,0,0,0,0,1,0,1,0,0,-1
sweet,702,90,0.00011467524607396553,13.090158376343146,5,JJ,JJ,3,6,0,sweet,87,9.427541635963877,820.1961223288573,0,1,0,0,1,0,1,0,1,1,1
lose,705,89,0.0001134010766731437,13.106278041706423,4,VB,VB,2,3,0,lose,86,9.444220377110508,812.2029524315037,1,0,1,1,0,1,0,1,1,0,-1
white,710,89,0.0001134010766731437,13.106278041706423,5,JJ,JJ,2,2,0,white,81,9.530635128927981,771.9814454431665,0,1,0,0,1,0,1,0,0,1,1
store,715,88,0.00011212690727232185,13.122579854035523,5,NN,NN,3,4,0,store,85,9.461094195674903,804.1930066323667,0,1,0,0,0,0,1,0,0,0,1
mother,718,87,0.00011085273787150001,13.139067976824093,6,NN,NN,2,3,0,mother,81,9.530635128927981,771.9814454431665,0,1,0,0,1,1,1,1,0,1,0
hurt,719,87,0.00011085273787150001,13.139067976824093,4,VB,VB,3,9,0,hurt,79,9.566704383635502,755.7696463072047,1,0,0,1,0,1,0,1,0,0,-1
feeling,724,86,0.00010957856847067818,13.155746717970722,7,NN,NN,4,5,0,feel,84,9.478167709033846,796.1660875588431,1,1,1,1,1,1,1,1,1,1,0
glad,732,86,0.00010957856847067818,13.155746717970722,4,JJ,JJ,4,7,0,glad,85,9.461094195674903,804.1930066323667,0,1,0,0,1,0,1,0,0,0,1
ill,737,85,0.00010830439906985634,13.172620536535119,3,NN,NNP,4,6,0,ill,83,9.49544570046568,788.1219931386514,1,0,1,1,0,1,0,1,0,0,-1
words,743,84,0.00010703022966903449,13.18969404989406,5,NN,NNS,1,1,0,word,82,9.512933127194522,780.0605164299508,1,0,0,0,0,1,0,0,0,0,-1
save,746,84,0.00010703022966903449,13.18969404989406,4,VB,VB,3,5,0,save,81,9.530635128927981,771.9814454431665,0,0,0,0,1,0,1,0,0,1,1
buddy,753,83,0.00010575606026821266,13.206972041325896,5,NN,NN,3,6,0,buddi,77,9.603698591117704,739.4847915160632,0,1,0,0,1,0,1,0,0,1,1
hospital,754,83,0.00010575606026821266,13.206972041325896,8,NN,NN,1,2,0,hospit,81,9.530635128927981,771.9814454431665,0,0,0,1,0,0,0,1,0,1,0
fight,759,82,0.00010448189086739082,13.224459468054736,5,NN,NN,3,7,0,fight,68,9.783022290562267,665.2455157582341,1,0,0,1,0,1,0,0,0,0,-1
wear,767,81,0.00010320772146656899,13.242161469788195,4,VB,VB,4,6,0,wear,77,9.603698591117704,739.4847915160632,0,0,0,0,0,1,0,0,0,1,-1
respect,770,81,0.00010320772146656899,13.242161469788195,7,VB,NN,3,5,0,respect,63,9.89320520831269,623.2719281236995,0,1,0,0,1,0,1,0,0,1,1
fall,778,79,0.0001006593826649253,13.278230724495717,4,VB,VB,2,4,0,fall,78,9.585082912950357,747.6364672101279,0,0,0,0,0,1,0,1,0,0,-1
calls,779,79,0.0001006593826649253,13.278230724495717,5,NN,NNS,2,3,0,call,74,9.661031766183656,714.9163506975906,0,1,0,0,0,1,0,0,0,1,-1
mistake,792,78,9.938521326410346e-05,13.296609253810573,7,NN,NN,3,3,0,mistak,74,9.661031766183656,714.9163506975906,0,0,0,0,0,1,0,1,0,0,-1
fat,800,77,9.811104386328163e-05,13.31522493197792,3,JJ,JJ,4,6,0,fat,64,9.870485131812606,631.7110484360068,0,0,1,0,0,1,0,1,0,0,-1
doctor,840,72,9.174019685917242e-05,13.412086471230507,6,NN,NN,2,3,0,doctor,65,9.848117318784151,640.1276257209698,0,0,0,0,0,0,1,0,0,1,1
enjoy,842,72,9.174019685917242e-05,13.412086471230507,5,VB,VB,3,6,0,enjoy,69,9.761960675034437,673.5752865773762,0,1,0,0,1,0,1,0,0,1,1
applause,850,70,8.919185805752875e-05,13.452728455727854,8,NN,NN,3,4,0,applaus,69,9.761960675034437,673.5752865773762,0,0,0,0,1,0,1,0,1,1,1
gun,851,70,8.919185805752875e-05,13.452728455727854,3,NN,NN,3,3,0,gun,65,9.848117318784151,640.1276257209698,1,0,0,1,0,1,0,0,0,0,-1
mad,859,70,8.919185805752875e-05,13.452728455727854,3,JJ,JJ,4,7,0,mad,61,9.939747794249719,606.3246154492329,1,0,1,1,0,1,0,1,0,0,-1
truth,860,70,8.919185805752875e-05,13.452728455727854,5,NN,NN,2,3,0,truth,64,9.870485131812606,631.7110484360068,0,0,0,0,0,0,1,0,0,1,1
clean,863,69,8.791768865670691e-05,13.473487015894651,5,VB,JJ,3,5,0,clean,69,9.761960675034437,673.5752865773762,0,0,0,0,1,0,1,0,0,1,1
dance,866,69,8.791768865670691e-05,13.473487015894651,5,NN,NN,4,6,0,danc,66,9.826091012454151,648.522006821974,0,0,0,0,1,0,1,0,0,1,1
tough,867,69,8.791768865670691e-05,13.473487015894651,5,JJ,JJ,2,2,0,tough,68,9.783022290562267,665.2455157582341,0,0,0,0,0,1,0,1,0,0,-1
young,868,69,8.791768865670691e-05,13.473487015894651,5,JJ,JJ,2,2,0,young,64,9.870485131812606,631.7110484360068,0,1,0,0,1,0,1,0,1,0,1
finally,870,69,8.791768865670691e-05,13.473487015894651,7,RB,RB,1,1,0,final,69,9.761960675034437,673.5752865773762,0,1,1,0,1,0,1,0,1,1,1
promise,874,68,8.664351925588507e-05,13.49454863142248,7,VB,VBP,2,3,0,promis,66,9.826091012454151,648.522006821974,0,0,0,0,1,0,1,0,0,1,1
present,882,67,8.536934985506323e-05,13.515922282215048,7,JJ,JJ,3,6,0,present,65,9.848117318784151,640.1276257209698,0,1,0,0,1,0,1,0,1,1,1
grab,884,67,8.536934985506323e-05,13.515922282215048,4,VB,VB,2,5,0,grab,65,9.848117318784151,640.1276257209698,1,0,0,0,0,1,0,0,0,0,-1
child,888,67,8.536934985506323e-05,13.515922282215048,5,NN,NN,2,3,0,child,64,9.870485131812606,631.7110484360068,0,1,0,0,1,0,1,0,0,0,1
count,889,67,8.536934985506323e-05,13.515922282215048,5,VB,VB,2,4,0,count,63,9.89320520831269,623.2719281236995,0,0,0,0,0,0,1,0,0,1,1
art,890,66,8.40951804542414e-05,13.537617353314367,3,NN,NN,4,6,0,art,60,9.963594536204088,597.8156721722453,0,1,0,0,1,0,1,1,1,0,1
wonderful,891,66,8.40951804542414e-05,13.537617353314367,9,JJ,JJ,3,4,0,wonder,63,9.89320520831269,623.2719281236995,0,0,0,0,1,0,1,0,1,1,1
brother,893,66,8.40951804542414e-05,13.537617353314367,7,NN,NN,2,3,0,brother,61,9.939747794249719,606.3246154492329,0,0,0,0,0,0,1,0,0,1,1
excellent,898,65,8.282101105341956e-05,13.559643659644365,9,NN,NN,2,3,0,excel,63,9.89320520831269,623.2719281236995,0,0,0,0,1,0,1,0,0,1,1
hug,902,65,8.282101105341956e-05,13.559643659644365,3,VB,NN,3,5,0,hug,62,9.91628882142573,614.8099069283953,0,0,0,0,1,0,1,0,0,1,1
planning,918,63,8.027267225177587e-05,13.604731549172904,8,NN,NN,2,3,0,plan,61,9.939747794249719,606.3246154492329,0,1,0,0,0,0,1,0,0,1,1
cream,927,63,8.027267225177587e-05,13.604731549172904,5,NN,NN,1,2,0,cream,55,10.089125418287946,554.901898005837,0,1,0,0,1,0,1,0,1,0,1
cry,932,62,7.899850285095404e-05,13.627815162285945,3,VB,VB,2,4,0,cri,58,10.012504136685033,580.7252399277319,0,0,0,0,0,1,0,1,0,0,-1
bitch,937,62,7.899850285095404e-05,13.627815162285945,5,NN,NN,3,4,0,bitch,57,10.037595117647864,572.1429217059283,1,0,1,1,0,1,0,1,0,0,-1
ridiculous,940,62,7.899850285095404e-05,13.627815162285945,10,JJ,JJ,1,1,0,ridicul,61,9.939747794249719,606.3246154492329,1,0,1,0,0,1,0,0,0,0,-1
daughter,941,62,7.899850285095404e-05,13.627815162285945,8,NN,NN,1,2,0,daughter,57,10.037595117647864,572.1429217059283,0,0,0,0,1,0,1,0,0,0,1
shoot,953,61,7.77243334501322e-05,13.651274135109933,5,NN,NN,3,6,0,shoot,58,10.012504136685033,580.7252399277319,1,0,0,1,0,1,0,0,0,0,-1
laughter,955,60,7.645016404931035e-05,13.675120877064302,8,NN,NN,2,3,0,laughter,59,9.987842082450765,589.2826828645951,0,1,0,0,1,0,1,0,1,0,1
jump,957,60,7.645016404931035e-05,13.675120877064302,4,VB,NN,3,5,0,jump,50,10.22662894203788,511.331447101894,0,0,0,0,1,0,1,0,0,0,1
explain,966,59,7.517599464848852e-05,13.699368423310979,7,VB,VB,2,3,0,explain,56,10.063130209755002,563.5352917462801,0,0,0,0,0,0,1,0,0,1,1
punch,973,59,7.517599464848852e-05,13.699368423310979,5,NN,NN,3,4,0,punch,51,10.19805978984111,520.1010492818966,1,0,0,1,0,1,0,1,1,0,-1
fault,984,57,7.262765584684484e-05,13.749121458508078,5,NN,NN,2,2,0,fault,56,10.063130209755002,563.5352917462801,0,0,0,0,0,1,0,1,0,0,-1
worse,987,57,7.262765584684484e-05,13.749121458508078,5,JJ,JJR,3,5,0,wors,56,10.063130209755002,563.5352917462801,0,0,0,1,0,1,0,1,0,0,-1
expect,991,57,7.262765584684484e-05,13.749121458508078,6,VB,VB,2,3,0,expect,55,10.089125418287946,554.901898005837,0,1,0,0,0,0,1,0,1,1,1
broke,995,57,7.262765584684484e-05,13.749121458508078,5,VB,VBD,4,4,0,broke,57,10.037595117647864,572.1429217059283,0,0,0,1,0,1,0,1,0,0,-1
monster,997,56,7.1353486446023e-05,13.774656550615216,7,NN,NN,2,4,0,monster,50,10.22662894203788,511.331447101894,0,0,0,1,0,1,0,0,0,0,-1
honest,1003,56,7.1353486446023e-05,13.774656550615216,6,JJ,JJS,4,6,0,honest,56,10.063130209755002,563.5352917462801,1,0,1,1,1,0,1,1,0,1,1
upset,1005,56,7.1353486446023e-05,13.774656550615216,5,JJ,JJ,3,6,0,upset,51,10.19805978984111,520.1010492818966,1,0,0,0,0,1,0,1,0,0,-1
bear,1007,56,7.1353486446023e-05,13.774656550615216,4,NN,NN,4,6,0,bear,50,10.22662894203788,511.331447101894,1,0,0,1,0,0,0,0,0,0,0
chocolate,1012,55,7.007931704520116e-05,13.800651759148161,9,NN,NN,3,5,0,chocol,49,10.255775287697398,502.5329890971725,0,1,0,0,1,0,1,0,0,1,1
tree,1020,55,7.007931704520116e-05,13.800651759148161,4,NN,NN,3,3,0,tree,47,10.315896280134968,484.8471251663435,1,1,1,0,1,0,1,0,1,1,1
nervous,1021,55,7.007931704520116e-05,13.800651759148161,7,JJ,JJ,2,2,0,nervou,52,10.170045413671513,528.8423615109186,0,1,0,1,0,1,0,0,0,0,-1
interested,1025,55,7.007931704520116e-05,13.800651759148161,10,JJ,JJ,2,3,0,interest,52,10.170045413671513,528.8423615109186,0,0,1,0,0,0,1,1,0,0,1
engaged,1028,55,7.007931704520116e-05,13.800651759148161,7,VB,VBN,3,4,0,engag,54,10.115597629649137,546.2422720010534,0,1,0,0,1,0,1,0,0,1,1
prison,1033,54,6.880514764437932e-05,13.827123970509351,6,NN,NN,2,3,0,prison,41,10.512933127194522,431.0302582149754,1,0,0,1,0,1,0,1,0,0,-1
lie,1044,53,6.753097824355749e-05,13.85409101810962,3,VB,VB,2,6,0,lie,48,10.28552263109145,493.7050862923896,1,0,1,0,0,1,0,1,0,0,-1
smell,1052,53,6.753097824355749e-05,13.85409101810962,5,VB,VB,2,5,0,smell,49,10.255775287697398,502.5329890971725,1,0,1,0,0,1,0,0,0,0,-1
awful,1053,53,6.753097824355749e-05,13.85409101810962,5,JJ,JJ,3,3,0,aw,51,10.19805978984111,520.1010492818966,1,0,1,1,0,1,0,1,0,0,-1
carol,1078,51,6.49826394419138e-05,13.909586130701324,5,NN,NNP,3,4,0,carol,46,10.346923175755592,475.9584660847572,0,0,0,0,1,0,1,0,0,1,1
romantic,1079,51,6.49826394419138e-05,13.909586130701324,8,JJ,JJ,1,1,0,romant,49,10.255775287697398,502.5329890971725,0,1,0,0,1,0,1,0,0,1,1
disgusting,1083,51,6.49826394419138e-05,13.909586130701324,10,VB,VBG,3,3,0,disgust,50,10.22662894203788,511.331447101894,1,0,1,1,0,1,0,0,0,0,-1
hire,1090,50,6.370847004109197e-05,13.938155282898096,4,VB,VB,2,4,0,hire,50,10.22662894203788,511.331447101894,0,1,0,0,1,0,1,0,0,1,1
sing,1091,50,6.370847004109197e-05,13.938155282898096,4,VB,VBG,1,3,0,sing,47,10.315896280134968,484.8471251663435,0,1,0,0,1,0,1,1,0,1,1
smile,1096,50,6.370847004109197e-05,13.938155282898096,5,NN,NN,3,5,0,smile,48,10.28552263109145,493.7050862923896,0,0,0,0,1,0,1,0,1,1,1
safe,1098,50,6.370847004109197e-05,13.938155282898096,4,JJ,JJ,2,2,0,safe,48,10.28552263109145,493.7050862923896,0,0,0,0,1,0,1,0,0,1,1
lying,1107,50,6.370847004109197e-05,13.938155282898096,5,VB,VBG,2,2,0,lie,48,10.28552263109145,493.7050862923896,1,0,1,0,0,1,0,0,0,0,-1
apologize,1110,49,6.243430064027012e-05,13.967301628557612,9,VB,VB,1,2,0,apolog,49,10.255775287697398,502.5329890971725,0,0,0,0,0,0,1,1,0,1,1
insane,1111,49,6.243430064027012e-05,13.967301628557612,6,NN,NN,3,4,0,insan,49,10.255775287697398,502.5329890971725,1,0,0,1,0,1,0,0,0,0,-1
horrible,1116,49,6.243430064027012e-05,13.967301628557612,8,JJ,JJ,1,1,0,horribl,47,10.315896280134968,484.8471251663435,1,0,1,1,0,1,0,0,0,0,-1
honor,1126,48,6.116013123944828e-05,13.997048971951664,5,NN,NN,3,5,0,honor,45,10.37863203548293,467.03844159673184,0,0,0,0,0,0,1,0,0,1,1
worried,1129,48,6.116013123944828e-05,13.997048971951664,7,JJ,JJ,2,3,0,worri,46,10.346923175755592,475.9584660847572,0,0,0,0,0,1,0,1,0,0,-1
waste,1134,48,6.116013123944828e-05,13.997048971951664,5,NN,NN,3,4,0,wast,46,10.346923175755592,475.9584660847572,0,0,1,0,0,1,0,0,0,0,-1
hilarious,1135,48,6.116013123944828e-05,13.997048971951664,9,JJ,JJ,1,1,0,hilari,48,10.28552263109145,493.7050862923896,0,0,0,0,1,0,1,0,1,0,1
war,1137,48,6.116013123944828e-05,13.997048971951664,3,NN,NN,1,2,0,war,39,10.585082912950357,412.81823360506394,0,0,0,1,0,1,0,0,0,0,-1
hanging,1146,47,5.9885961838626446e-05,14.027422620995182,7,VB,VBG,1,1,0,hang,47,10.315896280134968,484.8471251663435,1,0,1,1,0,1,0,1,0,0,-1
pain,1154,47,5.9885961838626446e-05,14.027422620995182,4,NN,NN,2,2,0,pain,38,10.62255761836902,403.6571894980228,0,0,0,1,0,1,0,1,0,0,-1
management,1155,47,5.9885961838626446e-05,14.027422620995182,10,NN,NN,1,2,0,manag,42,10.478167709033846,440.08304377942153,0,0,0,0,0,0,1,0,0,1,1
weight,1164,46,5.86117924378046e-05,14.058449516615807,6,NN,NN,3,5,0,weight,43,10.444220377110508,449.10147621575186,0,1,1,1,1,1,1,1,1,1,0
share,1170,46,5.86117924378046e-05,14.058449516615807,5,NN,NN,1,2,0,share,46,10.346923175755592,475.9584660847572,0,1,0,0,1,0,1,0,0,1,1
star,1171,46,5.86117924378046e-05,14.058449516615807,4,NN,NN,2,3,0,star,40,10.548557036925244,421.9422814770098,0,1,0,0,1,0,1,0,0,1,1
smiling,1174,46,5.86117924378046e-05,14.058449516615807,7,VB,VBG,2,2,0,smile,45,10.37863203548293,467.03844159673184,0,0,0,0,1,0,1,0,0,0,1
hungry,1179,46,5.86117924378046e-05,14.058449516615807,6,JJ,JJ,4,5,0,hungri,42,10.478167709033846,440.08304377942153,0,1,0,0,0,1,0,0,0,0,-1
police,1193,45,5.733762303698277e-05,14.090158376343146,6,NN,NN,2,4,0,polic,42,10.478167709033846,440.08304377942153,0,0,0,1,0,0,1,0,0,1,1
proud,1194,45,5.733762303698277e-05,14.090158376343146,5,JJ,JJ,3,4,0,proud,45,10.37863203548293,467.03844159673184,0,1,0,0,1,0,1,0,0,1,1
treat,1195,45,5.733762303698277e-05,14.090158376343146,5,VB,NN,3,5,0,treat,44,10.411053513175307,458.08635457971354,1,1,1,1,1,1,1,1,1,1,0
angry,1203,45,5.733762303698277e-05,14.090158376343146,5,JJ,JJ,3,3,0,angri,40,10.548557036925244,421.9422814770098,1,0,1,0,0,1,0,0,0,0,-1
gross,1210,44,5.6063453636160925e-05,14.122579854035523,5,JJ,JJ,3,4,0,gross,44,10.411053513175307,458.08635457971354,0,0,1,0,0,1,0,0,0,0,-1
lucky,1218,44,5.6063453636160925e-05,14.122579854035523,5,JJ,JJ,2,2,0,lucki,41,10.512933127194522,431.0302582149754,0,0,0,0,1,0,1,0,1,0,1
delivery,1231,43,5.478928423533909e-05,14.155746717970722,8,NN,NN,1,2,0,deliveri,43,10.444220377110508,449.10147621575186,0,1,0,0,0,0,1,0,0,0,1
toilet,1237,43,5.478928423533909e-05,14.155746717970722,6,NN,NN,4,5,0,toilet,34,10.783022290562267,366.62275787911705,0,0,1,0,0,1,0,0,0,0,-1
teach,1241,43,5.478928423533909e-05,14.155746717970722,5,VB,VB,2,4,0,teach,40,10.548557036925244,421.9422814770098,0,0,0,0,1,0,1,0,1,1,1
mug,1242,43,5.478928423533909e-05,14.155746717970722,3,NN,NN,4,7,0,mug,37,10.661031766183656,394.4581753487953,1,0,0,1,0,1,1,1,0,0,0
death,1246,43,5.478928423533909e-05,14.155746717970722,5,NN,NN,1,2,0,death,42,10.478167709033846,440.08304377942153,1,1,1,1,0,1,0,1,1,0,-1
fell,1248,43,5.478928423533909e-05,14.155746717970722,4,VB,VBD,1,2,0,fell,42,10.478167709033846,440.08304377942153,0,0,0,0,0,1,0,1,0,0,-1
belt,1256,42,5.3515114834517246e-05,14.18969404989406,4,NN,NN,2,4,0,belt,38,10.62255761836902,403.6571894980228,1,0,0,1,0,1,0,0,0,0,-1
professional,1257,42,5.3515114834517246e-05,14.18969404989406,12,JJ,JJ,2,2,0,profession,41,10.512933127194522,431.0302582149754,0,0,0,0,0,0,1,0,0,1,1
opportunity,1259,42,5.3515114834517246e-05,14.18969404989406,11,NN,NN,1,2,0,opportun,41,10.512933127194522,431.0302582149754,0,1,0,0,0,0,1,0,0,0,1
hero,1262,42,5.3515114834517246e-05,14.18969404989406,4,NN,NN,1,2,0,hero,36,10.700560130370294,385.22016469333056,0,1,0,0,1,0,1,0,1,1,1
crap,1263,42,5.3515114834517246e-05,14.18969404989406,4,NN,NN,3,4,0,crap,41,10.512933127194522,431.0302582149754,0,0,1,0,0,1,0,0,0,0,-1
steal,1281,42,5.3515114834517246e-05,14.18969404989406,5,VB,VB,3,4,0,steal,40,10.548557036925244,421.9422814770098,1,0,0,1,0,1,0,1,0,0,-1
trash,1283,41,5.224094543369541e-05,14.224459468054736,5,NN,NN,3,4,0,trash,38,10.62255761836902,403.6571894980228,0,0,1,0,0,1,0,1,0,0,-1
toast,1286,41,5.224094543369541e-05,14.224459468054736,5,NN,NN,3,4,0,toast,38,10.62255761836902,403.6571894980228,0,0,0,0,1,0,1,0,0,0,1
garbage,1294,41,5.224094543369541e-05,14.224459468054736,7,NN,NN,3,4,0,garbag,35,10.741202114867638,375.94207402036733,0,0,1,0,0,1,0,0,0,0,-1
beer,1296,41,5.224094543369541e-05,14.224459468054736,4,NN,NN,3,4,0,beer,37,10.661031766183656,394.4581753487953,0,0,0,0,1,0,1,0,0,0,1
mess,1298,41,5.224094543369541e-05,14.224459468054736,4,NN,NN,2,3,0,mess,40,10.548557036925244,421.9422814770098,0,0,1,0,0,1,0,0,0,0,-1
impossible,1302,41,5.224094543369541e-05,14.224459468054736,10,JJ,JJ,1,1,0,imposs,41,10.512933127194522,431.0302582149754,0,0,0,0,0,1,0,1,0,0,-1
